,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(-0.747,35.278) → (-0.746,35.279)",0.13460874119558,128571.90510248225,"(-0.747,35.278)","(-0.746,35.279)",Central Kisii,Central Kisii,Bomet,Bomet
"(0.62,34.626) → (0.621,34.627)",0.06827789186901499,283270.72140226036,"(0.62,34.626)","(0.621,34.627)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.623,34.632) → (0.623,34.631)",0.11759620050035,283176.7449811332,"(0.623,34.632)","(0.623,34.631)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.624,34.632) → (0.623,34.633)",0.075331697492464,283665.80242332467,"(0.624,34.632)","(0.623,34.633)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.624,34.636) → (0.623,34.636)",0.10165915960206,283113.9019296298,"(0.624,34.636)","(0.623,34.636)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.625,34.635)",0.06401733904885999,283719.3927533717,"(0.625,34.635)","(0.625,34.635)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.626,34.634) → (0.624,34.634)",0.21152007172249998,283175.29505047266,"(0.626,34.634)","(0.624,34.634)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.626,34.636) → (0.625,34.636)",0.10777873100954,283784.15745188517,"(0.626,34.636)","(0.625,34.636)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.627,34.634) → (0.627,34.635)",0.12770740045382,283579.28318342747,"(0.627,34.634)","(0.627,34.635)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.627,34.637)",0.079778432059958,283617.2405513695,"(0.627,34.637)","(0.627,34.637)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.626,34.628) → (0.624,34.628)",0.18692425565686,283419.25901820033,"(0.626,34.628)","(0.624,34.628)",Kabuchai,Kabuchai,Bungoma,Bungoma
"(0.76,35.095) → (0.778,35.082)",2.4429494220639,2389.5849636179382,"(0.76,35.095)","(0.778,35.082)",Likuyani,Likuyani,Bungoma,Bungoma
"(0.832,34.595) → (0.831,34.597)",0.22052644125929002,12418.600644256861,"(0.832,34.595)","(0.831,34.597)",Mt Elgon,Mt Elgon,Bungoma,Bungoma
"(0.829,34.607) → (0.831,34.607)",0.17449943466824,12429.403453142611,"(0.829,34.607)","(0.831,34.607)",Teso District,Teso District,Bungoma,Bungoma
"(0.831,34.608) → (0.831,34.61)",0.25447863315552,12425.612433816508,"(0.831,34.608)","(0.831,34.61)",Teso District,Teso District,Bungoma,Bungoma
"(0.833,34.604) → (0.833,34.608)",0.42953734915367,12431.751624221573,"(0.833,34.604)","(0.833,34.608)",Teso District,Teso District,Bungoma,Bungoma
"(0.835,34.613) → (0.835,34.615)",0.22209018313884998,12434.589423351636,"(0.835,34.613)","(0.835,34.615)",Teso District,Teso District,Bungoma,Bungoma
"(0.836,34.603)",0.0,12412.09216159623,"(0.836,34.603)","(0.836,34.603)",Teso District,Teso District,Bungoma,Bungoma
"(0.836,34.608) → (0.836,34.609)",0.12857851819156,12407.974390460997,"(0.836,34.608)","(0.836,34.609)",Teso District,Teso District,Bungoma,Bungoma
"(0.836,34.608) → (0.837,34.609)",0.18675201011112,12427.275614348458,"(0.836,34.608)","(0.837,34.609)",Teso District,Teso District,Bungoma,Bungoma
"(0.837,34.601)",0.0,12407.910858752188,"(0.837,34.601)","(0.837,34.601)",Teso District,Teso District,Bungoma,Bungoma
"(0.839,34.595) → (0.839,34.594)",0.14805998171005,12405.22079226661,"(0.839,34.595)","(0.839,34.594)",Teso District,Teso District,Bungoma,Bungoma
"(0.4,34.149) → (0.399,34.15)",0.15028343830667001,137075.28291299267,"(0.4,34.149)","(0.399,34.15)",Matayos,Matayos,Busia,Busia
"(0.469,34.16) → (0.454,34.131)",3.6015132325631,2099.9383013612187,"(0.469,34.16)","(0.454,34.131)",Matayos,Matayos,Busia,Busia
"(0.398,34.147) → (0.397,34.146)",0.23284067407307,136957.29012022095,"(0.398,34.147)","(0.397,34.146)",Teso District,Teso District,Busia,Busia
"(0.399,34.14) → (0.398,34.141)",0.11491652771833999,136927.59743300697,"(0.399,34.14)","(0.398,34.141)",Teso District,Teso District,Busia,Busia
"(0.399,34.147) → (0.398,34.147)",0.10706501421430001,137152.67835110586,"(0.399,34.147)","(0.398,34.147)",Teso District,Teso District,Busia,Busia
"(0.4,34.142) → (0.399,34.142)",0.11345725035736,137171.03637295414,"(0.4,34.142)","(0.399,34.142)",Teso District,Teso District,Busia,Busia
"(0.4,34.147) → (0.4,34.146)",0.087881157469233,136957.99137692517,"(0.4,34.147)","(0.4,34.146)",Teso District,Teso District,Busia,Busia
"(0.401,34.143)",0.055410244159579,274255.20839828753,"(0.401,34.143)","(0.401,34.143)",Teso District,Teso District,Busia,Busia
"(0.405,34.153) → (0.404,34.153)",0.12900040668548,137194.5232466412,"(0.405,34.153)","(0.404,34.153)",Teso District,Teso District,Busia,Busia
"(0.406,34.144)",0.039350147029096,137220.44212624748,"(0.406,34.144)","(0.406,34.144)",Teso District,Teso District,Busia,Busia
"(0.461,34.167) → (0.461,34.124)",4.8863450114527,2098.1306991476004,"(0.461,34.167)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.468,34.187) → (0.461,34.143)",4.9410080056308,2098.8377416110243,"(0.468,34.187)","(0.461,34.143)",Teso District,Teso District,Busia,Busia
"(0.471,34.167) → (0.461,34.124)",5.0055376094418,2098.141442118769,"(0.471,34.167)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.472,34.157) → (0.461,34.124)",3.9094949636622,2101.4052059248124,"(0.472,34.157)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.475,34.154) → (0.461,34.124)",3.6901156728249003,2101.123968400459,"(0.475,34.154)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.596,34.268)",0.023605018854292004,32043.806477983137,"(0.596,34.268)","(0.596,34.268)",Teso District,Teso District,Busia,Busia
"(0.6,34.273)",0.04588014368986701,32106.272476630773,"(0.6,34.273)","(0.6,34.273)",Teso District,Teso District,Busia,Busia
"(0.603,34.273) → (0.603,34.272)",0.14133731249383,32050.919270986713,"(0.603,34.273)","(0.603,34.272)",Teso District,Teso District,Busia,Busia
"(0.604,34.277) → (0.605,34.275)",0.18178373418879998,32096.479931082875,"(0.604,34.277)","(0.605,34.275)",Teso District,Teso District,Busia,Busia
"(0.605,34.275) → (0.605,34.274)",0.16464906751286,32112.338014753102,"(0.605,34.275)","(0.605,34.274)",Teso District,Teso District,Busia,Busia
"(0.606,34.277) → (0.606,34.276)",0.062912835922102,32050.755162840927,"(0.606,34.277)","(0.606,34.276)",Teso District,Teso District,Busia,Busia
"(0.607,34.278) → (0.607,34.277)",0.19544915877104999,32119.668306383526,"(0.607,34.278)","(0.607,34.277)",Teso District,Teso District,Busia,Busia
"(0.609,34.281) → (0.609,34.282)",0.15618077702448002,32100.77607671351,"(0.609,34.281)","(0.609,34.282)",Teso District,Teso District,Busia,Busia
"(0.61,34.282)",0.019782293102875,32061.555845989096,"(0.61,34.282)","(0.61,34.282)",Teso District,Teso District,Busia,Busia
"(0.604,34.28)",0.019702549276384998,32078.367844931716,"(0.604,34.28)","(0.604,34.28)",Teso North,Teso North,Busia,Busia
"(0.584,35.509) → (0.584,35.511)",0.24812933596713,43110.854764961514,"(0.584,35.509)","(0.584,35.511)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.589,35.506) → (0.59,35.507)",0.16186586924212,43187.500094178904,"(0.589,35.506)","(0.59,35.507)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.591,35.505) → (0.593,35.506)",0.17692530427720998,43181.720178161166,"(0.591,35.505)","(0.593,35.506)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.593,35.508) → (0.593,35.509)",0.14265203634343,43203.05520720734,"(0.593,35.508)","(0.593,35.509)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.599,35.51)",0.019389601649313,43194.89479925946,"(0.599,35.51)","(0.599,35.51)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.604,35.508) → (0.571,35.321)",21.08741695373,1844.9080285608209,"(0.604,35.508)","(0.571,35.321)",Lugari District,Lugari District,Elegeyo-Marakwet,Uasin Gishu
"(0.681,35.502) → (0.505,35.266)",32.693504921139,1845.5297383131422,"(0.681,35.502)","(0.505,35.266)",Lugari District,Nandi North District,Elegeyo-Marakwet,Uasin Gishu
"(1.017,35.537)",0.0,14062.739446641313,"(1.017,35.537)","(1.017,35.537)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.029,35.551) → (1.029,35.552)",0.15110459966707002,14055.794823092727,"(1.029,35.551)","(1.029,35.552)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.037,35.548)",0.0,14057.676205152191,"(1.037,35.548)","(1.037,35.548)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.039,35.556)",0.0,14060.08320647036,"(1.039,35.556)","(1.039,35.556)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.043,35.542)",0.0,14065.949551779693,"(1.043,35.542)","(1.043,35.542)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.043,35.55)",0.0,14032.72789329284,"(1.043,35.55)","(1.043,35.55)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.047,35.55)",0.0,14040.500754225473,"(1.047,35.55)","(1.047,35.55)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.051,35.545) → (1.051,35.543)",0.2371689993054,14035.770883952911,"(1.051,35.545)","(1.051,35.543)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.567,35.513)",0.08392908446118301,43212.91717969432,"(0.567,35.513)","(0.567,35.513)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.568,35.508) → (0.569,35.51)",0.23389845354473002,43120.42412078574,"(0.568,35.508)","(0.569,35.51)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.57,35.514) → (0.571,35.514)",0.11545025517842998,43134.73427586795,"(0.57,35.514)","(0.571,35.514)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.574,35.511) → (0.577,35.512)",0.3017880975917,43120.20333420586,"(0.574,35.511)","(0.577,35.512)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.049,35.559)",0.0,14035.842750725558,"(1.049,35.559)","(1.049,35.559)",West Potok,West Potok,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.556,35.512) → (0.557,35.514)",0.22287314402459,43157.352676251256,"(0.556,35.512)","(0.557,35.514)",Keiyo North,Keiyo North,Elgeyo Marakwet,Elgeyo Marakwet
"(1.041,35.532)",0.0,14047.863119450909,"(1.041,35.532)","(1.041,35.532)",Marakwet East,Marakwet East,Elgeyo Marakwet,Elgeyo Marakwet
"(-0.513,37.482) → (-0.514,37.482)",0.21328854372953002,209450.7426443905,"(-0.513,37.482)","(-0.514,37.482)",Manyatta,Manyatta,Embu,Embu
"(-0.516,37.463) → (-0.489,37.337)",14.376273104240001,3258.5249503880977,"(-0.516,37.463)","(-0.489,37.337)",Manyatta,Gichugu,Embu,Kirinyaga
"(-0.549,37.463) → (-0.536,37.354)",12.303349781206999,3256.8171852584865,"(-0.549,37.463)","(-0.536,37.354)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.543,37.379)",9.449365229387901,3261.97564483948,"(-0.549,37.463)","(-0.543,37.379)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.549,37.419)",4.886278899881201,3255.014202052463,"(-0.549,37.463)","(-0.549,37.419)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.561,37.367)",10.828480338216,3255.720050401449,"(-0.549,37.463)","(-0.561,37.367)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.589,37.375)",10.705860538295,3260.8011816074672,"(-0.549,37.463)","(-0.589,37.375)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.523,37.34)",13.992204582678001,3262.7202568561147,"(-0.549,37.463)","(-0.523,37.34)",Mbeere District,Meru South District,Embu,Kirinyaga
"(-0.635,37.598) → (-0.635,37.599)",0.07164433276187,44471.60129131158,"(-0.635,37.598)","(-0.635,37.599)",Mbeere District,Mbeere District,Embu,Embu
"(-0.636,37.591) → (-0.636,37.59)",0.087514077502796,44401.27429235737,"(-0.636,37.591)","(-0.636,37.59)",Mbeere District,Mbeere District,Embu,Embu
"(-0.639,37.59) → (-0.638,37.59)",0.073584865041871,44455.589442581804,"(-0.639,37.59)","(-0.638,37.59)",Mbeere District,Mbeere District,Embu,Embu
"(-0.64,37.586) → (-0.641,37.586)",0.01400182003819,44376.69362131525,"(-0.64,37.586)","(-0.641,37.586)",Mbeere District,Mbeere District,Embu,Embu
"(-0.64,37.592) → (-0.641,37.592)",0.09686432274906,44463.201274069936,"(-0.64,37.592)","(-0.641,37.592)",Mbeere District,Mbeere District,Embu,Embu
"(-0.641,37.595) → (-0.64,37.595)",0.12650746869129,44481.752835138366,"(-0.641,37.595)","(-0.64,37.595)",Mbeere District,Mbeere District,Embu,Embu
"(-0.642,37.591)",0.057824814655753,44449.63981426489,"(-0.642,37.591)","(-0.642,37.591)",Mbeere District,Mbeere District,Embu,Embu
"(-0.642,37.598)",0.061208719148205,44386.543956547066,"(-0.642,37.598)","(-0.642,37.598)",Mbeere District,Mbeere District,Embu,Embu
"(-0.646,37.58) → (-0.645,37.579)",0.19872602455939004,44386.316687139755,"(-0.646,37.58)","(-0.645,37.579)",Mbeere District,Mbeere District,Embu,Embu
"(-0.649,37.584) → (-0.651,37.584)",0.1449756972757,44424.5568236244,"(-0.649,37.584)","(-0.651,37.584)",Mbeere South,Mbeere South,Embu,Embu
"(-0.508,37.483) → (-0.51,37.483)",0.18200722908074,209569.0027102872,"(-0.508,37.483)","(-0.51,37.483)",Meru South District,Meru South District,Embu,Embu
"(-0.508,37.485) → (-0.509,37.485)",0.08706344415461,209225.07954303888,"(-0.508,37.485)","(-0.509,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.508,37.485) → (-0.51,37.484)",0.21119222978606,418991.92904637347,"(-0.508,37.485)","(-0.51,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.482) → (-0.511,37.481)",0.17515660481114997,209597.05372887998,"(-0.51,37.482)","(-0.511,37.481)",Meru South District,Meru South District,Embu,Embu
"(-0.511,37.483) → (-0.512,37.482)",0.18905207091960002,209340.9712968927,"(-0.511,37.483)","(-0.512,37.482)",Meru South District,Meru South District,Embu,Embu
"(-0.512,37.481) → (-0.515,37.48)",0.34918089888137,209672.54561551547,"(-0.512,37.481)","(-0.515,37.48)",Meru South District,Meru South District,Embu,Embu
"(-0.512,37.484)",0.032874056307783,209632.94162224495,"(-0.512,37.484)","(-0.512,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.512,37.484) → (-0.513,37.484)",0.17541114768514998,209270.4499063598,"(-0.512,37.484)","(-0.513,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.514,37.463) → (-0.514,37.393)",7.818090758628401,3255.736720529125,"(-0.514,37.463)","(-0.514,37.393)",Meru South District,Meru South District,Embu,Kirinyaga
"(-0.519,37.463) → (-0.519,37.389)",8.2691282989485,3260.3647785524367,"(-0.519,37.463)","(-0.519,37.389)",Meru South District,Meru South District,Embu,Kirinyaga
"(-0.367,39.818) → (-0.368,39.818)",0.05887114307040099,209667.97764108307,"(-0.367,39.818)","(-0.368,39.818)",Garissa Township,Garissa Township,Garissa,Garissa
"(-0.458,39.661) → (-0.463,39.622)",4.3772197320571,5611.904081223946,"(-0.458,39.661)","(-0.463,39.622)",Garissa Township,Bura,Garissa,Tana River
"(-0.371,39.81)",0.03030733276111,209786.3603621907,"(-0.371,39.81)","(-0.371,39.81)",Ijara District,Ijara District,Garissa,Garissa
"(-0.375,39.815)",0.035356064139085,209937.92230504178,"(-0.375,39.815)","(-0.375,39.815)",Ijara District,Ijara District,Garissa,Garissa
"(-0.375,39.817)",0.06383182316251099,209442.0804898424,"(-0.375,39.817)","(-0.375,39.817)",Ijara District,Ijara District,Garissa,Garissa
"(-0.377,39.809) → (-0.378,39.809)",0.11367443156780001,209558.0924425766,"(-0.377,39.809)","(-0.378,39.809)",Ijara District,Ijara District,Garissa,Garissa
"(-0.378,39.823)",0.044608169748152994,209488.57053982402,"(-0.378,39.823)","(-0.378,39.823)",Ijara District,Ijara District,Garissa,Garissa
"(-0.379,39.823)",0.010208014217406,209814.4404743205,"(-0.379,39.823)","(-0.379,39.823)",Ijara District,Ijara District,Garissa,Garissa
"(-0.38,39.819)",1.3193303121747e-06,209487.4979097199,"(-0.38,39.819)","(-0.38,39.819)",Ijara District,Ijara District,Garissa,Garissa
"(-0.387,39.821)",0.023085317848141003,209850.36558935532,"(-0.387,39.821)","(-0.387,39.821)",Ijara District,Ijara District,Garissa,Garissa
"(-0.389,39.811) → (-0.39,39.811)",0.054902567027325995,209890.0106585048,"(-0.389,39.811)","(-0.39,39.811)",Ijara District,Ijara District,Garissa,Garissa
"(-0.454,39.661) → (-0.469,39.624)",4.380860922704,5616.785817017799,"(-0.454,39.661)","(-0.469,39.624)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.457,39.661) → (-0.468,39.62)",4.680673830670901,5617.846943890216,"(-0.457,39.661)","(-0.468,39.62)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.458,39.661) → (-0.465,39.62)",4.5525831416497,5605.857792423687,"(-0.458,39.661)","(-0.465,39.62)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.461,39.617)",4.8863450114534,16841.275425561667,"(-0.461,39.661)","(-0.461,39.617)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.466,39.621)",4.3941063452658,5615.82425721286,"(-0.461,39.661)","(-0.466,39.621)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.467,39.623)",4.2723034869306,5608.962930167393,"(-0.461,39.661)","(-0.467,39.623)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.471,39.626)",3.9794898486592,5607.102129800159,"(-0.461,39.661)","(-0.471,39.626)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.465,39.625) → (-0.461,39.661)",4.0225198725117,7813.7681292699,"(-0.465,39.625)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.468,39.627) → (-0.458,39.661)",3.9242242074009,7825.922835857922,"(-0.468,39.627)","(-0.458,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.469,39.624) → (-0.461,39.661)",4.1192765653632,7816.361244620368,"(-0.469,39.624)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.47,39.625) → (-0.461,39.661)",4.071408132213151,15640.990936936669,"(-0.47,39.625)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.472,39.627) → (-0.458,39.661)",4.0356951729688,7828.741547614753,"(-0.472,39.627)","(-0.458,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.472,39.628) → (-0.461,39.661)",3.8629909524635,7830.528616454675,"(-0.472,39.628)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.499,34.456) → (-0.549,34.475)",5.9640827942505,4815.375760017967,"(-0.499,34.456)","(-0.549,34.475)",Homa Bay Town,Homa Bay Town,Homa Bay,Homa Bay
"(-0.578,34.485) → (-0.505,34.475)",8.1296924111027,4561.934930543337,"(-0.578,34.485)","(-0.505,34.475)",Homa Bay Town,Homa Bay Town,Homa Bay,Homa Bay
"(-0.607,34.47) → (-0.607,34.471)",0.097728155798452,81318.30042857409,"(-0.607,34.47)","(-0.607,34.471)",Homa Bay Town,Homa Bay Town,Homa Bay,Homa Bay
"(-0.461,34.725) → (-0.46,34.725)",0.1367084119138,73751.28137711728,"(-0.461,34.725)","(-0.46,34.725)",Kasipul,Kasipul,Homa Bay,Homa Bay
"(-0.457,34.726) → (-0.457,34.724)",0.23739103655082996,73829.3820948669,"(-0.457,34.726)","(-0.457,34.724)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.723) → (-0.458,34.723)",0.09419787232287699,73815.43683396939,"(-0.459,34.723)","(-0.458,34.723)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.725) → (-0.459,34.726)",0.046738484896905005,73687.7971407528,"(-0.459,34.725)","(-0.459,34.726)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.728)",0.038882544842304,73846.23514684339,"(-0.459,34.728)","(-0.459,34.728)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.46,34.725) → (-0.459,34.726)",0.14569778861313,73688.17444130918,"(-0.46,34.725)","(-0.459,34.726)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.461,34.733) → (-0.461,34.734)",0.13889167685981,73671.82143978741,"(-0.461,34.733)","(-0.461,34.734)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.736)",0.049108986664813996,73712.62895968373,"(-0.462,34.736)","(-0.462,34.736)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.463,34.731)",0.049554727279404014,73792.92282123682,"(-0.463,34.731)","(-0.463,34.731)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.464,34.728) → (-0.463,34.728)",0.06517227978596901,73802.800077049,"(-0.464,34.728)","(-0.463,34.728)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.549,34.222)",0.086787832598783,67016.99647964854,"(-0.549,34.222)","(-0.549,34.222)",Suba,Suba,Homa Bay,Homa Bay
"(-0.488,34.422) → (-0.549,34.475)",9.009904845192,4821.57549068737,"(-0.488,34.422)","(-0.549,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.549,34.47)",4.9243222556018,4818.739523931035,"(-0.505,34.475)","(-0.549,34.47)",Suba District,Suba District,Homa Bay,Homa Bay
