,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(-0.742,35.268) → (-0.741,35.268)",0.095093166406135,119205.04318591811,"(-0.742,35.268)","(-0.741,35.268)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.742,35.271) → (-0.741,35.272)",0.14017807034585,119228.77380784582,"(-0.742,35.271)","(-0.741,35.272)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.742,35.276) → (-0.743,35.275)",0.11077006997588001,119152.77944219256,"(-0.742,35.276)","(-0.743,35.275)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.743,35.274) → (-0.743,35.275)",0.17521828058429997,119034.11389750616,"(-0.743,35.274)","(-0.743,35.275)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.744,35.274) → (-0.745,35.275)",0.21183875569346,119143.78099628408,"(-0.744,35.274)","(-0.745,35.275)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.744,35.275) → (-0.745,35.276)",0.13527873853758,118927.00161167666,"(-0.744,35.275)","(-0.745,35.276)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.744,35.278) → (-0.743,35.278)",0.10501378129673,118939.39202654401,"(-0.744,35.278)","(-0.743,35.278)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.745,35.273) → (-0.744,35.274)",0.15119435289344,119012.08254753659,"(-0.745,35.273)","(-0.744,35.274)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.749,35.278) → (-0.748,35.278)",0.12591116308041,119012.6511590338,"(-0.749,35.278)","(-0.748,35.278)",Central Kisii,Central Kisii,Bomet,Bomet
"(0.624,34.631)",0.020490836367119,273269.135066328,"(0.624,34.631)","(0.624,34.631)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.626,34.635)",0.0052091810240653,272772.48453986563,"(0.626,34.635)","(0.626,34.635)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.628,34.636)",0.015894952188769,272822.97980001336,"(0.628,34.636)","(0.628,34.636)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.635) → (0.628,34.635)",0.10937260422575,272773.787782087,"(0.629,34.635)","(0.628,34.635)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.638) → (0.629,34.637)",0.069135532832272,273074.3338337014,"(0.629,34.638)","(0.629,34.637)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.63,34.636) → (0.629,34.636)",0.09974328195703899,272577.48132872337,"(0.63,34.636)","(0.629,34.636)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.63,34.638)",0.032399398495715,273214.74512066593,"(0.63,34.638)","(0.63,34.638)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.631,34.64) → (0.63,34.64)",0.060808237026314,272605.8798255441,"(0.631,34.64)","(0.63,34.64)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.633,34.642) → (0.632,34.642)",0.05113361466154599,273094.9580291185,"(0.633,34.642)","(0.632,34.642)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.627,34.633)",0.07684220204778301,272784.91421258374,"(0.627,34.633)","(0.627,34.633)",Kabuchai,Kabuchai,Bungoma,Bungoma
"(0.836,34.625) → (0.836,34.627)",0.12317605467041999,11223.447531916532,"(0.836,34.625)","(0.836,34.627)",Lugari District,Lugari District,Bungoma,Bungoma
"(0.836,34.634) → (0.838,34.633)",0.19558668183351996,11248.51510455355,"(0.836,34.634)","(0.838,34.633)",Lugari District,Lugari District,Bungoma,Bungoma
"(0.835,34.605) → (0.835,34.607)",0.18974698698273,11230.81855065844,"(0.835,34.605)","(0.835,34.607)",Mt Elgon,Mt Elgon,Bungoma,Bungoma
"(0.831,34.603) → (0.833,34.605)",0.21593212588174002,11232.385747681343,"(0.831,34.603)","(0.833,34.605)",Teso District,Teso District,Bungoma,Bungoma
"(0.832,34.592)",0.0,11230.360464761769,"(0.832,34.592)","(0.832,34.592)",Teso District,Teso District,Bungoma,Bungoma
"(0.833,34.595) → (0.833,34.596)",0.092188428460048,11222.278338356744,"(0.833,34.595)","(0.833,34.596)",Teso District,Teso District,Bungoma,Bungoma
"(0.833,34.605)",0.0,11250.75439118153,"(0.833,34.605)","(0.833,34.605)",Teso District,Teso District,Bungoma,Bungoma
"(0.833,34.608) → (0.833,34.607)",0.16107648619616,11243.583354226506,"(0.833,34.608)","(0.833,34.607)",Teso District,Teso District,Bungoma,Bungoma
"(0.835,34.604)",0.0,11242.734236168964,"(0.835,34.604)","(0.835,34.604)",Teso District,Teso District,Bungoma,Bungoma
"(0.836,34.62)",0.0,11230.306809019998,"(0.836,34.62)","(0.836,34.62)",Teso District,Teso District,Bungoma,Bungoma
"(0.394,34.146)",0.048545269250334006,128680.38527686243,"(0.394,34.146)","(0.394,34.146)",Matayos,Matayos,Busia,Busia
"(0.473,34.155) → (0.461,34.124)",3.7953547457799,2297.2128853619533,"(0.473,34.155)","(0.461,34.124)",Matayos,Matayos,Busia,Busia
"(0.392,34.147) → (0.391,34.148)",0.14265101219448997,128816.91272545543,"(0.392,34.147)","(0.391,34.148)",Teso District,Teso District,Busia,Busia
"(0.394,34.147) → (0.395,34.146)",0.078389726288746,128698.34189469952,"(0.394,34.147)","(0.395,34.146)",Teso District,Teso District,Busia,Busia
"(0.396,34.151) → (0.397,34.152)",0.086527867316916,128675.13662384506,"(0.396,34.151)","(0.397,34.152)",Teso District,Teso District,Busia,Busia
"(0.397,34.147) → (0.397,34.146)",0.092484925969695,128826.64174371862,"(0.397,34.147)","(0.397,34.146)",Teso District,Teso District,Busia,Busia
"(0.4,34.147) → (0.4,34.148)",0.06320078267940099,128582.53329889919,"(0.4,34.147)","(0.4,34.148)",Teso District,Teso District,Busia,Busia
"(0.401,34.148)",0.06849799581467,128883.1487141866,"(0.401,34.148)","(0.401,34.148)",Teso District,Teso District,Busia,Busia
"(0.402,34.151)",0.025503044913991,128595.92967575791,"(0.402,34.151)","(0.402,34.151)",Teso District,Teso District,Busia,Busia
"(0.404,34.148)",0.043417245678136006,128908.8059950637,"(0.404,34.148)","(0.404,34.148)",Teso District,Teso District,Busia,Busia
"(0.406,34.152) → (0.404,34.151)",0.22473937690551002,128674.5218475051,"(0.406,34.152)","(0.404,34.151)",Teso District,Teso District,Busia,Busia
"(0.461,34.167) → (0.461,34.124)",4.8863450114527,6893.877581580831,"(0.461,34.167)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.472,34.178) → (0.451,34.154)",3.4653747429172004,2301.290670923495,"(0.472,34.178)","(0.451,34.154)",Teso District,Teso District,Busia,Busia
"(0.594,34.267) → (0.594,34.268)",0.086482132784588,34044.49056032853,"(0.594,34.267)","(0.594,34.268)",Teso District,Teso District,Busia,Busia
"(0.595,34.271)",0.0,33988.90752220458,"(0.595,34.271)","(0.595,34.271)",Teso District,Teso District,Busia,Busia
"(0.6,34.276) → (0.6,34.275)",0.098512819969877,33961.86071346171,"(0.6,34.276)","(0.6,34.275)",Teso District,Teso District,Busia,Busia
"(0.602,34.273) → (0.603,34.272)",0.17069921681623998,34020.22177957622,"(0.602,34.273)","(0.603,34.272)",Teso District,Teso District,Busia,Busia
"(0.602,34.275)",0.06373570194447599,34022.79118876332,"(0.602,34.275)","(0.602,34.275)",Teso District,Teso District,Busia,Busia
"(0.604,34.274) → (0.604,34.272)",0.1177405248804,33958.322764118464,"(0.604,34.274)","(0.604,34.272)",Teso District,Teso District,Busia,Busia
"(0.605,34.278) → (0.605,34.277)",0.099737270679834,33982.779068694705,"(0.605,34.278)","(0.605,34.277)",Teso District,Teso District,Busia,Busia
"(0.605,34.281)",0.080977810029039,33982.61670781376,"(0.605,34.281)","(0.605,34.281)",Teso District,Teso District,Busia,Busia
"(0.606,34.278)",0.04176264928718,34037.714537155545,"(0.606,34.278)","(0.606,34.278)",Teso District,Teso District,Busia,Busia
"(0.599,34.273) → (0.598,34.272)",0.12833899011373,33984.1652247197,"(0.599,34.273)","(0.598,34.272)",Teso North,Teso North,Busia,Busia
"(0.581,35.509) → (0.581,35.51)",0.082907472153522,40809.66518193799,"(0.581,35.509)","(0.581,35.51)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.583,35.509)",0.037731663682444,40812.74737021179,"(0.583,35.509)","(0.583,35.509)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.59,35.511) → (0.59,35.51)",0.10053952940662,40838.77730305503,"(0.59,35.511)","(0.59,35.51)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.027,35.539)",0.0,12083.201591717447,"(1.027,35.539)","(1.027,35.539)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.029,35.548)",0.0,12090.908128185347,"(1.029,35.548)","(1.029,35.548)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.03,35.542)",0.0,12082.28906549327,"(1.03,35.542)","(1.03,35.542)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.03,35.545) → (1.032,35.545)",0.1491765354451,12071.167800267936,"(1.03,35.545)","(1.032,35.545)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.035,35.539)",0.0,12068.933616187076,"(1.035,35.539)","(1.035,35.539)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.038,35.545)",0.0,12060.305616870397,"(1.038,35.545)","(1.038,35.545)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.039,35.533)",0.0,12061.56212033887,"(1.039,35.533)","(1.039,35.533)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.045,35.553)",0.0,12088.50162210138,"(1.045,35.553)","(1.045,35.553)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.051,35.546) → (1.051,35.547)",0.13204544853193,12068.991278688783,"(1.051,35.546)","(1.051,35.547)",Lugari District,West Potok,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.561,35.51) → (0.561,35.511)",0.18252867683149,40764.749998713174,"(0.561,35.51)","(0.561,35.511)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.57,35.509) → (0.572,35.508)",0.19755703323620002,40764.55523533882,"(0.57,35.509)","(0.572,35.508)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.57,35.512) → (0.571,35.513)",0.1898358342915,40830.648983411906,"(0.57,35.512)","(0.571,35.513)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.58,35.509) → (0.581,35.508)",0.10513312171262,40735.41292948974,"(0.58,35.509)","(0.581,35.508)",Nandi North District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.58,35.509) → (0.579,35.509)",0.027205329735122998,40739.65695026844,"(0.58,35.509)","(0.579,35.509)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.58,35.509) → (0.58,35.511)",0.26617721598325,40772.10151268746,"(0.58,35.509)","(0.58,35.511)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.574,35.509) → (0.576,35.509)",0.20359081731791,40766.412791026414,"(0.574,35.509)","(0.576,35.509)",Keiyo North,Keiyo North,Elgeyo Marakwet,Elgeyo Marakwet
"(1.041,35.535) → (1.041,35.534)",0.13959132186558998,12069.483572298519,"(1.041,35.535)","(1.041,35.534)",Marakwet East,Marakwet East,Elgeyo Marakwet,Elgeyo Marakwet
"(-0.507,37.487)",0.058014742853092,188663.16617242456,"(-0.507,37.487)","(-0.507,37.487)",Manyatta,Manyatta,Embu,Embu
"(-0.527,37.463) → (-0.527,37.419)",4.8862965056235,1821.9882357007355,"(-0.527,37.463)","(-0.527,37.419)",Mbeere District,Meru South District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.535,37.375)",9.907370715407,1823.4392447534647,"(-0.549,37.463)","(-0.535,37.375)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.638,37.592) → (-0.638,37.591)",0.058517376275892,41834.89131150511,"(-0.638,37.592)","(-0.638,37.591)",Mbeere District,Mbeere District,Embu,Embu
"(-0.638,37.6) → (-0.637,37.599)",0.13734261509576,41861.573156798804,"(-0.638,37.6)","(-0.637,37.599)",Mbeere District,Mbeere District,Embu,Embu
"(-0.639,37.586) → (-0.639,37.585)",0.059399002832406,41793.227489749406,"(-0.639,37.586)","(-0.639,37.585)",Mbeere District,Mbeere District,Embu,Embu
"(-0.639,37.587) → (-0.638,37.587)",0.04261164300469401,41831.731930680624,"(-0.639,37.587)","(-0.638,37.587)",Mbeere District,Mbeere District,Embu,Embu
"(-0.64,37.588) → (-0.64,37.587)",0.05340107459749,41785.492217977,"(-0.64,37.588)","(-0.64,37.587)",Mbeere District,Mbeere District,Embu,Embu
"(-0.642,37.585) → (-0.642,37.584)",0.061151952397065994,41785.691859146056,"(-0.642,37.585)","(-0.642,37.584)",Mbeere District,Mbeere District,Embu,Embu
"(-0.643,37.593) → (-0.644,37.593)",0.043896848331508,41759.97036226086,"(-0.643,37.593)","(-0.644,37.593)",Mbeere District,Mbeere District,Embu,Embu
"(-0.646,37.587)",0.043281459393701004,41755.620051158534,"(-0.646,37.587)","(-0.646,37.587)",Mbeere District,Mbeere District,Embu,Embu
"(-0.652,37.582) → (-0.65,37.582)",0.22413662688848998,41853.24126564404,"(-0.652,37.582)","(-0.65,37.582)",Mbeere District,Mbeere District,Embu,Embu
"(-0.635,37.594) → (-0.635,37.593)",0.16563402186823,41787.39629563173,"(-0.635,37.594)","(-0.635,37.593)",Mbeere South,Mbeere South,Embu,Embu
"(-0.504,37.488) → (-0.505,37.488)",0.10453098609379,188519.70169694087,"(-0.504,37.488)","(-0.505,37.488)",Meru South District,Meru South District,Embu,Embu
"(-0.506,37.485)",0.052652280536681,188960.44529532487,"(-0.506,37.485)","(-0.506,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.506,37.486) → (-0.506,37.487)",0.037231188383367995,188539.3426303121,"(-0.506,37.486)","(-0.506,37.487)",Meru South District,Meru South District,Embu,Embu
"(-0.506,37.486) → (-0.507,37.486)",0.039790378709813,188877.59829470108,"(-0.506,37.486)","(-0.507,37.486)",Meru South District,Meru South District,Embu,Embu
"(-0.506,37.487) → (-0.505,37.487)",0.062407156129762,188654.56957749827,"(-0.506,37.487)","(-0.505,37.487)",Meru South District,Meru South District,Embu,Embu
"(-0.507,37.485) → (-0.508,37.485)",0.17347439910770998,188863.33421408513,"(-0.507,37.485)","(-0.508,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.508,37.484) → (-0.509,37.484)",0.03850356500203,188655.47092427724,"(-0.508,37.484)","(-0.509,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.485) → (-0.511,37.484)",0.07850026042459401,188998.0624025105,"(-0.51,37.485)","(-0.511,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.511,37.481) → (-0.512,37.481)",0.11929358755503999,188689.4930470885,"(-0.511,37.481)","(-0.512,37.481)",Meru South District,Meru South District,Embu,Embu
"(-0.512,37.463) → (-0.512,37.419)",4.8863082732539995,1826.421167399599,"(-0.512,37.463)","(-0.512,37.419)",Meru South District,Meru South District,Embu,Embu
"(-0.518,37.463) → (-0.521,37.391)",8.0350809827299,1823.1104650587286,"(-0.518,37.463)","(-0.521,37.391)",Meru South District,Meru South District,Embu,Kirinyaga
"(-0.52,37.463) → (-0.564,37.405)",8.1437692453458,1826.0576468431086,"(-0.52,37.463)","(-0.564,37.405)",Meru South District,Mbeere District,Embu,Kirinyaga
"(-0.52,37.463) → (-0.52,37.419)",4.8863022145234005,1823.1017547110387,"(-0.52,37.463)","(-0.52,37.419)",Meru South District,Meru South District,Embu,Kirinyaga
"(-0.325,39.802) → (-0.326,39.802)",0.067379492943582,207843.07058036723,"(-0.325,39.802)","(-0.326,39.802)",Garissa Township,Garissa Township,Garissa,Garissa
"(-0.368,39.827) → (-0.369,39.827)",0.12288644077069,207834.59301669506,"(-0.368,39.827)","(-0.369,39.827)",Ijara District,Ijara District,Garissa,Garissa
"(-0.371,39.798) → (-0.372,39.798)",0.053548804958888,207833.6000370584,"(-0.371,39.798)","(-0.372,39.798)",Ijara District,Ijara District,Garissa,Garissa
"(-0.373,39.813)",0.013744628797112,207685.02119686184,"(-0.373,39.813)","(-0.373,39.813)",Ijara District,Ijara District,Garissa,Garissa
"(-0.373,39.82)",0.061576631395397,208063.58813689317,"(-0.373,39.82)","(-0.373,39.82)",Ijara District,Ijara District,Garissa,Garissa
"(-0.378,39.821) → (-0.379,39.821)",0.11613680162119001,207706.65886988386,"(-0.378,39.821)","(-0.379,39.821)",Ijara District,Ijara District,Garissa,Garissa
"(-0.387,39.834) → (-0.388,39.834)",0.07833424242443202,208079.3023347113,"(-0.387,39.834)","(-0.388,39.834)",Ijara District,Ijara District,Garissa,Garissa
"(-0.389,39.825)",0.0036126832042168,208170.57174011436,"(-0.389,39.825)","(-0.389,39.825)",Ijara District,Ijara District,Garissa,Garissa
"(-0.395,39.834)",0.059954428019629996,207872.07390189497,"(-0.395,39.834)","(-0.395,39.834)",Ijara District,Ijara District,Garissa,Garissa
"(-0.402,39.809) → (-0.403,39.809)",0.07730228607718499,208212.01308355428,"(-0.402,39.809)","(-0.403,39.809)",Ijara District,Ijara District,Garissa,Garissa
"(-0.631,39.733) → (-0.631,39.689)",4.886207037727201,5648.16353067228,"(-0.631,39.733)","(-0.631,39.689)",Ijara District,Ijara District,Garissa,Tana River
"(-0.452,39.661) → (-0.461,39.621)",4.4960008530329,5657.869501968148,"(-0.452,39.661)","(-0.461,39.621)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.456,39.661) → (-0.47,39.625)",4.2233427264114995,5647.575137809401,"(-0.456,39.661)","(-0.47,39.625)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.617) → (-0.461,39.661)",4.8863450114534,7958.120685783695,"(-0.461,39.617)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.461,39.617)",4.8863450114534,11303.488411526487,"(-0.461,39.661)","(-0.461,39.617)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.464,39.622)",4.2825258540564,5658.296817873728,"(-0.461,39.661)","(-0.464,39.622)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.466,39.617)",4.9143098074135,5651.642441682059,"(-0.461,39.661)","(-0.466,39.617)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.468,39.623)",4.2460658443159,5661.905618938757,"(-0.461,39.661)","(-0.468,39.623)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.464,39.623) → (-0.458,39.661)",4.2460680375352,7943.868707655208,"(-0.464,39.623)","(-0.458,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.467,39.622) → (-0.456,39.661)",4.4621454484748,7963.196289862252,"(-0.467,39.622)","(-0.456,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.468,39.623) → (-0.461,39.661)",4.2460658443159,7943.04116156419,"(-0.468,39.623)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.471,39.626) → (-0.457,39.661)",4.134808565176701,7948.723650540129,"(-0.471,39.626)","(-0.457,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.472,39.627) → (-0.461,39.661)",3.8866852340715,7950.195107125106,"(-0.472,39.627)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.611,34.469) → (-0.612,34.468)",0.12123618032759,75406.92455442096,"(-0.611,34.469)","(-0.612,34.468)",Homa Bay Town,Homa Bay Town,Homa Bay,Homa Bay
"(-0.46,34.725) → (-0.46,34.726)",0.10569474758196,77230.1093840733,"(-0.46,34.725)","(-0.46,34.726)",Kasipul,Kasipul,Homa Bay,Homa Bay
"(-0.455,34.73) → (-0.454,34.73)",0.054092657309256,77351.80192027408,"(-0.455,34.73)","(-0.454,34.73)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.457,34.725) → (-0.458,34.726)",0.11742340464846,77179.42166428316,"(-0.457,34.725)","(-0.458,34.726)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.457,34.729) → (-0.458,34.73)",0.09059050512016001,77226.59032955959,"(-0.457,34.729)","(-0.458,34.73)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.458,34.729) → (-0.457,34.731)",0.1409120767759,77171.38156051813,"(-0.458,34.729)","(-0.457,34.731)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.724) → (-0.459,34.723)",0.052730356473193,77367.20065104702,"(-0.459,34.724)","(-0.459,34.723)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.73)",0.07373170398426801,77226.95929988775,"(-0.459,34.73)","(-0.459,34.73)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.729) → (-0.461,34.729)",0.065549201922113,77240.88640775676,"(-0.462,34.729)","(-0.461,34.729)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.733) → (-0.461,34.733)",0.079380439361007,77317.88813068747,"(-0.462,34.733)","(-0.461,34.733)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.467,34.731)",0.04021302512972,77312.04906560347,"(-0.467,34.731)","(-0.467,34.731)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.558,34.214)",0.024994165033203,61660.11093884228,"(-0.558,34.214)","(-0.558,34.214)",Suba,Suba,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.549,34.475)",4.8862960265152005,32171.873100913275,"(-0.505,34.475)","(-0.549,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.536,34.234) → (-0.535,34.233)",0.10550273283816,61769.563881454436,"(-0.536,34.234)","(-0.535,34.233)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.546,34.212) → (-0.545,34.212)",0.04762807448840401,61725.53114727831,"(-0.546,34.212)","(-0.545,34.212)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.475) → (-0.505,34.475)",4.8862960265152005,29221.14973063629,"(-0.549,34.475)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.551,34.213)",0.059300118540380996,61668.715257562166,"(-0.551,34.213)","(-0.551,34.213)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.552,34.222)",0.03235945082092,61757.26961623393,"(-0.552,34.222)","(-0.552,34.222)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.553,34.219)",0.039090874111951,61657.5959282862,"(-0.553,34.219)","(-0.553,34.219)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.555,34.22) → (-0.554,34.22)",0.087150593336914,61730.19302596435,"(-0.555,34.22)","(-0.554,34.22)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.556,34.221)",0.050195846364919,61613.22295506901,"(-0.556,34.221)","(-0.556,34.221)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.558,34.221)",0.034654409906988,61657.30134432732,"(-0.558,34.221)","(-0.558,34.221)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.558,34.475) → (-0.505,34.475)",5.863548045862401,3245.121123385649,"(-0.558,34.475)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.565,34.224) → (-0.566,34.223)",0.08365605520290599,61619.642131398876,"(-0.565,34.224)","(-0.566,34.223)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.605,34.466) → (-0.606,34.467)",0.10402913378333001,75357.43342858243,"(-0.605,34.466)","(-0.606,34.467)",Suba District,Suba District,Homa Bay,Homa Bay
