,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(-0.744,35.278) → (-0.745,35.279)",0.18732171004395998,126270.15485741153,"(-0.744,35.278)","(-0.745,35.279)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.745,35.276) → (-0.744,35.278)",0.24489862580575,126140.3294521255,"(-0.745,35.276)","(-0.744,35.278)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.746,35.277) → (-0.746,35.279)",0.16784679088777,252313.3070200354,"(-0.746,35.277)","(-0.746,35.279)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.749,35.275) → (-0.749,35.276)",0.10568317934672,126012.05447116717,"(-0.749,35.275)","(-0.749,35.276)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.749,35.276) → (-0.747,35.277)",0.20148841200731,126194.04674073753,"(-0.749,35.276)","(-0.747,35.277)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.75,35.277) → (-0.749,35.278)",0.13370397107438,126010.1875053397,"(-0.75,35.277)","(-0.749,35.278)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.75,35.279) → (-0.75,35.28)",0.12423352251224,126095.14512441811,"(-0.75,35.279)","(-0.75,35.28)",Central Kisii,Trans Mara District,Bomet,Bomet
"(0.622,34.627) → (0.621,34.628)",0.14768788507338002,282407.0514942996,"(0.622,34.627)","(0.621,34.628)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.622,34.632) → (0.621,34.631)",0.10989008776974,282236.83337071404,"(0.622,34.632)","(0.621,34.631)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.623,34.632) → (0.622,34.633)",0.17651485236235998,281829.8021106181,"(0.623,34.632)","(0.622,34.633)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.624,34.635) → (0.623,34.634)",0.12785811148653,281913.2667765742,"(0.624,34.635)","(0.623,34.634)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.626,34.634) → (0.625,34.634)",0.1226075693853,281825.6265846185,"(0.626,34.634)","(0.625,34.634)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.627,34.632) → (0.625,34.632)",0.13780201885207002,282015.63689016545,"(0.627,34.632)","(0.625,34.632)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.628,34.634) → (0.626,34.635)",0.20155586227617997,282393.137763499,"(0.628,34.634)","(0.626,34.635)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.628,34.637) → (0.627,34.637)",0.079359166171054,282330.82575349463,"(0.628,34.637)","(0.627,34.637)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.64) → (0.628,34.641)",0.08519598052198199,282116.6930168171,"(0.629,34.64)","(0.628,34.641)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.836,34.631)",0.0,14203.75808737652,"(0.836,34.631)","(0.836,34.631)",Lugari District,Lugari District,Bungoma,Bungoma
"(0.84,34.633) → (0.84,34.636)",0.32573186360219003,14179.621624764819,"(0.84,34.633)","(0.84,34.636)",Lugari District,Lugari District,Bungoma,Bungoma
"(0.828,34.591)",0.0,14200.623929361744,"(0.828,34.591)","(0.828,34.591)",Teso District,Teso District,Bungoma,Bungoma
"(0.831,34.605) → (0.831,34.606)",0.1332542618779,14195.896317785748,"(0.831,34.605)","(0.831,34.606)",Teso District,Teso District,Bungoma,Bungoma
"(0.834,34.605) → (0.836,34.604)",0.26074812899625,14175.213514514235,"(0.834,34.605)","(0.836,34.604)",Teso District,Teso District,Bungoma,Bungoma
"(0.836,34.602)",0.0,14175.423534352729,"(0.836,34.602)","(0.836,34.602)",Teso District,Teso District,Bungoma,Bungoma
"(0.836,34.608)",0.0,14189.853520369357,"(0.836,34.608)","(0.836,34.608)",Teso District,Teso District,Bungoma,Bungoma
"(0.839,34.609)",0.0,14204.457917648426,"(0.839,34.609)","(0.839,34.609)",Teso District,Teso District,Bungoma,Bungoma
"(0.841,34.602) → (0.839,34.602)",0.14957094400131,14184.770617903754,"(0.841,34.602)","(0.839,34.602)",Teso District,Teso District,Bungoma,Bungoma
"(0.396,34.144)",0.052592992778475,136699.69035159278,"(0.396,34.144)","(0.396,34.144)",Teso District,Teso District,Busia,Busia
"(0.397,34.143) → (0.399,34.143)",0.17528097174353,136654.18086963228,"(0.397,34.143)","(0.399,34.143)",Teso District,Teso District,Busia,Busia
"(0.399,34.148) → (0.4,34.148)",0.087581956184219,136497.51553523607,"(0.399,34.148)","(0.4,34.148)",Teso District,Teso District,Busia,Busia
"(0.4,34.144) → (0.4,34.145)",0.10125630360848001,136455.08167392912,"(0.4,34.144)","(0.4,34.145)",Teso District,Teso District,Busia,Busia
"(0.402,34.146) → (0.403,34.147)",0.18554786219947,136729.86074637715,"(0.402,34.146)","(0.403,34.147)",Teso District,Teso District,Busia,Busia
"(0.403,34.144) → (0.405,34.143)",0.21299404516617,136457.10339121654,"(0.403,34.144)","(0.405,34.143)",Teso District,Teso District,Busia,Busia
"(0.403,34.149) → (0.403,34.147)",0.1483629149868,136596.0109934503,"(0.403,34.149)","(0.403,34.147)",Teso District,Teso District,Busia,Busia
"(0.403,34.152) → (0.403,34.153)",0.07093853857165201,136547.0813691893,"(0.403,34.152)","(0.403,34.153)",Teso District,Teso District,Busia,Busia
"(0.407,34.151) → (0.406,34.151)",0.076075758403366,136736.59753357354,"(0.407,34.151)","(0.406,34.151)",Teso District,Teso District,Busia,Busia
"(0.461,34.124) → (0.509,34.203)",10.360677862759,2317.455266887748,"(0.461,34.124)","(0.509,34.203)",Teso District,Teso District,Busia,Busia
"(0.461,34.167) → (0.461,34.124)",4.8863450114527,4634.399171152032,"(0.461,34.167)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.461,34.167) → (0.461,34.147)",2.2802943386809997,2314.3573113421917,"(0.461,34.167)","(0.461,34.147)",Teso District,Teso District,Busia,Busia
"(0.469,34.16) → (0.461,34.124)",4.1525921738148,2315.186627007632,"(0.469,34.16)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.473,34.155) → (0.461,34.124)",3.7953547457799,2316.1725571124116,"(0.473,34.155)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.475,34.154) → (0.461,34.124)",3.7213246694075,2312.797994473375,"(0.475,34.154)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.476,34.153) → (0.461,34.124)",3.6420611299212005,2313.5172124616283,"(0.476,34.153)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.482,34.157) → (0.461,34.124)",4.3833827411223,2312.832260868077,"(0.482,34.157)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.596,34.263) → (0.596,34.264)",0.16523515107513,29627.946237008597,"(0.596,34.263)","(0.596,34.264)",Teso District,Teso District,Busia,Busia
"(0.598,34.268) → (0.596,34.268)",0.15933121761142,29619.1744375686,"(0.598,34.268)","(0.596,34.268)",Teso District,Teso District,Busia,Busia
"(0.606,34.277) → (0.606,34.276)",0.083525304364481,29661.951779794435,"(0.606,34.277)","(0.606,34.276)",Teso District,Teso District,Busia,Busia
"(0.606,34.277) → (0.606,34.279)",0.22073695170703,29679.84101740224,"(0.606,34.277)","(0.606,34.279)",Teso District,Teso District,Busia,Busia
"(0.606,34.278) → (0.607,34.278)",0.072202994909597,29618.735606642902,"(0.606,34.278)","(0.607,34.278)",Teso District,Teso District,Busia,Busia
"(0.606,34.282)",0.050029663065733004,29638.704922672583,"(0.606,34.282)","(0.606,34.282)",Teso District,Teso District,Busia,Busia
"(0.61,34.277) → (0.61,34.279)",0.18097133778793,29649.32551361387,"(0.61,34.277)","(0.61,34.279)",Teso District,Teso District,Busia,Busia
"(0.61,34.283)",0.073661709121032,29671.829999771646,"(0.61,34.283)","(0.61,34.283)",Teso District,Teso District,Busia,Busia
"(0.611,34.28)",0.09213551209713,29678.37874046568,"(0.611,34.28)","(0.611,34.28)",Teso District,Teso District,Busia,Busia
"(0.587,35.51) → (0.586,35.511)",0.10253110280760001,41604.10963774394,"(0.587,35.51)","(0.586,35.511)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.588,35.51)",0.020881395238167,41602.0598717107,"(0.588,35.51)","(0.588,35.51)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.59,35.509) → (0.591,35.509)",0.09732319445517099,41561.334126766036,"(0.59,35.509)","(0.591,35.509)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.591,35.507) → (0.592,35.507)",0.13656415812347,41592.880087841106,"(0.591,35.507)","(0.592,35.507)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.597,35.507) → (0.599,35.51)",0.29208193665578003,41579.033162356674,"(0.597,35.507)","(0.599,35.51)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.025,35.534)",0.0,12285.425811056628,"(1.025,35.534)","(1.025,35.534)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.028,35.537)",0.0,12281.025087606144,"(1.028,35.537)","(1.028,35.537)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.029,35.55)",0.0,12290.657601451345,"(1.029,35.55)","(1.029,35.55)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.041,35.548)",0.0,12297.464238807566,"(1.041,35.548)","(1.041,35.548)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.043,35.548)",0.0,12272.93248105802,"(1.043,35.548)","(1.043,35.548)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.045,35.544)",0.0,12294.750717789508,"(1.045,35.544)","(1.045,35.544)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.047,35.548)",0.0,12298.070144490348,"(1.047,35.548)","(1.047,35.548)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.563,35.513) → (0.563,35.515)",0.23929780117548,41546.44657296547,"(0.563,35.513)","(0.563,35.515)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.578,35.507) → (0.582,35.508)",0.47498360634582,41518.454320143006,"(0.578,35.507)","(0.582,35.508)",Nandi North District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.578,35.511) → (0.579,35.513)",0.22426511015464,41519.06945719628,"(0.578,35.511)","(0.579,35.513)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.58,35.509)",0.06406346514896,41531.365443061164,"(0.58,35.509)","(0.58,35.509)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.057,35.558) → (1.056,35.558)",0.13085829543244998,12276.567143546381,"(1.057,35.558)","(1.056,35.558)",West Potok,West Potok,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.059,35.561)",0.0,12272.750648092586,"(1.059,35.561)","(1.059,35.561)",West Potok,West Potok,Elegeyo-Marakwet,Elegeyo-Marakwet
"(-0.534,37.463) → (-0.565,37.388)",9.0208337797601,2467.0900593810425,"(-0.534,37.463)","(-0.565,37.388)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.576,37.378)",9.9592511984488,2463.670686267494,"(-0.549,37.463)","(-0.576,37.378)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.585,37.367)",11.385868486974001,2462.0472454402106,"(-0.549,37.463)","(-0.585,37.367)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.593,37.405)",8.1437433543543,2466.968509912764,"(-0.549,37.463)","(-0.593,37.405)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.52,37.343)",13.826515081594,2464.5535061694145,"(-0.549,37.463)","(-0.52,37.343)",Mbeere District,Meru South District,Embu,Kirinyaga
"(-0.549,37.65) → (-0.549,37.463)",20.766685324271,2389.8700665885235,"(-0.549,37.65)","(-0.549,37.463)",Mbeere District,Mbeere District,Embu,Embu
"(-0.567,37.617) → (-0.549,37.463)",17.213269192501,2388.1467999603906,"(-0.567,37.617)","(-0.549,37.463)",Mbeere District,Mbeere District,Embu,Embu
"(-0.63,37.606) → (-0.549,37.463)",18.232695549927,2387.439753154144,"(-0.63,37.606)","(-0.549,37.463)",Mbeere District,Mbeere District,Embu,Embu
"(-0.633,37.596)",1.6237947699808e-06,43503.10355586922,"(-0.633,37.596)","(-0.633,37.596)",Mbeere District,Mbeere District,Embu,Embu
"(-0.636,37.602) → (-0.635,37.602)",0.16743720696603,43547.877563316884,"(-0.636,37.602)","(-0.635,37.602)",Mbeere District,Mbeere District,Embu,Embu
"(-0.637,37.582) → (-0.636,37.582)",0.067519000288071,43471.73471802898,"(-0.637,37.582)","(-0.636,37.582)",Mbeere District,Mbeere District,Embu,Embu
"(-0.638,37.599)",0.092775139368684,43536.12336238534,"(-0.638,37.599)","(-0.638,37.599)",Mbeere District,Mbeere District,Embu,Embu
"(-0.639,37.59) → (-0.637,37.59)",0.13572718493738,43458.2203800239,"(-0.639,37.59)","(-0.637,37.59)",Mbeere District,Mbeere District,Embu,Embu
"(-0.639,37.591)",0.014584705608788998,43487.5204469944,"(-0.639,37.591)","(-0.639,37.591)",Mbeere District,Mbeere District,Embu,Embu
"(-0.639,37.599) → (-0.637,37.599)",0.18828180701739003,43521.62950057999,"(-0.639,37.599)","(-0.637,37.599)",Mbeere District,Mbeere District,Embu,Embu
"(-0.645,37.58)",1.8495887238908e-06,43458.86425663403,"(-0.645,37.58)","(-0.645,37.58)",Mbeere District,Mbeere District,Embu,Embu
"(-0.655,37.579) → (-0.655,37.58)",0.078303729390828,43545.732031035914,"(-0.655,37.579)","(-0.655,37.58)",Mbeere District,Mbeere District,Embu,Embu
"(-0.508,37.485) → (-0.51,37.484)",0.261180849345325,421609.6242710474,"(-0.508,37.485)","(-0.51,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.509,37.483)",0.050073689280335995,211028.7456029099,"(-0.509,37.483)","(-0.509,37.483)",Meru South District,Meru South District,Embu,Embu
"(-0.509,37.484) → (-0.51,37.483)",0.15989761510932,210716.64030275508,"(-0.509,37.484)","(-0.51,37.483)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.483) → (-0.512,37.483)",0.24099654717792002,210654.25446971017,"(-0.51,37.483)","(-0.512,37.483)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.485)",0.0090601243583414,210793.15705079606,"(-0.51,37.485)","(-0.51,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.511,37.482)",0.05652496660556099,211075.32084056636,"(-0.511,37.482)","(-0.511,37.482)",Meru South District,Meru South District,Embu,Embu
"(-0.511,37.484) → (-0.514,37.483)",0.2456938139108,211085.72068673858,"(-0.511,37.484)","(-0.514,37.483)",Meru South District,Meru South District,Embu,Embu
"(-0.513,37.483) → (-0.514,37.483)",0.20847822387228998,210868.69165664676,"(-0.513,37.483)","(-0.514,37.483)",Meru South District,Meru South District,Embu,Embu
"(-0.523,37.463) → (-0.545,37.354)",12.457634373199001,2465.603044668051,"(-0.523,37.463)","(-0.545,37.354)",Meru South District,Mbeere District,Embu,Kirinyaga
"(-0.37,39.815) → (-0.372,39.814)",0.23208956867785,218550.98299181717,"(-0.37,39.815)","(-0.372,39.814)",Ijara District,Ijara District,Garissa,Garissa
"(-0.371,39.819)",0.042092780529436005,218502.75819731085,"(-0.371,39.819)","(-0.371,39.819)",Ijara District,Ijara District,Garissa,Garissa
"(-0.375,39.803) → (-0.376,39.803)",0.04442130132904701,218430.015184456,"(-0.375,39.803)","(-0.376,39.803)",Ijara District,Ijara District,Garissa,Garissa
"(-0.378,39.813) → (-0.379,39.813)",0.059428268398899,218111.77215622299,"(-0.378,39.813)","(-0.379,39.813)",Ijara District,Ijara District,Garissa,Garissa
"(-0.39,39.828)",0.053402319053452996,218179.59905263133,"(-0.39,39.828)","(-0.39,39.828)",Ijara District,Ijara District,Garissa,Garissa
"(-0.392,39.827) → (-0.394,39.827)",0.15050328359408,218258.8257970612,"(-0.392,39.827)","(-0.394,39.827)",Ijara District,Ijara District,Garissa,Garissa
"(-0.394,39.816) → (-0.395,39.816)",0.11083078414077001,218115.0036983169,"(-0.394,39.816)","(-0.395,39.816)",Ijara District,Ijara District,Garissa,Garissa
"(-0.395,39.838) → (-0.396,39.838)",0.055573638746838,218337.03561473588,"(-0.395,39.838)","(-0.396,39.838)",Ijara District,Ijara District,Garissa,Garissa
"(-0.402,39.837) → (-0.403,39.837)",0.09344043636679901,218561.75116971144,"(-0.402,39.837)","(-0.403,39.837)",Ijara District,Ijara District,Garissa,Garissa
"(-0.456,39.661) → (-0.461,39.617)",4.9263408243093,5634.533856156546,"(-0.456,39.661)","(-0.461,39.617)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.456,39.661) → (-0.467,39.622)",4.4544539332636,5644.124924194354,"(-0.456,39.661)","(-0.467,39.622)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.622) → (-0.458,39.661)",4.2912300050006005,7916.444595574483,"(-0.461,39.622)","(-0.458,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.461,39.617)",4.8863450114534,5638.599688357297,"(-0.461,39.661)","(-0.461,39.617)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.466,39.622)",4.377217510698101,5641.000905225389,"(-0.461,39.661)","(-0.466,39.622)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.467,39.623)",4.2723034869306,5632.865667598058,"(-0.461,39.661)","(-0.467,39.623)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.468,39.623)",4.2460658443159,5632.782212346446,"(-0.461,39.661)","(-0.468,39.623)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.469,39.624)",4.1250259261079005,5636.579903430175,"(-0.461,39.661)","(-0.469,39.624)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.465,39.62) → (-0.457,39.661)",4.5788118553635995,7922.453350064972,"(-0.465,39.62)","(-0.457,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.466,39.621) → (-0.461,39.661)",4.4454028471945,7924.592311951227,"(-0.466,39.621)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.467,39.622) → (-0.461,39.661)",4.3496345281253,7919.815840448891,"(-0.467,39.622)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.469,39.624) → (-0.457,39.661)",4.249293083837,7908.277013360573,"(-0.469,39.624)","(-0.457,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.469,39.625) → (-0.461,39.661)",4.0885715347381,7913.608871041041,"(-0.469,39.625)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.471,39.626) → (-0.461,39.661)",3.9962498553929002,15819.130457191895,"(-0.471,39.626)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.456,34.727) → (-0.455,34.727)",0.11315210617530999,71339.45021355676,"(-0.456,34.727)","(-0.455,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.458,34.729)",0.043013620031375994,71233.94126756853,"(-0.458,34.729)","(-0.458,34.729)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.726) → (-0.46,34.727)",0.14488474899726,71211.7963137044,"(-0.459,34.726)","(-0.46,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.73) → (-0.459,34.729)",0.024683336238290002,71259.8081831007,"(-0.459,34.73)","(-0.459,34.729)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.461,34.727)",0.075464496605498,71358.71095997591,"(-0.461,34.727)","(-0.461,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.732)",0.08045053046032301,71212.85138705095,"(-0.462,34.732)","(-0.462,34.732)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.464,34.729) → (-0.463,34.729)",0.13425421522355,71315.70018592893,"(-0.464,34.729)","(-0.463,34.729)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.464,34.735) → (-0.463,34.733)",0.14368031796896,71285.3430799608,"(-0.464,34.735)","(-0.463,34.733)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.465,34.732) → (-0.464,34.731)",0.18586825159853002,71355.1952336889,"(-0.465,34.732)","(-0.464,34.731)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.494,34.442) → (-0.544,34.481)",6.9640564357115995,4925.552774918305,"(-0.494,34.442)","(-0.544,34.481)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.498,34.454) → (-0.549,34.475)",6.156139643136701,4931.206089336102,"(-0.498,34.454)","(-0.549,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.549,34.475)",4.8862960265152005,29581.508326646457,"(-0.505,34.475)","(-0.549,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.555,34.475)",5.5236343000025,4924.021536620734,"(-0.505,34.475)","(-0.555,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.542,34.223) → (-0.541,34.224)",0.15698832740803,63171.738614146576,"(-0.542,34.223)","(-0.541,34.224)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.542,34.483) → (-0.505,34.475)",4.1153596662335,4179.256899930683,"(-0.542,34.483)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.543,34.224) → (-0.542,34.223)",0.22402477020569,63122.229249671705,"(-0.543,34.224)","(-0.542,34.223)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.545,34.215)",0.0,63206.72348882551,"(-0.545,34.215)","(-0.545,34.215)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.547,34.233) → (-0.547,34.232)",0.11077210265493,63209.837733535496,"(-0.547,34.233)","(-0.547,34.232)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.548,34.217) → (-0.549,34.217)",0.07013867433380801,63144.848165643634,"(-0.548,34.217)","(-0.549,34.217)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.548,34.227) → (-0.548,34.225)",0.14709652940093,63099.31623020344,"(-0.548,34.227)","(-0.548,34.225)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.475) → (-0.505,34.475)",4.886296026515201,29276.025876617066,"(-0.549,34.475)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.551,34.227) → (-0.55,34.227)",0.17063794818657999,63079.70013958834,"(-0.551,34.227)","(-0.55,34.227)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.552,34.221) → (-0.552,34.22)",0.05143449180962,63080.63472786964,"(-0.552,34.221)","(-0.552,34.22)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.556,34.221)",0.03464524713878799,63192.77648565976,"(-0.556,34.221)","(-0.556,34.221)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.602,34.476) → (-0.6,34.476)",0.2095448466073,78114.04442351215,"(-0.602,34.476)","(-0.6,34.476)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.604,34.471) → (-0.604,34.472)",0.093851651206509,78137.17811120403,"(-0.604,34.471)","(-0.604,34.472)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.605,34.477) → (-0.606,34.478)",0.083730672876175,78270.18272359588,"(-0.605,34.477)","(-0.606,34.478)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.608,34.471) → (-0.609,34.472)",0.21184449061912,78165.55177339596,"(-0.608,34.471)","(-0.609,34.472)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.609,34.472) → (-0.609,34.473)",0.12731807057465,78274.0391567258,"(-0.609,34.472)","(-0.609,34.473)",Suba District,Suba District,Homa Bay,Homa Bay
