,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(-0.745,35.28)",0.051793764717605,128753.2335161796,"(-0.745,35.28)","(-0.745,35.28)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.747,35.279) → (-0.747,35.28)",0.048138122193237,128856.53835545776,"(-0.747,35.279)","(-0.747,35.28)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.748,35.275) → (-0.747,35.276)",0.15263661160675002,128770.52033778981,"(-0.748,35.275)","(-0.747,35.276)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.751,35.273) → (-0.75,35.275)",0.21484219202636998,128706.16999885334,"(-0.751,35.273)","(-0.75,35.275)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.75,35.277) → (-0.75,35.278)",0.097397031333999,128665.68310771433,"(-0.75,35.277)","(-0.75,35.278)",Trans Mara District,Trans Mara District,Bomet,Bomet
"(-0.752,35.272) → (-0.752,35.273)",0.10689987334647,128665.47011526163,"(-0.752,35.272)","(-0.752,35.273)",Trans Mara District,Trans Mara District,Bomet,Bomet
"(-0.752,35.275)",0.06374462183977299,128716.55117189678,"(-0.752,35.275)","(-0.752,35.275)",Trans Mara District,Trans Mara District,Bomet,Bomet
"(0.624,34.633)",0.059644167130795,287079.3538104913,"(0.624,34.633)","(0.624,34.633)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.624,34.635) → (0.623,34.635)",0.05028557556586401,286845.6310283949,"(0.624,34.635)","(0.623,34.635)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.627,34.635) → (0.626,34.635)",0.12877247706401,286935.8919865357,"(0.627,34.635)","(0.626,34.635)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.628,34.637) → (0.627,34.637)",0.073756618606244,287040.81479112356,"(0.628,34.637)","(0.627,34.637)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.633) → (0.628,34.632)",0.11384353694084,287335.7510656015,"(0.629,34.633)","(0.628,34.632)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.634)",0.06860701379201199,286959.0356411648,"(0.629,34.634)","(0.629,34.634)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.635) → (0.628,34.635)",0.084645766859867,287271.121280743,"(0.629,34.635)","(0.628,34.635)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.63,34.639) → (0.629,34.639)",0.11914211519699,286845.1561857405,"(0.63,34.639)","(0.629,34.639)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.631,34.639) → (0.631,34.638)",0.03091173071976,287097.77685444563,"(0.631,34.639)","(0.631,34.638)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.84,34.646) → (0.84,34.644)",0.15761218952310999,12301.050229739772,"(0.84,34.646)","(0.84,34.644)",Lugari District,Lugari District,Bungoma,Bungoma
"(0.825,34.604)",0.0,12311.863218106895,"(0.825,34.604)","(0.825,34.604)",Teso District,Teso District,Bungoma,Bungoma
"(0.83,34.6)",0.0,12309.420464491988,"(0.83,34.6)","(0.83,34.6)",Teso District,Teso District,Bungoma,Bungoma
"(0.834,34.612)",0.0,12311.073166718435,"(0.834,34.612)","(0.834,34.612)",Teso District,Teso District,Bungoma,Bungoma
"(0.834,34.613) → (0.834,34.615)",0.15268705583841,12319.296897634396,"(0.834,34.613)","(0.834,34.615)",Teso District,Teso District,Bungoma,Bungoma
"(0.834,34.618)",0.0,12304.920968770708,"(0.834,34.618)","(0.834,34.618)",Teso District,Teso District,Bungoma,Bungoma
"(0.835,34.602)",0.0,12301.029866649973,"(0.835,34.602)","(0.835,34.602)",Teso District,Teso District,Bungoma,Bungoma
"(0.836,34.605) → (0.837,34.605)",0.14094185107815,12305.913458205083,"(0.836,34.605)","(0.837,34.605)",Teso District,Teso District,Bungoma,Bungoma
"(0.837,34.607) → (0.838,34.609)",0.26846057989957,12322.068472808929,"(0.837,34.607)","(0.838,34.609)",Teso District,Teso District,Bungoma,Bungoma
"(0.392,34.146) → (0.392,34.145)",0.096510343329473,137744.62168764364,"(0.392,34.146)","(0.392,34.145)",Teso District,Teso District,Busia,Busia
"(0.394,34.144) → (0.395,34.144)",0.020219417644123,137661.50417024217,"(0.394,34.144)","(0.395,34.144)",Teso District,Teso District,Busia,Busia
"(0.397,34.142) → (0.398,34.141)",0.07379825097692999,137583.88143605366,"(0.397,34.142)","(0.398,34.141)",Teso District,Teso District,Busia,Busia
"(0.401,34.147) → (0.4,34.147)",0.1212220796454,137652.67044129473,"(0.401,34.147)","(0.4,34.147)",Teso District,Teso District,Busia,Busia
"(0.401,34.147)",0.033599329693931,137540.60189762726,"(0.401,34.147)","(0.401,34.147)",Teso District,Teso District,Busia,Busia
"(0.401,34.147) → (0.402,34.147)",0.036203421699094004,137540.3742136836,"(0.401,34.147)","(0.402,34.147)",Teso District,Teso District,Busia,Busia
"(0.401,34.148) → (0.401,34.149)",0.043121259465683,137594.97866691052,"(0.401,34.148)","(0.401,34.149)",Teso District,Teso District,Busia,Busia
"(0.403,34.148) → (0.403,34.147)",0.13395649842831,137634.19123385,"(0.403,34.148)","(0.403,34.147)",Teso District,Teso District,Busia,Busia
"(0.404,34.148)",0.027939507976369002,137775.61124630654,"(0.404,34.148)","(0.404,34.148)",Teso District,Teso District,Busia,Busia
"(0.461,34.167) → (0.461,34.124)",4.8863450114527,3304.9860850250834,"(0.461,34.167)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.461,34.167) → (0.461,34.141)",2.9318070068746,3302.2953636885295,"(0.461,34.167)","(0.461,34.141)",Teso District,Teso District,Busia,Busia
"(0.47,34.159) → (0.461,34.124)",4.0744954277254,3303.600928377203,"(0.47,34.159)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.471,34.167) → (0.461,34.142)",2.9820649222814,3307.937845049377,"(0.471,34.167)","(0.461,34.142)",Teso District,Teso District,Busia,Busia
"(0.475,34.154) → (0.461,34.124)",3.701911749958,3304.5424065750303,"(0.475,34.154)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.477,34.152) → (0.461,34.124)",3.5813552345807005,3302.289897087241,"(0.477,34.152)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.479,34.15) → (0.461,34.124)",3.5235869115407996,3307.1937980226567,"(0.479,34.15)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.597,34.268) → (0.597,34.267)",0.13636012776203,35086.88823919062,"(0.597,34.268)","(0.597,34.267)",Teso District,Teso District,Busia,Busia
"(0.6,34.271)",0.073293532266457,35086.830156551936,"(0.6,34.271)","(0.6,34.271)",Teso District,Teso District,Busia,Busia
"(0.601,34.269)",0.0,35110.7630698597,"(0.601,34.269)","(0.601,34.269)",Teso District,Teso District,Busia,Busia
"(0.603,34.274) → (0.603,34.273)",0.046758209793610006,35138.93410399073,"(0.603,34.274)","(0.603,34.273)",Teso District,Teso District,Busia,Busia
"(0.604,34.278)",0.016451957945895,35100.759864007785,"(0.604,34.278)","(0.604,34.278)",Teso District,Teso District,Busia,Busia
"(0.605,34.28) → (0.606,34.279)",0.14265229659459,35115.47715339151,"(0.605,34.28)","(0.606,34.279)",Teso District,Teso District,Busia,Busia
"(0.608,34.275)",0.07595028597727299,35097.9289377688,"(0.608,34.275)","(0.608,34.275)",Teso District,Teso District,Busia,Busia
"(0.608,34.281)",0.072567750076068,35117.73065567403,"(0.608,34.281)","(0.608,34.281)",Teso District,Teso District,Busia,Busia
"(0.612,34.281)",0.0,35146.83960364963,"(0.612,34.281)","(0.612,34.281)",Teso District,Teso District,Busia,Busia
"(0.585,35.508)",2.9166698032422995e-06,42711.21060498227,"(0.585,35.508)","(0.585,35.508)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.022,35.536)",0.0,13548.623866957623,"(1.022,35.536)","(1.022,35.536)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.032,35.527) → (1.032,35.529)",0.12857132688665,13544.763806346533,"(1.032,35.527)","(1.032,35.529)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.036,35.531)",0.0,13562.545164702444,"(1.036,35.531)","(1.036,35.531)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.036,35.541)",0.0,13550.44294860284,"(1.036,35.541)","(1.036,35.541)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.038,35.532)",0.0,13539.41099112297,"(1.038,35.532)","(1.038,35.532)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.043,35.543)",0.0,13543.671401868429,"(1.043,35.543)","(1.043,35.543)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.044,35.541)",0.0,13551.312535365976,"(1.044,35.541)","(1.044,35.541)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.567,35.512)",0.09618629533810501,42682.16757567425,"(0.567,35.512)","(0.567,35.512)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.57,35.51) → (0.57,35.511)",0.040382329015969,42699.04199927535,"(0.57,35.51)","(0.57,35.511)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.576,35.508)",0.043015621508983,42682.09691985259,"(0.576,35.508)","(0.576,35.508)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.576,35.509) → (0.577,35.511)",0.18997961096942,42719.68646819641,"(0.576,35.509)","(0.577,35.511)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.576,35.51) → (0.577,35.51)",0.13982107810229003,42695.59826076816,"(0.576,35.51)","(0.577,35.51)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.576,35.515) → (0.576,35.516)",0.12176486107208001,42755.0966472632,"(0.576,35.515)","(0.576,35.516)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.577,35.509) → (0.577,35.511)",0.22572540427152,42745.479839442836,"(0.577,35.509)","(0.577,35.511)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.578,35.507) → (0.579,35.507)",0.10525175248046001,42716.945148949206,"(0.578,35.507)","(0.579,35.507)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.052,35.546)",0.0,13559.494571892892,"(1.052,35.546)","(1.052,35.546)",West Potok,West Potok,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.052,35.558)",0.0,13539.388578057687,"(1.052,35.558)","(1.052,35.558)",West Potok,West Potok,Elegeyo-Marakwet,Elegeyo-Marakwet
"(-0.549,37.463) → (-0.589,37.406)",7.7258376050589,2642.6675906084743,"(-0.549,37.463)","(-0.589,37.406)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.634,37.611) → (-0.634,37.61)",0.051253888701412995,43912.87489303048,"(-0.634,37.611)","(-0.634,37.61)",Mbeere District,Mbeere District,Embu,Embu
"(-0.635,37.598)",0.064504571525659,43867.80044728353,"(-0.635,37.598)","(-0.635,37.598)",Mbeere District,Mbeere District,Embu,Embu
"(-0.635,37.599)",0.059589326440634,43873.69027870798,"(-0.635,37.599)","(-0.635,37.599)",Mbeere District,Mbeere District,Embu,Embu
"(-0.636,37.595)",0.047689838656315,43855.302324207376,"(-0.636,37.595)","(-0.636,37.595)",Mbeere District,Mbeere District,Embu,Embu
"(-0.638,37.589)",0.028743809676687,43837.97095296523,"(-0.638,37.589)","(-0.638,37.589)",Mbeere District,Mbeere District,Embu,Embu
"(-0.64,37.596)",0.0,43876.50583097155,"(-0.64,37.596)","(-0.64,37.596)",Mbeere District,Mbeere District,Embu,Embu
"(-0.643,37.593) → (-0.643,37.592)",0.12121248401944,43837.898383833126,"(-0.643,37.593)","(-0.643,37.592)",Mbeere District,Mbeere District,Embu,Embu
"(-0.643,37.596) → (-0.643,37.595)",0.16192447257898998,43851.765331659364,"(-0.643,37.596)","(-0.643,37.595)",Mbeere District,Mbeere District,Embu,Embu
"(-0.644,37.583) → (-0.643,37.582)",0.1212294966196,43902.997668750766,"(-0.644,37.583)","(-0.643,37.582)",Mbeere District,Mbeere District,Embu,Embu
"(-0.506,37.485) → (-0.508,37.485)",0.16484540222535998,203558.89287118346,"(-0.506,37.485)","(-0.508,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.507,37.485) → (-0.508,37.485)",0.17349256915876998,203379.77903686045,"(-0.507,37.485)","(-0.508,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.507,37.486) → (-0.508,37.486)",0.1019702944940475,406925.94622264965,"(-0.507,37.486)","(-0.508,37.486)",Meru South District,Meru South District,Embu,Embu
"(-0.508,37.484) → (-0.51,37.484)",0.16808438143415336,610586.4330079006,"(-0.508,37.484)","(-0.51,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.509,37.484) → (-0.511,37.484)",0.23054340048376,203518.50546493966,"(-0.509,37.484)","(-0.511,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.509,37.485) → (-0.511,37.485)",0.18140204324518,203727.6220319785,"(-0.509,37.485)","(-0.511,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.368,39.804) → (-0.369,39.804)",0.054292120156929996,217385.4597425249,"(-0.368,39.804)","(-0.369,39.804)",Ijara District,Ijara District,Garissa,Garissa
"(-0.376,39.827)",0.085862542977521,217530.67206494027,"(-0.376,39.827)","(-0.376,39.827)",Ijara District,Ijara District,Garissa,Garissa
"(-0.378,39.826)",0.06391990015649598,217208.47754661305,"(-0.378,39.826)","(-0.378,39.826)",Ijara District,Ijara District,Garissa,Garissa
"(-0.379,39.827) → (-0.38,39.827)",0.093834677383503,217294.35106401055,"(-0.379,39.827)","(-0.38,39.827)",Ijara District,Ijara District,Garissa,Garissa
"(-0.381,39.812) → (-0.382,39.812)",0.060944315041488,217208.11798091332,"(-0.381,39.812)","(-0.382,39.812)",Ijara District,Ijara District,Garissa,Garissa
"(-0.386,39.826) → (-0.387,39.826)",0.060888972470546004,217399.41024724324,"(-0.386,39.826)","(-0.387,39.826)",Ijara District,Ijara District,Garissa,Garissa
"(-0.389,39.835) → (-0.389,39.836)",0.05711191575127401,217356.27679247264,"(-0.389,39.835)","(-0.389,39.836)",Ijara District,Ijara District,Garissa,Garissa
"(-0.391,39.817)",0.059504438824849994,217276.82596534048,"(-0.391,39.817)","(-0.391,39.817)",Ijara District,Ijara District,Garissa,Garissa
"(-0.409,39.83)",0.04241542225270999,217579.61175812277,"(-0.409,39.83)","(-0.409,39.83)",Ijara District,Ijara District,Garissa,Garissa
"(-0.646,39.74) → (-0.646,39.696)",4.8861929259519,4090.1827469549753,"(-0.646,39.74)","(-0.646,39.696)",Ijara District,Ijara District,Garissa,Tana River
"(-0.453,39.661) → (-0.453,39.617)",4.8863506200155005,4086.5837476454612,"(-0.453,39.661)","(-0.453,39.617)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.454,39.661) → (-0.467,39.622)",4.506828038141499,4093.573083248604,"(-0.454,39.661)","(-0.467,39.622)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.617) → (-0.461,39.661)",4.8863450114534,26942.825033735575,"(-0.461,39.617)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.62) → (-0.461,39.661)",4.4954374105453,13467.818296477215,"(-0.461,39.62)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.461,39.617)",4.8863450114534,8182.023553189638,"(-0.461,39.661)","(-0.461,39.617)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.465,39.625)",3.9285713179307002,4088.206148866789,"(-0.461,39.661)","(-0.465,39.625)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.471,39.626)",3.95256635084275,8176.510792783096,"(-0.461,39.661)","(-0.471,39.626)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.475,39.63)",3.7019117499582004,4087.8764292224832,"(-0.461,39.661)","(-0.475,39.63)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.464,39.62) → (-0.461,39.661)",4.558202273034599,13456.853607030758,"(-0.464,39.62)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.464,39.622) → (-0.458,39.661)",4.2918361095501,13456.831330630508,"(-0.464,39.622)","(-0.458,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.465,39.62) → (-0.461,39.661)",4.5428978545389,13462.173783137103,"(-0.465,39.62)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.465,39.621) → (-0.457,39.661)",4.530103341777401,13468.68258088204,"(-0.465,39.621)","(-0.457,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.453,34.728) → (-0.454,34.727)",0.10897709246375,75441.14844383621,"(-0.453,34.728)","(-0.454,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.73) → (-0.458,34.73)",0.16501666110619,75374.76690101628,"(-0.459,34.73)","(-0.458,34.73)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.46,34.729) → (-0.461,34.727)",0.15587186475681,75404.69119020966,"(-0.46,34.729)","(-0.461,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.461,34.729)",0.07374324705921902,75436.30739069753,"(-0.461,34.729)","(-0.461,34.729)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.461,34.733) → (-0.461,34.732)",0.084443988040713,75426.18043007507,"(-0.461,34.733)","(-0.461,34.732)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.73) → (-0.463,34.731)",0.09407677723402802,75486.69843986713,"(-0.462,34.73)","(-0.463,34.731)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.732) → (-0.46,34.731)",0.13578344540008,75374.89167619069,"(-0.462,34.732)","(-0.46,34.731)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.463,34.728) → (-0.463,34.727)",0.12286748939911998,75503.68131325202,"(-0.463,34.728)","(-0.463,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.464,34.735) → (-0.464,34.734)",0.12521738159954,75398.60969454802,"(-0.464,34.735)","(-0.464,34.734)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.549,34.475)",4.886296026515201,26600.873936119722,"(-0.505,34.475)","(-0.549,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.569,34.485)",7.1409965423411,3800.7339977788456,"(-0.505,34.475)","(-0.569,34.485)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.542,34.231) → (-0.542,34.232)",0.061904237122433,65190.85052711977,"(-0.542,34.231)","(-0.542,34.232)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.543,34.222) → (-0.542,34.221)",0.13633473179811,65137.66822004584,"(-0.543,34.222)","(-0.542,34.221)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.544,34.243) → (-0.543,34.243)",0.084979898663416,65249.07399359896,"(-0.544,34.243)","(-0.543,34.243)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.545,34.218) → (-0.546,34.218)",0.080734827794343,65234.397665996905,"(-0.545,34.218)","(-0.546,34.218)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.545,34.227) → (-0.546,34.228)",0.13671855695328,65163.52831224034,"(-0.545,34.227)","(-0.546,34.228)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.546,34.209) → (-0.547,34.208)",0.093385400256815,65158.27278094019,"(-0.546,34.209)","(-0.547,34.208)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.222)",0.053567862257177,65182.09896969248,"(-0.549,34.222)","(-0.549,34.222)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.464) → (-0.505,34.475)",5.0498230951408,5242.385211625995,"(-0.549,34.464)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.466) → (-0.505,34.475)",4.9972223139767005,5251.351329015885,"(-0.549,34.466)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.468) → (-0.505,34.475)",4.9468305724808,5250.170154360967,"(-0.549,34.468)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.47) → (-0.505,34.475)",4.9213516140246,5246.6654099773195,"(-0.549,34.47)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.475) → (-0.505,34.475)",4.8862960265152005,26223.867043936018,"(-0.549,34.475)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.555,34.212)",0.0,65137.77604875625,"(-0.555,34.212)","(-0.555,34.212)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.556,34.22)",0.034902566171382994,65195.034087827786,"(-0.556,34.22)","(-0.556,34.22)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.602,34.478) → (-0.602,34.479)",0.15809926251710998,78165.15232846627,"(-0.602,34.478)","(-0.602,34.479)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.604,34.473) → (-0.605,34.474)",0.10169026628257001,78140.43468982684,"(-0.604,34.473)","(-0.605,34.474)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.607,34.472) → (-0.607,34.474)",0.14242371882085997,78140.56404327984,"(-0.607,34.472)","(-0.607,34.474)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.608,34.473) → (-0.608,34.474)",0.073714644991056,78209.25191904817,"(-0.608,34.473)","(-0.608,34.474)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.61,34.474) → (-0.609,34.476)",0.18257440478279002,78274.07925848088,"(-0.61,34.474)","(-0.609,34.476)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.61,34.474) → (-0.61,34.475)",0.09580836709447,78204.23323690605,"(-0.61,34.474)","(-0.61,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.612,34.468) → (-0.612,34.469)",0.070880414328457,78171.45696772558,"(-0.612,34.468)","(-0.612,34.469)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.613,34.475) → (-0.613,34.476)",0.024012791350383,78256.47324571112,"(-0.613,34.475)","(-0.613,34.476)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.613,34.475) → (-0.613,34.477)",0.17286945310751003,78193.73469558166,"(-0.613,34.475)","(-0.613,34.477)",Suba District,Suba District,Homa Bay,Homa Bay
"(0.241,37.895)",0.07192625616637101,152287.00611389938,"(0.241,37.895)","(0.241,37.895)",Meru North District,Meru North District,Isiolo,Isiolo
"(-1.34,36.672) → (-1.282,36.672)",6.5136411943968,2560.2907194923328,"(-1.34,36.672)","(-1.282,36.672)",Nairobi District,Nairobi District,Kajiado,Kiambu
"(-1.34,36.672) → (-1.296,36.672)",4.8852097046465,2559.2789068586103,"(-1.34,36.672)","(-1.296,36.672)",Nairobi District,Nairobi District,Kajiado,Kiambu
"(-1.364,36.672) → (-1.284,36.684)",8.9815190720597,2561.0203650956487,"(-1.364,36.672)","(-1.284,36.684)",Nairobi District,Nairobi District,Kajiado,Kiambu
"(-1.382,36.709) → (-1.348,36.765)",7.351273420817501,151800.4626589325,"(-1.382,36.709)","(-1.348,36.765)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
"(-1.383,36.708) → (-1.351,36.764)",7.1538599681698,151873.8563414797,"(-1.383,36.708)","(-1.351,36.764)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
"(-1.385,36.705) → (-1.323,36.783)",11.001522164348,151999.7439800189,"(-1.385,36.705)","(-1.323,36.783)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
"(-1.387,36.708) → (-1.32,36.787)",11.548891173592,151864.1106069026,"(-1.387,36.708)","(-1.32,36.787)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
