,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(-0.549,37.463) → (-0.574,37.411)",6.420483077451,4353.811879619053,"(-0.549,37.463)","(-0.574,37.411)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.576,37.384)",9.2710308470187,4354.388580965745,"(-0.549,37.463)","(-0.576,37.384)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.584,37.408)",7.320323354404,4361.566489803313,"(-0.549,37.463)","(-0.584,37.408)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.589,37.639) → (-0.549,37.463)",20.043456241031002,2930.0558675657353,"(-0.589,37.639)","(-0.549,37.463)",Mbeere District,Mbeere District,Embu,Embu
"(-0.611,37.564) → (-0.523,37.529)",10.525342282653,2939.6843745991214,"(-0.611,37.564)","(-0.523,37.529)",Mbeere District,Mbeere District,Embu,Embu
"(-0.63,37.6) → (-0.63,37.601)",0.18949396123463,42707.08133098168,"(-0.63,37.6)","(-0.63,37.601)",Mbeere District,Mbeere District,Embu,Embu
"(-0.633,37.593) → (-0.634,37.592)",0.13086910942061,42660.880206968985,"(-0.633,37.593)","(-0.634,37.592)",Mbeere District,Mbeere District,Embu,Embu
"(-0.633,37.594) → (-0.633,37.595)",0.13249559477862,42584.24059171094,"(-0.633,37.594)","(-0.633,37.595)",Mbeere District,Mbeere District,Embu,Embu
"(-0.634,37.59)",0.04213542262066201,42563.59752967118,"(-0.634,37.59)","(-0.634,37.59)",Mbeere District,Mbeere District,Embu,Embu
"(-0.636,37.591) → (-0.635,37.589)",0.16192709748436,42562.83872775555,"(-0.636,37.591)","(-0.635,37.589)",Mbeere District,Mbeere District,Embu,Embu
"(-0.637,37.594) → (-0.636,37.593)",0.11888955001697,42637.36961060061,"(-0.637,37.594)","(-0.636,37.593)",Mbeere District,Mbeere District,Embu,Embu
"(-0.639,37.597)",0.015269375012773001,42649.05453093316,"(-0.639,37.597)","(-0.639,37.597)",Mbeere District,Mbeere District,Embu,Embu
"(-0.641,37.592) → (-0.64,37.592)",0.11009535489665,42561.56286057504,"(-0.641,37.592)","(-0.64,37.592)",Mbeere District,Mbeere District,Embu,Embu
"(-0.642,37.592)",0.054881167425404005,42567.200520468876,"(-0.642,37.592)","(-0.642,37.592)",Mbeere District,Mbeere District,Embu,Embu
"(-0.509,37.484) → (-0.507,37.485)",0.260153583381745,429122.58215638145,"(-0.509,37.484)","(-0.507,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.509,37.485) → (-0.506,37.485)",0.37537178111137004,214323.5833544724,"(-0.509,37.485)","(-0.506,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.483) → (-0.507,37.484)",0.36477163530405,214313.3380369491,"(-0.51,37.483)","(-0.507,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.484) → (-0.508,37.486)",0.27559781106579,214319.7625039087,"(-0.51,37.484)","(-0.508,37.486)",Meru South District,Meru South District,Embu,Embu
"(-0.511,37.483) → (-0.508,37.483)",0.28302315686101,214813.43790641075,"(-0.511,37.483)","(-0.508,37.483)",Meru South District,Meru South District,Embu,Embu
"(-0.511,37.483) → (-0.508,37.484)",0.35419486013407,214753.89121837952,"(-0.511,37.483)","(-0.508,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.512,37.483) → (-0.509,37.483)",0.37541311333484,214341.72575651013,"(-0.512,37.483)","(-0.509,37.483)",Meru South District,Meru South District,Embu,Embu
"(-0.514,37.483) → (-0.51,37.484)",0.36056337466773,215046.0777918552,"(-0.514,37.483)","(-0.51,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.359,39.802) → (-0.358,39.802)",0.12233792438713001,227475.21532320848,"(-0.359,39.802)","(-0.358,39.802)",Ijara District,Ijara District,Garissa,Garissa
"(-0.365,39.824) → (-0.364,39.824)",0.07694260038567799,227038.6345159616,"(-0.365,39.824)","(-0.364,39.824)",Ijara District,Ijara District,Garissa,Garissa
"(-0.368,39.811) → (-0.367,39.811)",0.06680102137999899,227412.8920244176,"(-0.368,39.811)","(-0.367,39.811)",Ijara District,Ijara District,Garissa,Garissa
"(-0.369,39.823) → (-0.368,39.823)",0.14250285560391,227784.7100817847,"(-0.369,39.823)","(-0.368,39.823)",Ijara District,Ijara District,Garissa,Garissa
"(-0.37,39.806) → (-0.369,39.806)",0.13171628985342,227019.41741685994,"(-0.37,39.806)","(-0.369,39.806)",Ijara District,Ijara District,Garissa,Garissa
"(-0.37,39.829) → (-0.369,39.829)",0.15594645671231,227538.28936393876,"(-0.37,39.829)","(-0.369,39.829)",Ijara District,Ijara District,Garissa,Garissa
"(-0.374,39.809) → (-0.372,39.81)",0.19558440561222,227129.52032615236,"(-0.374,39.809)","(-0.372,39.81)",Ijara District,Ijara District,Garissa,Garissa
"(-0.377,39.827) → (-0.377,39.828)",0.047206396896752996,227015.37023149926,"(-0.377,39.827)","(-0.377,39.828)",Ijara District,Ijara District,Garissa,Garissa
"(-0.38,39.802) → (-0.379,39.802)",0.16635700673290998,227008.56519995042,"(-0.38,39.802)","(-0.379,39.802)",Ijara District,Ijara District,Garissa,Garissa
"(-0.456,39.617) → (-0.456,39.661)",4.8863489237591,5667.512982600105,"(-0.456,39.617)","(-0.456,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.458,39.661) → (-0.465,39.621)",4.5080759601182,16895.277099005776,"(-0.458,39.661)","(-0.465,39.621)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.458,39.661) → (-0.466,39.621)",4.4903614958822,16925.68382972479,"(-0.458,39.661)","(-0.466,39.621)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.459,39.661) → (-0.464,39.621)",4.3917627901567,16920.991998410384,"(-0.459,39.661)","(-0.464,39.621)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.459,39.661) → (-0.477,39.59)",8.1237416792112,16916.35601185397,"(-0.459,39.661)","(-0.477,39.59)",Kyuso sub-county,Kyuso sub-county,Garissa,Tana River
"(-0.461,39.661) → (-0.466,39.623)",4.1882681036718,16887.086974009122,"(-0.461,39.661)","(-0.466,39.623)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.468,39.623)",4.2115717834735,16888.516458885835,"(-0.461,39.661)","(-0.468,39.623)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.465,39.62) → (-0.458,39.661)",4.559534741537401,5669.084463449989,"(-0.465,39.62)","(-0.458,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.465,39.62) → (-0.461,39.661)",4.4871038175607,5675.224000962193,"(-0.465,39.62)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.466,39.621) → (-0.457,39.661)",4.4866978329065,5656.056006843233,"(-0.466,39.621)","(-0.457,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.468,39.623) → (-0.461,39.661)",4.2460658443159,11315.056882286917,"(-0.468,39.623)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.47,39.625) → (-0.458,39.661)",4.1574791114444,5656.635633217184,"(-0.47,39.625)","(-0.458,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.457,34.729) → (-0.458,34.729)",0.09479685250916801,77109.54052494912,"(-0.457,34.729)","(-0.458,34.729)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.458,34.725) → (-0.461,34.724)",0.2512908188038,77370.859581463,"(-0.458,34.725)","(-0.461,34.724)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.723) → (-0.46,34.723)",0.13845126853855,77265.73454695825,"(-0.459,34.723)","(-0.46,34.723)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.732) → (-0.46,34.733)",0.17890766222199,77107.22908297295,"(-0.459,34.732)","(-0.46,34.733)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.46,34.724) → (-0.461,34.725)",0.15193066423989002,77148.31350027939,"(-0.46,34.724)","(-0.461,34.725)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.46,34.728) → (-0.461,34.727)",0.19790674870645,77244.56540352596,"(-0.46,34.728)","(-0.461,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.728) → (-0.463,34.729)",0.14912421935991,77287.15869235777,"(-0.462,34.728)","(-0.463,34.729)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.73)",0.018000218004416,77117.44262551484,"(-0.462,34.73)","(-0.462,34.73)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.731) → (-0.462,34.733)",0.22906708221085,77110.91521866815,"(-0.462,34.731)","(-0.462,34.733)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.493,34.439) → (-0.549,34.475)",7.430916178722299,5913.793145325529,"(-0.493,34.439)","(-0.549,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.545,34.475)",4.442087296832,5900.025444343576,"(-0.505,34.475)","(-0.545,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.549,34.469)",4.9276865735463,5900.806955514328,"(-0.505,34.475)","(-0.549,34.469)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.549,34.471)",4.9032329810913,5903.169106881536,"(-0.505,34.475)","(-0.549,34.471)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.549,34.475)",4.8862960265152005,29543.39536409332,"(-0.505,34.475)","(-0.549,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.54,34.22)",0.061516059896043,67991.52247656006,"(-0.54,34.22)","(-0.54,34.22)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.542,34.232) → (-0.542,34.231)",0.16899166962249,68102.68801154631,"(-0.542,34.232)","(-0.542,34.231)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.545,34.479) → (-0.505,34.475)",4.4518370621431,6228.86119553707,"(-0.545,34.479)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.546,34.221) → (-0.547,34.221)",0.11978294540513999,67873.88210276437,"(-0.546,34.221)","(-0.547,34.221)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.475) → (-0.493,34.437)",7.5504957100954995,6238.341628329611,"(-0.549,34.475)","(-0.493,34.437)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.475) → (-0.494,34.442)",7.1229513577013,6246.829296023134,"(-0.549,34.475)","(-0.494,34.442)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.475) → (-0.505,34.475)",4.8862960265152005,37380.18906957376,"(-0.549,34.475)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.551,34.22) → (-0.552,34.222)",0.30333540075588,67879.62759860621,"(-0.551,34.22)","(-0.552,34.222)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.552,34.213)",0.055183229107726,67906.80048467865,"(-0.552,34.213)","(-0.552,34.213)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.554,34.213)",0.03834189684531,68010.15579120125,"(-0.554,34.213)","(-0.554,34.213)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.555,34.224) → (-0.555,34.225)",0.15388702967119,67872.6720821188,"(-0.555,34.224)","(-0.555,34.225)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.556,34.211) → (-0.557,34.211)",0.06515145685325299,67870.63752527646,"(-0.556,34.211)","(-0.557,34.211)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.559,34.213) → (-0.559,34.212)",0.060910741350518,68029.01356139987,"(-0.559,34.213)","(-0.559,34.212)",Suba District,Suba District,Homa Bay,Homa Bay
