,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(-0.742,35.271) → (-0.743,35.27)",0.18557972426982,124096.15030125566,"(-0.742,35.271)","(-0.743,35.27)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.742,35.277)",0.012316719304136001,124138.9042657822,"(-0.742,35.277)","(-0.742,35.277)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.743,35.274) → (-0.743,35.273)",0.16099860304725,124335.54362854852,"(-0.743,35.274)","(-0.743,35.273)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.744,35.278) → (-0.744,35.276)",0.24626326886294,123884.86731652617,"(-0.744,35.278)","(-0.744,35.276)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.745,35.278) → (-0.747,35.277)",0.20547256720971,123909.39378383686,"(-0.745,35.278)","(-0.747,35.277)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.747,35.273) → (-0.749,35.272)",0.18101405979787,123950.56424878567,"(-0.747,35.273)","(-0.749,35.272)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.747,35.277) → (-0.748,35.275)",0.27452106159479,123886.39467915524,"(-0.747,35.277)","(-0.748,35.275)",Central Kisii,Central Kisii,Bomet,Bomet
"(0.625,34.632) → (0.626,34.632)",0.11627718525295,279337.4825823082,"(0.625,34.632)","(0.626,34.632)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.625,34.635) → (0.626,34.634)",0.16932704920268,279410.57560354786,"(0.625,34.635)","(0.626,34.634)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.626,34.632) → (0.627,34.632)",0.1315187327751,279389.34067390935,"(0.626,34.632)","(0.627,34.632)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.627,34.632) → (0.628,34.631)",0.1907319621686,280350.2179771264,"(0.627,34.632)","(0.628,34.631)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.628,34.635) → (0.63,34.636)",0.17598335235270002,279906.83801830217,"(0.628,34.635)","(0.63,34.636)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.628,34.637) → (0.629,34.638)",0.15915838170217,279334.0387042867,"(0.628,34.637)","(0.629,34.638)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.628,34.637) → (0.63,34.638)",0.18115707038016,279810.43691750185,"(0.628,34.637)","(0.63,34.638)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.644) → (0.631,34.645)",0.19421561798664,279935.8496533633,"(0.629,34.644)","(0.631,34.645)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.624,34.631) → (0.625,34.63)",0.20125283986945,279493.94617807365,"(0.624,34.631)","(0.625,34.63)",Kabuchai,Kabuchai,Bungoma,Bungoma
"(0.73,35.083) → (0.743,35.103)",2.7114500427543,2212.7777515177845,"(0.73,35.083)","(0.743,35.103)",Likuyani,Likuyani,Bungoma,Bungoma
"(0.831,34.598)",0.0,11063.888757588924,"(0.831,34.598)","(0.831,34.598)",Mt Elgon,Mt Elgon,Bungoma,Bungoma
"(0.624,34.626) → (0.626,34.626)",0.19994344704073,279482.17131980334,"(0.624,34.626)","(0.626,34.626)",Teso District,Teso District,Bungoma,Bungoma
"(0.83,34.582) → (0.83,34.581)",0.1511131269177,11057.695078470526,"(0.83,34.582)","(0.83,34.581)",Teso District,Teso District,Bungoma,Bungoma
"(0.83,34.601) → (0.83,34.599)",0.15593586519664998,11059.747903458336,"(0.83,34.601)","(0.83,34.599)",Teso District,Teso District,Bungoma,Bungoma
"(0.832,34.594) → (0.833,34.592)",0.21370600225116,11060.588497333476,"(0.832,34.594)","(0.833,34.592)",Teso District,Teso District,Bungoma,Bungoma
"(0.832,34.6) → (0.832,34.601)",0.16469624596423998,11097.784647144057,"(0.832,34.6)","(0.832,34.601)",Teso District,Teso District,Bungoma,Bungoma
"(0.833,34.607) → (0.832,34.606)",0.21152533415165,11063.42264473095,"(0.833,34.607)","(0.832,34.606)",Teso District,Teso District,Bungoma,Bungoma
"(0.834,34.599)",0.0,11081.381697808392,"(0.834,34.599)","(0.834,34.599)",Teso District,Teso District,Bungoma,Bungoma
"(0.834,34.616) → (0.835,34.616)",0.13325258526577,11057.558751069359,"(0.834,34.616)","(0.835,34.616)",Teso District,Teso District,Bungoma,Bungoma
"(0.836,34.619)",0.0,11076.41718041068,"(0.836,34.619)","(0.836,34.619)",Teso District,Teso District,Bungoma,Bungoma
"(0.837,34.618) → (0.835,34.62)",0.20729473357460998,11080.2332596852,"(0.837,34.618)","(0.835,34.62)",Teso District,Teso District,Bungoma,Bungoma
"(0.389,34.143)",0.016397285690008,127737.62474670848,"(0.389,34.143)","(0.389,34.143)",Matayos,Matayos,Busia,Busia
"(0.454,34.131) → (0.461,34.167)",4.1525972708339,2293.242397027522,"(0.454,34.131)","(0.461,34.167)",Matayos,Matayos,Busia,Busia
"(0.389,34.144) → (0.389,34.145)",0.09381644715289801,127699.52174194105,"(0.389,34.144)","(0.389,34.145)",Teso District,Teso District,Busia,Busia
"(0.389,34.148) → (0.389,34.147)",0.095749682842484,127664.54194416442,"(0.389,34.148)","(0.389,34.147)",Teso District,Teso District,Busia,Busia
"(0.394,34.145) → (0.393,34.145)",0.092226861633798,127882.27108292331,"(0.394,34.145)","(0.393,34.145)",Teso District,Teso District,Busia,Busia
"(0.394,34.145) → (0.396,34.145)",0.20784098817498003,127689.81670356441,"(0.394,34.145)","(0.396,34.145)",Teso District,Teso District,Busia,Busia
"(0.394,34.148)",0.016299632499933,127732.24326189369,"(0.394,34.148)","(0.394,34.148)",Teso District,Teso District,Busia,Busia
"(0.396,34.144) → (0.395,34.145)",0.095914330983982,127939.58869287871,"(0.396,34.144)","(0.395,34.145)",Teso District,Teso District,Busia,Busia
"(0.401,34.15) → (0.401,34.151)",0.06852799448666701,127926.32945272913,"(0.401,34.15)","(0.401,34.151)",Teso District,Teso District,Busia,Busia
"(0.402,34.147) → (0.401,34.147)",0.071603959933726,128128.96819884503,"(0.402,34.147)","(0.401,34.147)",Teso District,Teso District,Busia,Busia
"(0.412,34.154) → (0.411,34.156)",0.17970393717801,127666.11590597789,"(0.412,34.154)","(0.411,34.156)",Teso District,Teso District,Busia,Busia
"(0.461,34.124) → (0.461,34.167)",4.8863450114527,4588.223308292851,"(0.461,34.124)","(0.461,34.167)",Teso District,Teso District,Busia,Busia
"(0.461,34.124) → (0.471,34.158)",3.9525663508423,2291.9586162647997,"(0.461,34.124)","(0.471,34.158)",Teso District,Teso District,Busia,Busia
"(0.461,34.124) → (0.473,34.155)",3.7953547457799,2292.558343083666,"(0.461,34.124)","(0.473,34.155)",Teso District,Teso District,Busia,Busia
"(0.461,34.124) → (0.479,34.167)",5.2627465961095,2300.26809049895,"(0.461,34.124)","(0.479,34.167)",Teso District,Teso District,Busia,Busia
"(0.595,34.267) → (0.595,34.265)",0.18438642455777002,30889.20714891676,"(0.595,34.267)","(0.595,34.265)",Teso District,Teso District,Busia,Busia
"(0.602,34.276) → (0.602,34.277)",0.10451836103321001,30993.08585093322,"(0.602,34.276)","(0.602,34.277)",Teso District,Teso District,Busia,Busia
"(0.603,34.276) → (0.603,34.277)",0.08512593719728799,30897.122149648614,"(0.603,34.276)","(0.603,34.277)",Teso District,Teso District,Busia,Busia
"(0.604,34.275) → (0.605,34.277)",0.21361646241108997,30881.126619146773,"(0.604,34.275)","(0.605,34.277)",Teso District,Teso District,Busia,Busia
"(0.604,34.278)",0.023491497850157996,30944.069612502666,"(0.604,34.278)","(0.604,34.278)",Teso District,Teso District,Busia,Busia
"(0.605,34.274) → (0.606,34.273)",0.17841080860393,30886.859599476367,"(0.605,34.274)","(0.606,34.273)",Teso District,Teso District,Busia,Busia
"(0.609,34.28) → (0.608,34.28)",0.085663542983744,30880.745893895517,"(0.609,34.28)","(0.608,34.28)",Teso District,Teso District,Busia,Busia
"(0.611,34.28) → (0.611,34.279)",0.12858487793317,30933.412343837826,"(0.611,34.28)","(0.611,34.279)",Teso District,Teso District,Busia,Busia
"(0.612,34.281) → (0.611,34.281)",0.06960175490807499,30947.276886970343,"(0.612,34.281)","(0.611,34.281)",Teso District,Teso District,Busia,Busia
"(0.601,34.27) → (0.602,34.269)",0.09296192108707002,30898.423875739245,"(0.601,34.27)","(0.602,34.269)",Teso North,Teso North,Busia,Busia
"(0.584,35.508) → (0.583,35.507)",0.11773217866025999,38689.009029552435,"(0.584,35.508)","(0.583,35.507)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.584,35.508) → (0.585,35.507)",0.13488946717264,38764.68797560608,"(0.584,35.508)","(0.585,35.507)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.584,35.512) → (0.584,35.509)",0.31333016363161,38747.32119110936,"(0.584,35.512)","(0.584,35.509)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.585,35.506) → (0.585,35.504)",0.26248441734049,38681.82787450417,"(0.585,35.506)","(0.585,35.504)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.585,35.508) → (0.582,35.507)",0.34145361104896,38681.350976468086,"(0.585,35.508)","(0.582,35.507)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.019,35.525)",0.0,11985.65589892864,"(1.019,35.525)","(1.019,35.525)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.023,35.545) → (1.02,35.544)",0.30346625845463,12006.943677767962,"(1.023,35.545)","(1.02,35.544)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.035,35.546)",0.0,12025.962999450652,"(1.035,35.546)","(1.035,35.546)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.036,35.54)",0.0,11982.372755704251,"(1.036,35.54)","(1.036,35.54)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.037,35.551)",0.0,11982.520485033516,"(1.037,35.551)","(1.037,35.551)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.048,35.541) → (1.048,35.54)",0.16422473327726,11988.727084108448,"(1.048,35.541)","(1.048,35.54)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.049,35.538) → (1.049,35.536)",0.13959098705811,12008.18816707964,"(1.049,35.538)","(1.049,35.536)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.566,35.512) → (0.566,35.509)",0.29012140854226,38701.86394265881,"(0.566,35.512)","(0.566,35.509)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.577,35.513) → (0.576,35.511)",0.23389863404482997,38691.94957976293,"(0.577,35.513)","(0.576,35.511)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.58,35.511) → (0.58,35.509)",0.22180525149153002,38760.67053024423,"(0.58,35.511)","(0.58,35.509)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.58,35.512)",0.022105508088785,38822.06847473667,"(0.58,35.512)","(0.58,35.512)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.05,35.552) → (1.05,35.551)",0.15110360266174,11984.745000838488,"(1.05,35.552)","(1.05,35.551)",West Potok,West Potok,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.051,35.553) → (1.051,35.552)",0.18095114090842002,12002.808435499574,"(1.051,35.553)","(1.051,35.552)",West Potok,West Potok,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.589,35.507) → (0.588,35.505)",0.2108010184094,38703.494490183795,"(0.589,35.507)","(0.588,35.505)",Keiyo North,Keiyo North,Elgeyo Marakwet,Elgeyo Marakwet
"(1.055,35.551) → (1.049,35.551)",0.6738954205912,11989.232180950907,"(1.055,35.551)","(1.049,35.551)",Marakwet East,Marakwet East,Elgeyo Marakwet,Elgeyo Marakwet
"(-0.549,37.463) → (-0.553,37.411)",5.8355774162357,4023.232275486881,"(-0.549,37.463)","(-0.553,37.411)",Manyatta,Mwea,Embu,Kirinyaga
"(-0.535,37.463) → (-0.54,37.419)",4.924314248061401,4020.9304549343124,"(-0.535,37.463)","(-0.54,37.419)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.536,37.463) → (-0.541,37.41)",5.996754034423599,4020.9800285347364,"(-0.536,37.463)","(-0.541,37.41)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.543,37.463) → (-0.537,37.419)",4.931508070222599,4023.0627799021636,"(-0.543,37.463)","(-0.537,37.419)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.542,37.405)",6.5657442846368,4029.593344657597,"(-0.549,37.463)","(-0.542,37.405)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.549,37.419)",4.886278899881201,12085.37829995935,"(-0.549,37.463)","(-0.549,37.419)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.576,37.411)",6.5556035976329,4029.175730794618,"(-0.549,37.463)","(-0.576,37.411)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.529,37.419)",5.4002993353109,4021.7265103484856,"(-0.549,37.463)","(-0.529,37.419)",Mbeere District,Meru South District,Embu,Kirinyaga
"(-0.629,37.602) → (-0.63,37.602)",0.094028415730036,41243.403306840824,"(-0.629,37.602)","(-0.63,37.602)",Mbeere District,Mbeere District,Embu,Embu
"(-0.633,37.583) → (-0.632,37.583)",0.12626295527788,41178.175968721,"(-0.633,37.583)","(-0.632,37.583)",Mbeere District,Mbeere District,Embu,Embu
"(-0.634,37.593) → (-0.634,37.592)",0.10043798555908,41102.04493576152,"(-0.634,37.593)","(-0.634,37.592)",Mbeere District,Mbeere District,Embu,Embu
"(-0.636,37.596) → (-0.636,37.595)",0.20623370707792002,41093.909249428674,"(-0.636,37.596)","(-0.636,37.595)",Mbeere District,Mbeere District,Embu,Embu
"(-0.637,37.579) → (-0.637,37.58)",0.037036384138956,41105.16888827205,"(-0.637,37.579)","(-0.637,37.58)",Mbeere District,Mbeere District,Embu,Embu
"(-0.638,37.588)",0.054881487365307,41182.44398240064,"(-0.638,37.588)","(-0.638,37.588)",Mbeere District,Mbeere District,Embu,Embu
"(-0.638,37.592)",0.067745928241261,41163.994030471695,"(-0.638,37.592)","(-0.638,37.592)",Mbeere District,Mbeere District,Embu,Embu
"(-0.644,37.587)",0.08116618018875901,41115.70161060011,"(-0.644,37.587)","(-0.644,37.587)",Mbeere District,Mbeere District,Embu,Embu
"(-0.654,37.586) → (-0.653,37.586)",0.063666283833232,41094.41589162501,"(-0.654,37.586)","(-0.653,37.586)",Mbeere District,Mbeere District,Embu,Embu
"(-0.641,37.591) → (-0.641,37.592)",0.059603270352063996,41117.43385547593,"(-0.641,37.591)","(-0.641,37.592)",Mbeere South,Mbeere South,Embu,Embu
"(-0.501,37.419) → (-0.501,37.463)",4.886316385995901,2936.835829328579,"(-0.501,37.419)","(-0.501,37.463)",Meru South District,Meru South District,Embu,Embu
"(-0.505,37.419) → (-0.505,37.463)",4.8863133928012,2941.6031416000455,"(-0.505,37.419)","(-0.505,37.463)",Meru South District,Meru South District,Embu,Embu
"(-0.505,37.487) → (-0.503,37.488)",0.29192445532246997,198834.15867162912,"(-0.505,37.487)","(-0.503,37.488)",Meru South District,Meru South District,Embu,Embu
"(-0.508,37.485) → (-0.506,37.485)",0.19739784200692,199133.841963456,"(-0.508,37.485)","(-0.506,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.508,37.485) → (-0.506,37.486)",0.19301388271679498,397705.85631082876,"(-0.508,37.485)","(-0.506,37.486)",Meru South District,Meru South District,Embu,Embu
"(-0.508,37.486) → (-0.506,37.487)",0.24134978753389,198794.8016919524,"(-0.508,37.486)","(-0.506,37.487)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.419) → (-0.51,37.463)",4.8863097021934,2940.285287890835,"(-0.51,37.419)","(-0.51,37.463)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.483) → (-0.509,37.484)",0.18756377893032,199202.44813048592,"(-0.51,37.483)","(-0.509,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.484) → (-0.506,37.485)",0.45273685403171005,198900.22383836296,"(-0.51,37.484)","(-0.506,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.485) → (-0.506,37.485)",0.37250905278126,199223.09495987158,"(-0.51,37.485)","(-0.506,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.512,37.483) → (-0.508,37.485)",0.43377410912627,199517.9901653826,"(-0.512,37.483)","(-0.508,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.514,37.48) → (-0.512,37.481)",0.18353855428595997,198849.27102115165,"(-0.514,37.48)","(-0.512,37.481)",Meru South District,Meru South District,Embu,Embu
"(-0.321,39.788) → (-0.32,39.788)",0.11575134389224,225663.09833205916,"(-0.321,39.788)","(-0.32,39.788)",Garissa Township,Garissa Township,Garissa,Garissa
"(-0.459,39.661) → (-0.466,39.624)",4.1981264262468,13477.828122881052,"(-0.459,39.661)","(-0.466,39.624)",Garissa Township,Bura,Garissa,Tana River
"(-0.349,39.805) → (-0.348,39.805)",0.11237244451482,226019.8907018446,"(-0.349,39.805)","(-0.348,39.805)",Ijara District,Ijara District,Garissa,Garissa
"(-0.356,39.806) → (-0.355,39.806)",0.078163665620344,225536.76980051337,"(-0.356,39.806)","(-0.355,39.806)",Ijara District,Ijara District,Garissa,Garissa
"(-0.362,39.827) → (-0.361,39.827)",0.09032059114751599,225653.59132471235,"(-0.362,39.827)","(-0.361,39.827)",Ijara District,Ijara District,Garissa,Garissa
"(-0.364,39.808)",0.063048683201856,225578.63996544655,"(-0.364,39.808)","(-0.364,39.808)",Ijara District,Ijara District,Garissa,Garissa
"(-0.369,39.793) → (-0.367,39.793)",0.19890693967817,225996.46674027012,"(-0.369,39.793)","(-0.367,39.793)",Ijara District,Ijara District,Garissa,Garissa
"(-0.373,39.809) → (-0.372,39.809)",0.11713783986551,225533.98921726557,"(-0.373,39.809)","(-0.372,39.809)",Ijara District,Ijara District,Garissa,Garissa
"(-0.375,39.81) → (-0.374,39.81)",0.09573466700907002,226354.4512212037,"(-0.375,39.81)","(-0.374,39.81)",Ijara District,Ijara District,Garissa,Garissa
"(-0.379,39.817) → (-0.378,39.816)",0.19587301711182,225918.63259972184,"(-0.379,39.817)","(-0.378,39.816)",Ijara District,Ijara District,Garissa,Garissa
"(-0.381,39.828) → (-0.379,39.828)",0.16849483346302,225595.78502379442,"(-0.381,39.828)","(-0.379,39.828)",Ijara District,Ijara District,Garissa,Garissa
"(-0.457,39.661) → (-0.467,39.622)",4.444216349597401,13499.13770460295,"(-0.457,39.661)","(-0.467,39.622)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.617) → (-0.454,39.661)",4.946882848225,6447.349351452155,"(-0.461,39.617)","(-0.454,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.617) → (-0.461,39.661)",4.8863450114534,12871.934057336588,"(-0.461,39.617)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.463,39.622)",4.3579236526730005,13470.283095591367,"(-0.461,39.661)","(-0.463,39.622)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.464,39.621)",4.4122692166218,13470.117024029947,"(-0.461,39.661)","(-0.464,39.621)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.465,39.62)",4.4976191209179,13472.783809667428,"(-0.461,39.661)","(-0.465,39.62)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.469,39.624)",4.140577624834,13473.807805842598,"(-0.461,39.661)","(-0.469,39.624)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.471,39.626)",3.9889428689275004,13477.260312672248,"(-0.461,39.661)","(-0.471,39.626)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.468,39.623) → (-0.461,39.661)",4.2249189281606,6456.892885611088,"(-0.468,39.623)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.47,39.625) → (-0.461,39.661)",4.0829959389927,6446.681169271389,"(-0.47,39.625)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.471,39.626) → (-0.457,39.661)",4.1115248823995,6444.460904966214,"(-0.471,39.626)","(-0.457,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.471,39.627) → (-0.461,39.661)",3.9405972577857,6435.251489357659,"(-0.471,39.627)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.472,39.628) → (-0.461,39.661)",3.8629909524635,6433.568045655578,"(-0.472,39.628)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.473,39.628) → (-0.461,39.661)",3.8411702932693,6436.900447843462,"(-0.473,39.628)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.614,34.469) → (-0.614,34.468)",0.050063759488252,77849.54453067115,"(-0.614,34.469)","(-0.614,34.468)",Homa Bay Town,Homa Bay Town,Homa Bay,Homa Bay
"(-0.458,34.728) → (-0.459,34.728)",0.06887234906785901,80866.96873728631,"(-0.458,34.728)","(-0.459,34.728)",Kasipul,Kasipul,Homa Bay,Homa Bay
"(-0.455,34.728) → (-0.456,34.728)",0.10137223086897,80820.70214417968,"(-0.455,34.728)","(-0.456,34.728)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.457,34.728) → (-0.458,34.727)",0.13607900667275,80836.70285800456,"(-0.457,34.728)","(-0.458,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.726) → (-0.46,34.725)",0.10782373624639001,80821.6985735482,"(-0.459,34.726)","(-0.46,34.725)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.46,34.733) → (-0.46,34.732)",0.056171541577019,80958.54011863806,"(-0.46,34.733)","(-0.46,34.732)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.461,34.731) → (-0.462,34.732)",0.17860610001435998,80986.43218897183,"(-0.461,34.731)","(-0.462,34.732)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.73) → (-0.463,34.73)",0.046861935769387,80863.56187603349,"(-0.462,34.73)","(-0.463,34.73)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.731) → (-0.463,34.73)",0.15822612495607,80842.84683505559,"(-0.462,34.731)","(-0.463,34.73)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.464,34.729) → (-0.466,34.729)",0.211883243145,81114.71687548929,"(-0.464,34.729)","(-0.466,34.729)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.464,34.732) → (-0.465,34.731)",0.17128342420095,80994.8262276177,"(-0.464,34.732)","(-0.465,34.731)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.556,34.21) → (-0.557,34.212)",0.25502065670304996,66182.1709317592,"(-0.556,34.21)","(-0.557,34.212)",Suba,Suba,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.541,34.484)",4.0293431132082,3868.0087015628333,"(-0.505,34.475)","(-0.541,34.484)",Suba District,Suba District,Homa Bay,Homa Bay
