,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(-0.743,35.273) → (-0.744,35.273)",0.11651243190024,129036.0242026341,"(-0.743,35.273)","(-0.744,35.273)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.743,35.278) → (-0.743,35.276)",0.17695469273420003,129082.11394449968,"(-0.743,35.278)","(-0.743,35.276)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.745,35.275) → (-0.744,35.275)",0.075435180252925,129259.5093365859,"(-0.745,35.275)","(-0.744,35.275)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.746,35.269) → (-0.746,35.268)",0.13695202274057,129412.31782730723,"(-0.746,35.269)","(-0.746,35.268)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.746,35.276) → (-0.746,35.275)",0.13474183967381,129009.97424008715,"(-0.746,35.276)","(-0.746,35.275)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.746,35.276) → (-0.747,35.275)",0.10492676088669001,129097.23817989994,"(-0.746,35.276)","(-0.747,35.275)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.748,35.271)",0.032324954982885,129069.65689359725,"(-0.748,35.271)","(-0.748,35.271)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.749,35.28) → (-0.749,35.279)",0.17802512118156,129354.59682005749,"(-0.749,35.28)","(-0.749,35.279)",Central Kisii,Central Kisii,Bomet,Bomet
"(0.626,34.632)",0.06248974121192,295225.65449785517,"(0.626,34.632)","(0.626,34.632)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.626,34.632) → (0.627,34.632)",0.09534122723798599,294367.22360431583,"(0.626,34.632)","(0.627,34.632)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.628,34.636)",0.10593742162316,294506.8697895178,"(0.628,34.636)","(0.628,34.636)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.628,34.638) → (0.629,34.638)",0.11527481526712001,294307.79636144056,"(0.628,34.638)","(0.629,34.638)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.637) → (0.629,34.636)",0.11315884944364,295093.97675318853,"(0.629,34.637)","(0.629,34.636)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.637)",0.021361916245512005,295073.3236125775,"(0.629,34.637)","(0.629,34.637)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.637) → (0.631,34.636)",0.23345498775442,294472.3671828897,"(0.629,34.637)","(0.631,34.636)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.63,34.637) → (0.63,34.636)",0.14901548977763002,294443.949169307,"(0.63,34.637)","(0.63,34.636)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.63,34.637)",0.048104955099089006,294877.0556361438,"(0.63,34.637)","(0.63,34.637)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.627,34.632) → (0.628,34.631)",0.14763742820642,294411.92944423464,"(0.627,34.632)","(0.628,34.631)",Kabuchai,Kabuchai,Bungoma,Bungoma
"(0.835,34.628) → (0.835,34.629)",0.13447664862928,12662.314812526585,"(0.835,34.628)","(0.835,34.629)",Lugari District,Lugari District,Bungoma,Bungoma
"(0.832,34.594) → (0.832,34.593)",0.15429436987420003,12666.795040006247,"(0.832,34.594)","(0.832,34.593)",Mt Elgon,Mt Elgon,Bungoma,Bungoma
"(0.831,34.593) → (0.829,34.593)",0.23490308513031,12669.39531659718,"(0.831,34.593)","(0.829,34.593)",Teso District,Teso District,Bungoma,Bungoma
"(0.831,34.615)",0.0,12695.250899070346,"(0.831,34.615)","(0.831,34.615)",Teso District,Teso District,Bungoma,Bungoma
"(0.832,34.6) → (0.832,34.601)",0.10179142966553001,12686.806654860895,"(0.832,34.6)","(0.832,34.601)",Teso District,Teso District,Bungoma,Bungoma
"(0.833,34.587) → (0.833,34.585)",0.18974706923519,12668.172658418294,"(0.833,34.587)","(0.833,34.585)",Teso District,Teso District,Bungoma,Bungoma
"(0.833,34.606) → (0.833,34.607)",0.15111300556742002,12670.879758641797,"(0.833,34.606)","(0.833,34.607)",Teso District,Teso District,Bungoma,Bungoma
"(0.833,34.61)",0.0,12696.139480927563,"(0.833,34.61)","(0.833,34.61)",Teso District,Teso District,Bungoma,Bungoma
"(0.835,34.61) → (0.835,34.609)",0.15111293601627,12701.804791454113,"(0.835,34.61)","(0.835,34.609)",Teso District,Teso District,Bungoma,Bungoma
"(0.835,34.613)",0.0,12664.871613491527,"(0.835,34.613)","(0.835,34.613)",Teso District,Teso District,Bungoma,Bungoma
"(0.39,34.145)",0.055553927218227,137392.23374064284,"(0.39,34.145)","(0.39,34.145)",Matayos,Matayos,Busia,Busia
"(0.39,34.143) → (0.391,34.143)",0.067783159506983,137710.52248482133,"(0.39,34.143)","(0.391,34.143)",Teso District,Teso District,Busia,Busia
"(0.392,34.146) → (0.392,34.145)",0.03719984592827,137700.88435253617,"(0.392,34.146)","(0.392,34.145)",Teso District,Teso District,Busia,Busia
"(0.394,34.147) → (0.394,34.146)",0.06344239557548599,137371.37101534737,"(0.394,34.147)","(0.394,34.146)",Teso District,Teso District,Busia,Busia
"(0.397,34.144)",0.0081494076337867,137436.5392351083,"(0.397,34.144)","(0.397,34.144)",Teso District,Teso District,Busia,Busia
"(0.397,34.148) → (0.396,34.148)",0.15880991911893,137420.43801868186,"(0.397,34.148)","(0.396,34.148)",Teso District,Teso District,Busia,Busia
"(0.397,34.149) → (0.396,34.15)",0.12482930952633,137407.17627900993,"(0.397,34.149)","(0.396,34.15)",Teso District,Teso District,Busia,Busia
"(0.399,34.148) → (0.398,34.149)",0.09779611597704699,137609.29263020042,"(0.399,34.148)","(0.398,34.149)",Teso District,Teso District,Busia,Busia
"(0.399,34.148)",0.063679468239151,137343.6383020056,"(0.399,34.148)","(0.399,34.148)",Teso District,Teso District,Busia,Busia
"(0.403,34.148) → (0.404,34.148)",0.085091881081791,137771.97209899907,"(0.403,34.148)","(0.404,34.148)",Teso District,Teso District,Busia,Busia
"(0.461,34.124) → (0.461,34.167)",4.8863450114527,11170.491946590528,"(0.461,34.124)","(0.461,34.167)",Teso District,Teso District,Busia,Busia
"(0.461,34.124) → (0.473,34.155)",3.7953547457799,2792.6642601624994,"(0.461,34.124)","(0.473,34.155)",Teso District,Teso District,Busia,Busia
"(0.461,34.142) → (0.471,34.177)",3.9794898486578,2800.078372556977,"(0.461,34.142)","(0.471,34.177)",Teso District,Teso District,Busia,Busia
"(0.47,34.148) → (0.486,34.176)",3.5614928927283,2791.3729139435604,"(0.47,34.148)","(0.486,34.176)",Teso District,Teso District,Busia,Busia
"(0.598,34.269) → (0.598,34.268)",0.16634000189668,36085.57448170515,"(0.598,34.269)","(0.598,34.268)",Teso District,Teso District,Busia,Busia
"(0.6,34.27) → (0.6,34.271)",0.044420325990116,36109.983209931255,"(0.6,34.27)","(0.6,34.271)",Teso District,Teso District,Busia,Busia
"(0.601,34.273) → (0.601,34.272)",0.11005033045882001,36102.268406738396,"(0.601,34.273)","(0.601,34.272)",Teso District,Teso District,Busia,Busia
"(0.602,34.277)",0.022517208068201,36179.4370669992,"(0.602,34.277)","(0.602,34.277)",Teso District,Teso District,Busia,Busia
"(0.605,34.273) → (0.605,34.272)",0.09441992875505699,36155.37231992306,"(0.605,34.273)","(0.605,34.272)",Teso District,Teso District,Busia,Busia
"(0.605,34.279) → (0.606,34.279)",0.09810456373825999,36105.75278723541,"(0.605,34.279)","(0.606,34.279)",Teso District,Teso District,Busia,Busia
"(0.606,34.273)",0.023491489612654997,36181.96938334628,"(0.606,34.273)","(0.606,34.273)",Teso District,Teso District,Busia,Busia
"(0.606,34.278) → (0.607,34.277)",0.1476455750038,36198.114613345264,"(0.606,34.278)","(0.607,34.277)",Teso District,Teso District,Busia,Busia
"(0.606,34.279) → (0.606,34.28)",0.083254285372789,36092.86095602058,"(0.606,34.279)","(0.606,34.28)",Teso District,Teso District,Busia,Busia
"(0.593,34.262) → (0.592,34.262)",0.08389395777851301,36098.3424143309,"(0.593,34.262)","(0.592,34.262)",Teso South,Teso South,Busia,Busia
"(0.581,35.507) → (0.58,35.507)",0.11530907796994999,41951.50306897786,"(0.581,35.507)","(0.58,35.507)",Lugari District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.583,35.509) → (0.585,35.507)",0.31539599748446995,41979.87958374295,"(0.583,35.509)","(0.585,35.507)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.587,35.509)",0.038626458711789005,42082.33728031283,"(0.587,35.509)","(0.587,35.509)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.596,35.506)",0.019943590267888,42032.64696834105,"(0.596,35.506)","(0.596,35.506)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.024,35.538)",0.0,12295.996331663246,"(1.024,35.538)","(1.024,35.538)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.027,35.528)",0.0,12281.477368763102,"(1.027,35.528)","(1.027,35.528)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.032,35.549)",0.0,12266.059319068576,"(1.032,35.549)","(1.032,35.549)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.034,35.539)",0.0,12290.512021473007,"(1.034,35.539)","(1.034,35.539)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.037,35.549) → (1.037,35.548)",0.135713970444,12260.243127437483,"(1.037,35.549)","(1.037,35.548)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.038,35.545)",0.0,12289.651828812508,"(1.038,35.545)","(1.038,35.545)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.042,35.533) → (1.041,35.534)",0.17715877150086998,12257.76801340433,"(1.042,35.533)","(1.041,35.534)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.042,35.54)",0.0,12264.622303287366,"(1.042,35.54)","(1.042,35.54)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.044,35.561)",0.0,12263.438707670106,"(1.044,35.561)","(1.044,35.561)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.571,35.511) → (0.571,35.509)",0.23705744617647,41974.961480227714,"(0.571,35.511)","(0.571,35.509)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.575,35.51) → (0.575,35.507)",0.28503165735601,42063.56754543733,"(0.575,35.51)","(0.575,35.507)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.577,35.508)",0.05369428149043799,41959.97400380419,"(0.577,35.508)","(0.577,35.508)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.578,35.513) → (0.577,35.512)",0.17063920539074998,42060.623585737856,"(0.578,35.513)","(0.577,35.512)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.58,35.508) → (0.579,35.507)",0.16912919438207,41970.91069258713,"(0.58,35.508)","(0.579,35.507)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.589,35.506) → (0.588,35.505)",0.22646946159313,41966.34650634658,"(0.589,35.506)","(0.588,35.505)",Keiyo North,Keiyo North,Elgeyo Marakwet,Elgeyo Marakwet
"(1.033,35.55)",0.0,12262.105102625856,"(1.033,35.55)","(1.033,35.55)",Marakwet East,Marakwet East,Elgeyo Marakwet,Elgeyo Marakwet
"(-0.508,37.485) → (-0.507,37.485)",0.12070169491136,202871.06560879014,"(-0.508,37.485)","(-0.507,37.485)",Manyatta,Manyatta,Embu,Embu
"(-0.512,37.463) → (-0.512,37.419)",4.886308641307799,3075.643524090973,"(-0.512,37.463)","(-0.512,37.419)",Manyatta,Gichugu,Embu,Kirinyaga
"(-0.527,37.463) → (-0.527,37.419)",4.8862965056235,3082.552933959573,"(-0.527,37.463)","(-0.527,37.419)",Mbeere District,Meru South District,Embu,Kirinyaga
"(-0.536,37.463) → (-0.549,37.419)",5.1014315375661,3075.176494010722,"(-0.536,37.463)","(-0.549,37.419)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.539,37.389)",8.34562270128,3075.978025686231,"(-0.549,37.463)","(-0.539,37.389)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.54,37.391)",8.0954634102887,3080.50257434322,"(-0.549,37.463)","(-0.54,37.391)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.549,37.419)",4.886278899881201,9235.678933765677,"(-0.549,37.463)","(-0.549,37.419)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.632,37.611) → (-0.633,37.611)",0.064932027435731,43908.47534937172,"(-0.632,37.611)","(-0.633,37.611)",Mbeere District,Mbeere District,Embu,Embu
"(-0.634,37.595) → (-0.633,37.596)",0.13163704734790999,43796.44004012188,"(-0.634,37.595)","(-0.633,37.596)",Mbeere District,Mbeere District,Embu,Embu
"(-0.634,37.601)",0.053225994797356,43888.89111298282,"(-0.634,37.601)","(-0.634,37.601)",Mbeere District,Mbeere District,Embu,Embu
"(-0.636,37.586) → (-0.635,37.586)",0.16577310448462,43856.62875578111,"(-0.636,37.586)","(-0.635,37.586)",Mbeere District,Mbeere District,Embu,Embu
"(-0.637,37.594) → (-0.638,37.594)",0.11003248954583998,43885.81940189813,"(-0.637,37.594)","(-0.638,37.594)",Mbeere District,Mbeere District,Embu,Embu
"(-0.638,37.59) → (-0.639,37.59)",0.10976960225836,43780.80219104738,"(-0.638,37.59)","(-0.639,37.59)",Mbeere District,Mbeere District,Embu,Embu
"(-0.642,37.59) → (-0.642,37.591)",0.11096937159277,43792.213470953975,"(-0.642,37.59)","(-0.642,37.591)",Mbeere District,Mbeere District,Embu,Embu
"(-0.644,37.594) → (-0.643,37.594)",0.09957079917107198,43801.57156182244,"(-0.644,37.594)","(-0.643,37.594)",Mbeere District,Mbeere District,Embu,Embu
"(-0.647,37.595) → (-0.647,37.594)",0.07159383438427701,43771.963665028,"(-0.647,37.595)","(-0.647,37.594)",Mbeere District,Mbeere District,Embu,Embu
"(-0.635,37.593) → (-0.636,37.593)",0.043771029535101,43787.45122455833,"(-0.635,37.593)","(-0.636,37.593)",Mbeere South,Mbeere South,Embu,Embu
"(-0.505,37.486) → (-0.505,37.487)",0.07601673143943401,202840.26005889144,"(-0.505,37.486)","(-0.505,37.487)",Meru South District,Meru South District,Embu,Embu
"(-0.506,37.488)",0.034906827868193,202893.1295100668,"(-0.506,37.488)","(-0.506,37.488)",Meru South District,Meru South District,Embu,Embu
"(-0.507,37.484)",0.026897759008722,203326.81392025447,"(-0.507,37.484)","(-0.507,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.507,37.484) → (-0.507,37.485)",0.062521246859767,203341.04542456826,"(-0.507,37.484)","(-0.507,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.507,37.486)",0.036811659049226,202799.31039998648,"(-0.507,37.486)","(-0.507,37.486)",Meru South District,Meru South District,Embu,Embu
"(-0.508,37.485)",0.078129193869591,202912.71157220978,"(-0.508,37.485)","(-0.508,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.509,37.483)",0.08096477045908099,202936.48635805535,"(-0.509,37.483)","(-0.509,37.483)",Meru South District,Meru South District,Embu,Embu
"(-0.509,37.485) → (-0.508,37.485)",0.09777955516491599,203191.5711208232,"(-0.509,37.485)","(-0.508,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.484) → (-0.509,37.485)",0.18905877808158,203431.78089316122,"(-0.51,37.484)","(-0.509,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.299,39.796) → (-0.298,39.796)",0.084020020755482,227961.84172637438,"(-0.299,39.796)","(-0.298,39.796)",Garissa Township,Garissa Township,Garissa,Garissa
"(-0.461,39.661) → (-0.465,39.621)",4.4642858483427,12221.636108887815,"(-0.461,39.661)","(-0.465,39.621)",Garissa Township,Bura,Garissa,Tana River
"(-0.35,39.792)",0.07736423004440401,227927.22619424204,"(-0.35,39.792)","(-0.35,39.792)",Ijara District,Ijara District,Garissa,Garissa
"(-0.354,39.807) → (-0.353,39.807)",0.13129571355835,228489.94791075063,"(-0.354,39.807)","(-0.353,39.807)",Ijara District,Ijara District,Garissa,Garissa
"(-0.365,39.821)",0.066983873661898,228473.95627624044,"(-0.365,39.821)","(-0.365,39.821)",Ijara District,Ijara District,Garissa,Garissa
"(-0.369,39.806) → (-0.367,39.806)",0.19806537309492997,228008.63839741822,"(-0.369,39.806)","(-0.367,39.806)",Ijara District,Ijara District,Garissa,Garissa
"(-0.37,39.793) → (-0.369,39.793)",0.043867772549096004,227986.63445645446,"(-0.37,39.793)","(-0.369,39.793)",Ijara District,Ijara District,Garissa,Garissa
"(-0.371,39.813) → (-0.37,39.813)",0.16244408738305,227881.2119455663,"(-0.371,39.813)","(-0.37,39.813)",Ijara District,Ijara District,Garissa,Garissa
"(-0.373,39.824) → (-0.372,39.824)",0.12127320556295,228321.9868588863,"(-0.373,39.824)","(-0.372,39.824)",Ijara District,Ijara District,Garissa,Garissa
"(-0.375,39.805) → (-0.374,39.805)",0.08990751570063402,228591.90540019493,"(-0.375,39.805)","(-0.374,39.805)",Ijara District,Ijara District,Garissa,Garissa
"(-0.387,39.813) → (-0.386,39.813)",0.095294720056745,228035.353611595,"(-0.387,39.813)","(-0.386,39.813)",Ijara District,Ijara District,Garissa,Garissa
"(-0.459,39.661) → (-0.466,39.624)",4.125027525516,12219.780278832079,"(-0.459,39.661)","(-0.466,39.624)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.617) → (-0.461,39.661)",4.886345011455625,22185.52874584167,"(-0.461,39.617)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.462,39.62)",4.5501354249845996,12224.145001956384,"(-0.461,39.661)","(-0.462,39.62)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.464,39.62)",4.558202273034599,12240.944440153322,"(-0.461,39.661)","(-0.464,39.62)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.466,39.621)",4.3899884651277,12217.313333492104,"(-0.461,39.661)","(-0.466,39.621)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.467,39.623)",4.2897995853239,12249.949275527551,"(-0.461,39.661)","(-0.467,39.623)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.468,39.623)",4.2175673413457,12222.965312595286,"(-0.461,39.661)","(-0.468,39.623)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.475,39.63)",3.7019117499589,12225.577275111253,"(-0.461,39.661)","(-0.475,39.63)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.467,39.623) → (-0.461,39.661)",4.2723034869306,5559.575899134867,"(-0.467,39.623)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.47,39.625) → (-0.456,39.661)",4.2102022550528995,5545.390282344451,"(-0.47,39.625)","(-0.456,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.472,39.627) → (-0.461,39.661)",3.9158530345911,5546.040022153118,"(-0.472,39.627)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.475,39.63) → (-0.461,39.661)",3.7213246694077005,5557.096194527399,"(-0.475,39.63)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.616,34.469) → (-0.616,34.47)",0.10591538823339999,79400.16571403276,"(-0.616,34.469)","(-0.616,34.47)",Homa Bay Town,Homa Bay Town,Homa Bay,Homa Bay
"(-0.462,34.728) → (-0.46,34.729)",0.19041874691611999,79400.16571403276,"(-0.462,34.728)","(-0.46,34.729)",Kasipul,Kasipul,Homa Bay,Homa Bay
"(-0.451,34.727) → (-0.453,34.727)",0.12830351863491002,79578.53758458792,"(-0.451,34.727)","(-0.453,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.457,34.729) → (-0.459,34.728)",0.18060001917399998,79408.80113679454,"(-0.457,34.729)","(-0.459,34.728)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.457,34.732)",0.07266033391223599,79388.10896380311,"(-0.457,34.732)","(-0.457,34.732)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.46,34.725) → (-0.46,34.724)",0.09512814717608399,79416.46521138551,"(-0.46,34.725)","(-0.46,34.724)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.46,34.731) → (-0.461,34.73)",0.053647240235025,79372.08198778644,"(-0.46,34.731)","(-0.461,34.73)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.461,34.727) → (-0.462,34.727)",0.04554949396300799,79619.61981096794,"(-0.461,34.727)","(-0.462,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.728) → (-0.463,34.728)",0.13855635068455,79525.60593238681,"(-0.462,34.728)","(-0.463,34.728)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.463,34.732) → (-0.464,34.732)",0.15972297254163,79425.77024426582,"(-0.463,34.732)","(-0.464,34.732)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.465,34.729) → (-0.466,34.728)",0.11610317793692,79584.10754498362,"(-0.465,34.729)","(-0.466,34.728)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.554,34.219)",0.040134505681682,64588.514005910445,"(-0.554,34.219)","(-0.554,34.219)",Suba,Suba,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.543,34.481)",4.2460255500224005,2953.191633592462,"(-0.505,34.475)","(-0.543,34.481)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.549,34.466)",4.9972223139767005,2961.0804540182494,"(-0.505,34.475)","(-0.549,34.466)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.549,34.475)",4.8862960265152005,23654.79329544872,"(-0.505,34.475)","(-0.549,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.542,34.482) → (-0.505,34.475)",4.163862476424434,13245.788554786475,"(-0.542,34.482)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.543,34.239)",0.025383684488262004,64767.03018262224,"(-0.543,34.239)","(-0.543,34.239)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.548,34.218)",0.036465367641753,64738.142528946926,"(-0.548,34.218)","(-0.548,34.218)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.475) → (-0.505,34.475)",4.886296026515201,30905.281674713216,"(-0.549,34.475)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.553,34.223) → (-0.554,34.222)",0.10881564786295,64595.53853941085,"(-0.553,34.223)","(-0.554,34.222)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.554,34.218) → (-0.553,34.218)",0.056686302366511995,64733.61161315103,"(-0.554,34.218)","(-0.553,34.218)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.555,34.217) → (-0.556,34.217)",0.061852648911285994,64565.66913991191,"(-0.555,34.217)","(-0.556,34.217)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.555,34.22) → (-0.555,34.219)",0.07764708624052499,64578.706374225156,"(-0.555,34.22)","(-0.555,34.219)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.556,34.213)",0.037233206103519,64609.34215588596,"(-0.556,34.213)","(-0.556,34.213)",Suba District,Suba District,Homa Bay,Homa Bay
