,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(0.592,35.509) → (0.592,35.508)",0.11524158011461001,42272.5918334712,"(0.592,35.509)","(0.592,35.508)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.022,35.538)",0.0,13433.91595849608,"(1.022,35.538)","(1.022,35.538)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.028,35.54)",0.0,13413.852394575446,"(1.028,35.54)","(1.028,35.54)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.032,35.511) → (1.032,35.512)",0.12214275979006,13400.680150921595,"(1.032,35.511)","(1.032,35.512)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.033,35.527)",0.0,13408.04315378474,"(1.033,35.527)","(1.033,35.527)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.036,35.536) → (1.035,35.536)",0.14368754008262,13408.787316097227,"(1.036,35.536)","(1.035,35.536)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.036,35.55) → (1.036,35.552)",0.14369721140511998,13408.084561707901,"(1.036,35.55)","(1.036,35.552)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.037,35.536) → (1.039,35.536)",0.18612599692377998,13402.570722560886,"(1.037,35.536)","(1.039,35.536)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.049,35.542)",0.0,13419.840928159365,"(1.049,35.542)","(1.049,35.542)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.563,35.51) → (0.562,35.509)",0.14203324718943,42168.00849885807,"(0.563,35.51)","(0.562,35.509)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.573,35.51) → (0.574,35.512)",0.21183183476798,42193.51936891672,"(0.573,35.51)","(0.574,35.512)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.574,35.507) → (0.573,35.507)",0.07994901517087799,42191.17770846635,"(0.574,35.507)","(0.573,35.507)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.576,35.508)",0.084978368190616,42165.97402213854,"(0.576,35.508)","(0.576,35.508)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.577,35.513) → (0.577,35.514)",0.14503494069073,42228.30184280087,"(0.577,35.513)","(0.577,35.514)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.58,35.507) → (0.581,35.507)",0.067760603830137,42173.95757308829,"(0.58,35.507)","(0.581,35.507)",Nandi North District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.581,35.512) → (0.581,35.511)",0.060832596639097,42191.30800705091,"(0.581,35.512)","(0.581,35.511)",Nandi North District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.048,35.562)",0.0,13400.033609319002,"(1.048,35.562)","(1.048,35.562)",West Potok,West Potok,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.572,35.507) → (0.572,35.508)",0.13736472773192,42198.21721753772,"(0.572,35.507)","(0.572,35.508)",Keiyo North,Keiyo North,Elgeyo Marakwet,Elgeyo Marakwet
"(1.051,35.535)",0.0,13410.28025752388,"(1.051,35.535)","(1.051,35.535)",Marakwet East,Marakwet East,Elgeyo Marakwet,Elgeyo Marakwet
"(-0.549,37.463) → (-0.549,37.395)",7.551521936155701,2167.7674560011255,"(-0.549,37.463)","(-0.549,37.395)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.63,37.604)",0.04935489964181201,45007.640591488365,"(-0.63,37.604)","(-0.63,37.604)",Mbeere District,Mbeere District,Embu,Embu
"(-0.633,37.601) → (-0.633,37.602)",0.065190345541688,44960.48502577943,"(-0.633,37.601)","(-0.633,37.602)",Mbeere District,Mbeere District,Embu,Embu
"(-0.637,37.593)",0.04538267215567401,44940.42164529918,"(-0.637,37.593)","(-0.637,37.593)",Mbeere District,Mbeere District,Embu,Embu
"(-0.637,37.6) → (-0.638,37.599)",0.11944026719186,44920.95894935666,"(-0.637,37.6)","(-0.638,37.599)",Mbeere District,Mbeere District,Embu,Embu
"(-0.639,37.589) → (-0.64,37.59)",0.12427150481564998,44902.62466630429,"(-0.639,37.589)","(-0.64,37.59)",Mbeere District,Mbeere District,Embu,Embu
"(-0.642,37.594) → (-0.643,37.594)",0.07223081860106301,44896.29068527325,"(-0.642,37.594)","(-0.643,37.594)",Mbeere District,Mbeere District,Embu,Embu
"(-0.643,37.592) → (-0.643,37.591)",0.096756360054377,44921.097678296836,"(-0.643,37.592)","(-0.643,37.591)",Mbeere District,Mbeere District,Embu,Embu
"(-0.644,37.591) → (-0.643,37.591)",0.14046811736717,44894.12457732923,"(-0.644,37.591)","(-0.643,37.591)",Mbeere District,Mbeere District,Embu,Embu
"(-0.644,37.592) → (-0.645,37.592)",0.088841471553724,44923.45211590658,"(-0.644,37.592)","(-0.645,37.592)",Mbeere District,Mbeere District,Embu,Embu
"(-0.641,37.59) → (-0.64,37.59)",0.064985107810088,44928.45391667432,"(-0.641,37.59)","(-0.64,37.59)",Mbeere South,Mbeere South,Embu,Embu
"(-0.497,37.463) → (-0.497,37.419)",4.886319946473701,2167.7741506952893,"(-0.497,37.463)","(-0.497,37.419)",Meru South District,Meru South District,Embu,Kirinyaga
"(-0.505,37.486) → (-0.506,37.486)",0.026676702162642996,202244.21983406314,"(-0.505,37.486)","(-0.506,37.486)",Meru South District,Meru South District,Embu,Embu
"(-0.505,37.487) → (-0.506,37.487)",0.10520734025452999,202376.33790552733,"(-0.505,37.487)","(-0.506,37.487)",Meru South District,Meru South District,Embu,Embu
"(-0.506,37.486) → (-0.507,37.486)",0.13044720158359,202282.51201326176,"(-0.506,37.486)","(-0.507,37.486)",Meru South District,Meru South District,Embu,Embu
"(-0.507,37.484)",0.044002098058649006,202755.5998406549,"(-0.507,37.484)","(-0.507,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.507,37.484) → (-0.509,37.484)",0.17144336111242997,202543.16802051305,"(-0.507,37.484)","(-0.509,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.507,37.485) → (-0.508,37.485)",0.06364801348644435,607217.3861521026,"(-0.507,37.485)","(-0.508,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.508,37.419) → (-0.508,37.463)",4.8863111826947,2091.507873777833,"(-0.508,37.419)","(-0.508,37.463)",Meru South District,Meru South District,Embu,Embu
"(-0.509,37.484) → (-0.51,37.484)",0.10929677800853,202365.10640188286,"(-0.509,37.484)","(-0.51,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.509,37.485) → (-0.51,37.484)",0.063747662305875,202253.97796645437,"(-0.509,37.485)","(-0.51,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.523,37.463) → (-0.523,37.419)",4.8862999405443,2166.8826916715207,"(-0.523,37.463)","(-0.523,37.419)",Meru South District,Meru South District,Embu,Kirinyaga
"(-0.343,39.806) → (-0.344,39.806)",0.064698069566329,210669.88177014314,"(-0.343,39.806)","(-0.344,39.806)",Garissa Township,Garissa Township,Garissa,Garissa
"(-0.461,39.661) → (-0.471,39.627)",3.9357352450962,3934.752889932157,"(-0.461,39.661)","(-0.471,39.627)",Garissa Township,Bura,Garissa,Tana River
"(-0.362,39.8) → (-0.363,39.8)",0.062824413784746,210548.76820741608,"(-0.362,39.8)","(-0.363,39.8)",Ijara District,Ijara District,Garissa,Garissa
"(-0.369,39.84)",0.0083235865969532,210508.91122184673,"(-0.369,39.84)","(-0.369,39.84)",Ijara District,Ijara District,Garissa,Garissa
"(-0.373,39.803)",0.07821422544729599,210725.9985459203,"(-0.373,39.803)","(-0.373,39.803)",Ijara District,Ijara District,Garissa,Garissa
"(-0.379,39.831) → (-0.38,39.831)",0.026077685204223,210634.73780810938,"(-0.379,39.831)","(-0.38,39.831)",Ijara District,Ijara District,Garissa,Garissa
"(-0.38,39.81)",0.08828457429053399,210820.07589835988,"(-0.38,39.81)","(-0.38,39.81)",Ijara District,Ijara District,Garissa,Garissa
"(-0.38,39.827)",0.021401117551891002,210646.42828611424,"(-0.38,39.827)","(-0.38,39.827)",Ijara District,Ijara District,Garissa,Garissa
"(-0.381,39.831)",0.074964807832691,210519.068119418,"(-0.381,39.831)","(-0.381,39.831)",Ijara District,Ijara District,Garissa,Garissa
"(-0.382,39.827) → (-0.383,39.827)",0.076408811977423,210635.38830922564,"(-0.382,39.827)","(-0.383,39.827)",Ijara District,Ijara District,Garissa,Garissa
"(-0.391,39.822) → (-0.392,39.822)",0.097485671932911,211041.18872523634,"(-0.391,39.822)","(-0.392,39.822)",Ijara District,Ijara District,Garissa,Garissa
"(-0.461,39.617) → (-0.458,39.661)",4.9056125534453,10919.730987959418,"(-0.461,39.617)","(-0.458,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.617) → (-0.461,39.661)",4.8863450114534,10928.732731914213,"(-0.461,39.617)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.461,39.617)",4.8863450114534,3937.5581166455627,"(-0.461,39.661)","(-0.461,39.617)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.467,39.622)",4.3189576939796,3932.490810811278,"(-0.461,39.661)","(-0.467,39.622)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.468,39.623)",4.2175673413457,3931.7463883630608,"(-0.461,39.661)","(-0.468,39.623)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.471,39.626)",3.9924426743590997,3934.314841250085,"(-0.461,39.661)","(-0.471,39.626)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.472,39.627)",3.924222484281,3935.8010020011793,"(-0.461,39.661)","(-0.472,39.627)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.474,39.629)",3.7591058802024,3931.936092186576,"(-0.461,39.661)","(-0.474,39.629)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.474,39.63)",3.7430936553431,3941.687915965916,"(-0.461,39.661)","(-0.474,39.63)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.483,39.639)",3.455159350965,3934.0964942242654,"(-0.461,39.661)","(-0.483,39.639)",Kyuso sub-county,Kyuso sub-county,Garissa,Tana River
"(-0.462,39.62) → (-0.458,39.661)",4.5219163736177,10940.195032068663,"(-0.462,39.62)","(-0.458,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.466,39.621) → (-0.461,39.661)",4.4114027722537,21840.071760107618,"(-0.466,39.621)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.467,39.622) → (-0.458,39.661)",4.374991545145799,10923.855842288987,"(-0.467,39.622)","(-0.458,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.467,39.622) → (-0.461,39.661)",4.32884011758755,21825.730966423478,"(-0.467,39.622)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.467,39.623) → (-0.461,39.661)",4.2686838621638,10914.668372863955,"(-0.467,39.623)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.469,39.625) → (-0.461,39.661)",4.1041108875523005,10919.15868498368,"(-0.469,39.625)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.611,34.466) → (-0.611,34.467)",0.068270623503678,80742.73532299558,"(-0.611,34.466)","(-0.611,34.467)",Homa Bay Town,Homa Bay Town,Homa Bay,Homa Bay
"(-0.458,34.73) → (-0.459,34.729)",0.11732960949382001,83232.06878397307,"(-0.458,34.73)","(-0.459,34.729)",Kasipul,Kasipul,Homa Bay,Homa Bay
"(-0.457,34.727)",0.027642639099022998,83184.21888583449,"(-0.457,34.727)","(-0.457,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.457,34.733) → (-0.456,34.733)",0.038248898997903,83218.44100724695,"(-0.457,34.733)","(-0.456,34.733)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.725) → (-0.459,34.726)",0.055383445996121994,83172.4848888038,"(-0.459,34.725)","(-0.459,34.726)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.459,34.727)",0.016046949183950998,83222.8027133819,"(-0.459,34.727)","(-0.459,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.46,34.733)",0.064658168909207,83254.23956273923,"(-0.46,34.733)","(-0.46,34.733)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.461,34.724) → (-0.46,34.724)",0.082147859828033,83378.76581425862,"(-0.461,34.724)","(-0.46,34.724)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.461,34.727) → (-0.46,34.727)",0.059789867242805494,166509.59192176687,"(-0.461,34.727)","(-0.46,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.727)",0.08437572534793099,83168.47207221045,"(-0.462,34.727)","(-0.462,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.551,34.225) → (-0.55,34.222)",0.24722861200404997,66047.63779528977,"(-0.551,34.225)","(-0.55,34.222)",Suba,Suba,Homa Bay,Homa Bay
"(-0.532,34.235) → (-0.531,34.234)",0.053707063111040995,66164.04716085644,"(-0.532,34.235)","(-0.531,34.234)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.542,34.222) → (-0.543,34.222)",0.011802800154579999,66036.8236646991,"(-0.542,34.222)","(-0.543,34.222)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.546,34.226) → (-0.545,34.226)",0.1070005678247,66065.23110501979,"(-0.546,34.226)","(-0.545,34.226)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.546,34.229) → (-0.545,34.229)",0.053156160708605994,66000.3558331318,"(-0.546,34.229)","(-0.545,34.229)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.22) → (-0.548,34.217)",0.27353514767703,66036.61972447873,"(-0.549,34.22)","(-0.548,34.217)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.468) → (-0.505,34.475)",4.9536964068492,7787.917330547263,"(-0.549,34.468)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.475) → (-0.505,34.475)",4.886296026515201,27267.434100743845,"(-0.549,34.475)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.55,34.226) → (-0.549,34.224)",0.26752165589469,66094.72552940765,"(-0.55,34.226)","(-0.549,34.224)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.551,34.224) → (-0.551,34.222)",0.23743562345032998,65997.17151895136,"(-0.551,34.224)","(-0.551,34.222)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.557,34.212)",5.1273631693266e-07,66009.66718147503,"(-0.557,34.212)","(-0.557,34.212)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.558,34.228)",0.075775672579386,66040.28483526928,"(-0.558,34.228)","(-0.558,34.228)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.604,34.475)",0.08973875035994199,80733.74638524409,"(-0.604,34.475)","(-0.604,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.606,34.475) → (-0.605,34.477)",0.11981000305919999,80885.04488783119,"(-0.606,34.475)","(-0.605,34.477)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.607,34.476)",0.05369482345649999,80764.24301045276,"(-0.607,34.476)","(-0.607,34.476)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.608,34.473) → (-0.608,34.474)",0.070946273250184,80681.04068365422,"(-0.608,34.473)","(-0.608,34.474)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.609,34.473) → (-0.609,34.474)",0.096055421262552,80800.29972014517,"(-0.609,34.473)","(-0.609,34.474)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.609,34.477)",0.032746082598253,80684.93348354289,"(-0.609,34.477)","(-0.609,34.477)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.611,34.472) → (-0.61,34.473)",0.086083018562901,80729.26581515302,"(-0.611,34.472)","(-0.61,34.473)",Suba District,Suba District,Homa Bay,Homa Bay
