,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(-0.742,35.269) → (-0.741,35.269)",0.10370096915941,138588.52670124592,"(-0.742,35.269)","(-0.741,35.269)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.742,35.282) → (-0.743,35.283)",0.09514778458552099,138427.29038265496,"(-0.742,35.282)","(-0.743,35.283)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.746,35.279) → (-0.745,35.279)",0.07131610664210901,138594.2571427558,"(-0.746,35.279)","(-0.745,35.279)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.747,35.272) → (-0.746,35.272)",0.09329291036447,138489.63579025443,"(-0.747,35.272)","(-0.746,35.272)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.747,35.273) → (-0.747,35.274)",0.10705568842403998,138440.26875402732,"(-0.747,35.273)","(-0.747,35.274)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.748,35.27) → (-0.747,35.271)",0.12878483877642,138690.49088652097,"(-0.748,35.27)","(-0.747,35.271)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.749,35.274) → (-0.747,35.274)",0.15925357685344,138437.8041255598,"(-0.749,35.274)","(-0.747,35.274)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.749,35.274) → (-0.748,35.275)",0.12912914826149,138335.1571043116,"(-0.749,35.274)","(-0.748,35.275)",Central Kisii,Central Kisii,Bomet,Bomet
"(-0.75,35.279) → (-0.749,35.28)",0.21263162224032,138448.85655214684,"(-0.75,35.279)","(-0.749,35.28)",Trans Mara District,Central Kisii,Bomet,Bomet
"(0.625,34.631) → (0.624,34.631)",0.059114827091733005,305574.8716087384,"(0.625,34.631)","(0.624,34.631)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.627,34.633)",0.037296988152558996,306108.1904279864,"(0.627,34.633)","(0.627,34.633)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.627,34.635) → (0.626,34.636)",0.10458700115708001,305323.92194371775,"(0.627,34.635)","(0.626,34.636)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.627,34.637) → (0.625,34.638)",0.18542265908647002,305555.91720656323,"(0.627,34.637)","(0.625,34.638)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.628,34.636) → (0.627,34.637)",0.13749239965121,305550.47744673945,"(0.628,34.636)","(0.627,34.637)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.628,34.638) → (0.627,34.637)",0.16231523739854,305664.8767612499,"(0.628,34.638)","(0.627,34.637)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.634) → (0.628,34.634)",0.083002917044438,305895.7898735305,"(0.629,34.634)","(0.628,34.634)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.629,34.638) → (0.628,34.638)",0.10856636634857,305527.2722306164,"(0.629,34.638)","(0.628,34.638)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.631,34.641) → (0.63,34.641)",0.10244188561808,305883.14203394373,"(0.631,34.641)","(0.63,34.641)",Butere/Mumias District,Butere/Mumias District,Bungoma,Bungoma
"(0.831,34.626)",0.0,15051.681181482894,"(0.831,34.626)","(0.831,34.626)",Lugari District,Lugari District,Bungoma,Bungoma
"(0.838,34.627) → (0.838,34.628)",0.10621698004899001,15041.237209291328,"(0.838,34.627)","(0.838,34.628)",Lugari District,Lugari District,Bungoma,Bungoma
"(0.828,34.6)",0.0,30055.34025421409,"(0.828,34.6)","(0.828,34.6)",Teso District,Teso District,Bungoma,Bungoma
"(0.831,34.607)",0.0,15023.116785714492,"(0.831,34.607)","(0.831,34.607)",Teso District,Teso District,Bungoma,Bungoma
"(0.831,34.607) → (0.832,34.607)",0.1437054167856,15024.525291134747,"(0.831,34.607)","(0.832,34.607)",Teso District,Teso District,Bungoma,Bungoma
"(0.833,34.602)",0.0,15013.117825274127,"(0.833,34.602)","(0.833,34.602)",Teso District,Teso District,Bungoma,Bungoma
"(0.835,34.608)",0.0,15024.25781207626,"(0.835,34.608)","(0.835,34.608)",Teso District,Teso District,Bungoma,Bungoma
"(0.835,34.614)",0.0,15040.615300910411,"(0.835,34.614)","(0.835,34.614)",Teso District,Teso District,Bungoma,Bungoma
"(0.394,34.146) → (0.395,34.146)",0.035038625156083,150174.0728750992,"(0.394,34.146)","(0.395,34.146)",Teso District,Teso District,Busia,Busia
"(0.395,34.144)",0.011259662273581002,150341.77206253668,"(0.395,34.144)","(0.395,34.144)",Teso District,Teso District,Busia,Busia
"(0.395,34.144) → (0.396,34.144)",0.02921455589184,150449.12619567814,"(0.395,34.144)","(0.396,34.144)",Teso District,Teso District,Busia,Busia
"(0.398,34.144) → (0.399,34.144)",0.10021641420164999,150288.180126465,"(0.398,34.144)","(0.399,34.144)",Teso District,Teso District,Busia,Busia
"(0.398,34.145)",0.017898751882766996,150274.09104796126,"(0.398,34.145)","(0.398,34.145)",Teso District,Teso District,Busia,Busia
"(0.398,34.15) → (0.398,34.149)",0.038416163447407004,150285.50457165425,"(0.398,34.15)","(0.398,34.149)",Teso District,Teso District,Busia,Busia
"(0.402,34.147) → (0.402,34.146)",0.042815229940585,150559.81661820464,"(0.402,34.147)","(0.402,34.146)",Teso District,Teso District,Busia,Busia
"(0.407,34.148)",0.032938928475655,150297.50288033058,"(0.407,34.148)","(0.407,34.148)",Teso District,Teso District,Busia,Busia
"(0.409,34.149)",0.068436892715873,150455.3470563684,"(0.409,34.149)","(0.409,34.149)",Teso District,Teso District,Busia,Busia
"(0.461,34.167) → (0.461,34.124)",4.8863450114527,15887.503499331593,"(0.461,34.167)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.461,34.167) → (0.461,34.156)",1.2215862528652,3176.557365981838,"(0.461,34.167)","(0.461,34.156)",Teso District,Teso District,Busia,Busia
"(0.469,34.16) → (0.461,34.124)",4.115398050282,3174.2020544865295,"(0.469,34.16)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.471,34.167) → (0.461,34.124)",4.997268496138401,3180.147295678738,"(0.471,34.167)","(0.461,34.124)",Teso District,Teso District,Busia,Busia
"(0.597,34.27) → (0.598,34.27)",0.072209550969893,38072.87025408216,"(0.597,34.27)","(0.598,34.27)",Teso District,Teso District,Busia,Busia
"(0.597,34.271)",0.064011853279888,38047.530031480426,"(0.597,34.271)","(0.597,34.271)",Teso District,Teso District,Busia,Busia
"(0.599,34.27) → (0.599,34.271)",0.09296296822746002,38075.76194089041,"(0.599,34.27)","(0.599,34.271)",Teso District,Teso District,Busia,Busia
"(0.605,34.274)",0.0,38118.79258468974,"(0.605,34.274)","(0.605,34.274)",Teso District,Teso District,Busia,Busia
"(0.605,34.277) → (0.606,34.275)",0.22179885446227,38145.26059421522,"(0.605,34.277)","(0.606,34.275)",Teso District,Teso District,Busia,Busia
"(0.605,34.282) → (0.605,34.281)",0.049025730910412,38078.80178659047,"(0.605,34.282)","(0.605,34.281)",Teso District,Teso District,Busia,Busia
"(0.606,34.275) → (0.606,34.276)",0.08610096529674299,38076.439809247204,"(0.606,34.275)","(0.606,34.276)",Teso District,Teso District,Busia,Busia
"(0.607,34.28) → (0.606,34.279)",0.15704666678305,38090.017657660675,"(0.607,34.28)","(0.606,34.279)",Teso District,Teso District,Busia,Busia
"(0.616,34.285) → (0.616,34.286)",0.08376378800806401,38117.216491164385,"(0.616,34.285)","(0.616,34.286)",Teso District,Teso District,Busia,Busia
"(0.58,35.504) → (0.579,35.504)",0.079945446659913,46832.75792278628,"(0.58,35.504)","(0.579,35.504)",Lugari District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.581,35.51) → (0.581,35.511)",0.11043174429644,46833.59169322289,"(0.581,35.51)","(0.581,35.511)",Lugari District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.583,35.509) → (0.583,35.512)",0.29818169979436,46918.24048285097,"(0.583,35.509)","(0.583,35.512)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.587,35.506) → (0.587,35.508)",0.24883666560960002,46883.74655226645,"(0.587,35.506)","(0.587,35.508)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.592,35.504) → (0.593,35.505)",0.13036238193575,46829.20118061289,"(0.592,35.504)","(0.593,35.505)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.592,35.512) → (0.593,35.512)",0.07120496046295799,46885.68512953382,"(0.592,35.512)","(0.593,35.512)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.033,35.538)",0.0,14422.192114285914,"(1.033,35.538)","(1.033,35.538)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.035,35.551)",0.0,14428.687635821856,"(1.035,35.551)","(1.035,35.551)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.037,35.534) → (1.037,35.536)",0.1285711551139,14424.439008223673,"(1.037,35.534)","(1.037,35.536)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.038,35.541) → (1.038,35.542)",0.12113309342935001,14439.587720919675,"(1.038,35.541)","(1.038,35.542)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.039,35.545) → (1.039,35.547)",0.12421272828684,14412.593112263161,"(1.039,35.545)","(1.039,35.547)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.04,35.547) → (1.04,35.548)",0.11632616841316,14423.544279489359,"(1.04,35.547)","(1.04,35.548)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.044,35.556)",0.0,14438.990688873995,"(1.044,35.556)","(1.044,35.556)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.046,35.546)",0.0,14449.61393422358,"(1.046,35.546)","(1.046,35.546)",Lugari District,Lugari District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.563,35.512)",0.021061497973003,46836.49689872626,"(0.563,35.512)","(0.563,35.512)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.566,35.511) → (0.566,35.513)",0.14750988253444,46798.03299249734,"(0.566,35.511)","(0.566,35.513)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(0.578,35.508) → (0.578,35.509)",0.05062384459603201,46850.29229369537,"(0.578,35.508)","(0.578,35.509)",Nandi North District,Nandi North District,Elegeyo-Marakwet,Elegeyo-Marakwet
"(1.053,35.545)",0.0,14423.287499593209,"(1.053,35.545)","(1.053,35.545)",West Potok,West Potok,Elegeyo-Marakwet,Elegeyo-Marakwet
"(-0.549,37.463) → (-0.535,37.346)",13.131496386256002,2444.9934744017864,"(-0.549,37.463)","(-0.535,37.346)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.549,37.463) → (-0.569,37.36)",11.760979418341,2447.0030460379444,"(-0.549,37.463)","(-0.569,37.36)",Mbeere District,Mbeere District,Embu,Kirinyaga
"(-0.63,37.598)",0.04869974381308,44565.03710295745,"(-0.63,37.598)","(-0.63,37.598)",Mbeere District,Mbeere District,Embu,Embu
"(-0.634,37.606) → (-0.634,37.605)",0.12831905226289,44595.98110056503,"(-0.634,37.606)","(-0.634,37.605)",Mbeere District,Mbeere District,Embu,Embu
"(-0.639,37.582) → (-0.64,37.583)",0.12108253725496002,44518.28348669032,"(-0.639,37.582)","(-0.64,37.583)",Mbeere District,Mbeere District,Embu,Embu
"(-0.639,37.594) → (-0.639,37.593)",0.077136112370716,44481.72338516934,"(-0.639,37.594)","(-0.639,37.593)",Mbeere District,Mbeere District,Embu,Embu
"(-0.639,37.595) → (-0.638,37.595)",0.06498887721799701,44511.34887653123,"(-0.639,37.595)","(-0.638,37.595)",Mbeere District,Mbeere District,Embu,Embu
"(-0.64,37.58)",0.046242209117372,44514.72957463737,"(-0.64,37.58)","(-0.64,37.58)",Mbeere District,Mbeere District,Embu,Embu
"(-0.64,37.588) → (-0.641,37.588)",0.08719329566124201,44515.52207687638,"(-0.64,37.588)","(-0.641,37.588)",Mbeere District,Mbeere District,Embu,Embu
"(-0.644,37.588) → (-0.645,37.588)",0.06086571142073001,44531.39606650972,"(-0.644,37.588)","(-0.645,37.588)",Mbeere District,Mbeere District,Embu,Embu
"(-0.646,37.59)",0.08281796774130701,44563.194477268844,"(-0.646,37.59)","(-0.646,37.59)",Mbeere District,Mbeere District,Embu,Embu
"(-0.506,37.484) → (-0.507,37.484)",0.21975281836017999,225319.41674153955,"(-0.506,37.484)","(-0.507,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.506,37.486) → (-0.507,37.486)",0.06930850735573599,225068.08351203814,"(-0.506,37.486)","(-0.507,37.486)",Meru South District,Meru South District,Embu,Embu
"(-0.507,37.484) → (-0.508,37.484)",0.13346257905449002,225646.20331211644,"(-0.507,37.484)","(-0.508,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.507,37.485) → (-0.508,37.485)",0.16160992688831,225480.3099539341,"(-0.507,37.485)","(-0.508,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.508,37.485) → (-0.509,37.485)",0.09884329450718302,225235.08782846897,"(-0.508,37.485)","(-0.509,37.485)",Meru South District,Meru South District,Embu,Embu
"(-0.509,37.484) → (-0.51,37.484)",0.15239393743826998,225489.63324900458,"(-0.509,37.484)","(-0.51,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.509,37.485) → (-0.51,37.484)",0.14490968928957002,225253.0698694929,"(-0.509,37.485)","(-0.51,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.51,37.484) → (-0.511,37.484)",0.12617799047133,225217.98221326843,"(-0.51,37.484)","(-0.511,37.484)",Meru South District,Meru South District,Embu,Embu
"(-0.511,37.483) → (-0.512,37.483)",0.12059559430657,225239.09772166866,"(-0.511,37.483)","(-0.512,37.483)",Meru South District,Meru South District,Embu,Embu
"(-0.52,37.463) → (-0.52,37.419)",4.8863022145234005,2449.5729169417305,"(-0.52,37.463)","(-0.52,37.419)",Meru South District,Meru South District,Embu,Kirinyaga
"(-0.358,39.805)",0.022345701645585,229301.61159904802,"(-0.358,39.805)","(-0.358,39.805)",Ijara District,Ijara District,Garissa,Garissa
"(-0.363,39.816) → (-0.364,39.816)",0.084832626111011,228887.9110066585,"(-0.363,39.816)","(-0.364,39.816)",Ijara District,Ijara District,Garissa,Garissa
"(-0.375,39.811)",0.05524423526821,228969.53117322066,"(-0.375,39.811)","(-0.375,39.811)",Ijara District,Ijara District,Garissa,Garissa
"(-0.376,39.823) → (-0.377,39.823)",0.078621365580614,229133.03081272662,"(-0.376,39.823)","(-0.377,39.823)",Ijara District,Ijara District,Garissa,Garissa
"(-0.377,39.833) → (-0.378,39.833)",0.085659604201324,228866.45343265624,"(-0.377,39.833)","(-0.378,39.833)",Ijara District,Ijara District,Garissa,Garissa
"(-0.381,39.823) → (-0.382,39.823)",0.079777122026646,228714.12641246183,"(-0.381,39.823)","(-0.382,39.823)",Ijara District,Ijara District,Garissa,Garissa
"(-0.384,39.845)",0.05269243956089499,228902.10949954946,"(-0.384,39.845)","(-0.384,39.845)",Ijara District,Ijara District,Garissa,Garissa
"(-0.387,39.831) → (-0.388,39.831)",0.059745823486329,229142.50514268962,"(-0.387,39.831)","(-0.388,39.831)",Ijara District,Ijara District,Garissa,Garissa
"(-0.389,39.825)",0.07298506875033701,228883.8361542589,"(-0.389,39.825)","(-0.389,39.825)",Ijara District,Ijara District,Garissa,Garissa
"(-0.457,39.661) → (-0.47,39.63)",3.7213266298027996,5022.795726077886,"(-0.457,39.661)","(-0.47,39.63)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.467,39.622)",4.296528956714,5024.275158902253,"(-0.461,39.661)","(-0.467,39.622)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.468,39.624)",4.1865203866565,5027.86282916148,"(-0.461,39.661)","(-0.468,39.624)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.471,39.626)",3.9688860629699,5022.013325510273,"(-0.461,39.661)","(-0.471,39.626)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.472,39.627)",3.9004756784806003,5022.394754322635,"(-0.461,39.661)","(-0.472,39.627)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.461,39.661) → (-0.473,39.629)",3.7953547457807004,5018.67081587735,"(-0.461,39.661)","(-0.473,39.629)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.463,39.621) → (-0.458,39.661)",4.3858041093223,13546.513063334605,"(-0.463,39.621)","(-0.458,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.464,39.619) → (-0.461,39.661)",4.6180486975239,13520.805107143044,"(-0.464,39.619)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.464,39.62) → (-0.459,39.661)",4.6119221960025,13537.113488362196,"(-0.464,39.62)","(-0.459,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.465,39.62) → (-0.461,39.661)",4.4976191209179,27049.80622879268,"(-0.465,39.62)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.466,39.621) → (-0.461,39.661)",4.424772069595,27033.878804767985,"(-0.466,39.621)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.471,39.627) → (-0.461,39.661)",3.9449802173128,13521.832030868633,"(-0.471,39.627)","(-0.461,39.661)",Kyuso sub-county,Kyuso sub-county,Garissa,Garissa
"(-0.456,34.723) → (-0.456,34.721)",0.20133549094994002,79672.28790825115,"(-0.456,34.723)","(-0.456,34.721)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.456,34.726)",9.320149926175501e-07,79675.58224578893,"(-0.456,34.726)","(-0.456,34.726)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.46,34.73) → (-0.46,34.729)",0.09617412982037,79730.90545848368,"(-0.46,34.73)","(-0.46,34.729)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.46,34.73)",0.045752411509754,79615.43713337417,"(-0.46,34.73)","(-0.46,34.73)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.46,34.732) → (-0.46,34.73)",0.20482666635797,79585.63995311252,"(-0.46,34.732)","(-0.46,34.73)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.461,34.725) → (-0.461,34.724)",0.066215609217144,79591.99381323419,"(-0.461,34.725)","(-0.461,34.724)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.462,34.728) → (-0.462,34.727)",0.078569258267864,79526.62985159495,"(-0.462,34.728)","(-0.462,34.727)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.463,34.734)",0.08747136301769,79587.05682789664,"(-0.463,34.734)","(-0.463,34.734)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.464,34.737) → (-0.463,34.737)",0.12810481629884,79579.59577347049,"(-0.464,34.737)","(-0.463,34.737)",Rachuonyo District,Rachuonyo District,Homa Bay,Homa Bay
"(-0.505,34.475) → (-0.549,34.475)",4.8862960265152005,30573.60455990779,"(-0.505,34.475)","(-0.549,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.54,34.232)",0.06395704841986401,71247.9677365152,"(-0.54,34.232)","(-0.54,34.232)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.541,34.226)",0.025853752719562,71327.53024732173,"(-0.541,34.226)","(-0.541,34.226)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.545,34.48) → (-0.496,34.447)",6.534261046383901,6837.763736730801,"(-0.545,34.48)","(-0.496,34.447)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.546,34.226)",0.070205909973625,71430.97840698026,"(-0.546,34.226)","(-0.546,34.226)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.547,34.216)",0.0,71302.10431021376,"(-0.547,34.216)","(-0.547,34.216)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.547,34.221)",0.036194669683957,71378.46289946341,"(-0.547,34.221)","(-0.547,34.221)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.548,34.221) → (-0.547,34.221)",0.11916709274207002,71300.83493102476,"(-0.548,34.221)","(-0.547,34.221)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.549,34.475) → (-0.505,34.475)",4.8862960265152005,54615.232760285304,"(-0.549,34.475)","(-0.505,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.551,34.229) → (-0.549,34.227)",0.28521017541663,71306.5273591057,"(-0.551,34.229)","(-0.549,34.227)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.559,34.216) → (-0.558,34.216)",0.095111615844171,71295.41994591935,"(-0.559,34.216)","(-0.558,34.216)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.56,34.234) → (-0.559,34.235)",0.13669347119155,71381.41429895113,"(-0.56,34.234)","(-0.559,34.235)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.603,34.478)",0.05629295646924299,87858.81329648444,"(-0.603,34.478)","(-0.603,34.478)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.604,34.471) → (-0.604,34.472)",0.07575791449639799,87633.71347724297,"(-0.604,34.471)","(-0.604,34.472)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.604,34.475)",0.031793277260138995,87705.74075536,"(-0.604,34.475)","(-0.604,34.475)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.607,34.471) → (-0.606,34.471)",0.094849685789774,87700.3004851094,"(-0.607,34.471)","(-0.606,34.471)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.608,34.473) → (-0.607,34.474)",0.12715186800447,87698.73917163372,"(-0.608,34.473)","(-0.607,34.474)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.61,34.466)",2.4302921215281e-07,87731.57392852397,"(-0.61,34.466)","(-0.61,34.466)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.612,34.47) → (-0.612,34.472)",0.17678933863492,87797.85033880624,"(-0.612,34.47)","(-0.612,34.472)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.613,34.471) → (-0.613,34.472)",0.07688515661939399,87794.22017074277,"(-0.613,34.471)","(-0.613,34.472)",Suba District,Suba District,Homa Bay,Homa Bay
"(-0.617,34.465) → (-0.617,34.466)",0.066543853861013,87692.07883775631,"(-0.617,34.465)","(-0.617,34.466)",Suba District,Suba District,Homa Bay,Homa Bay
"(0.244,37.901)",0.036388333720532996,160977.05669072943,"(0.244,37.901)","(0.244,37.901)",Meru North District,Meru North District,Isiolo,Isiolo
"(-1.34,36.672) → (-1.296,36.672)",4.8852097046465,4980.400469803791,"(-1.34,36.672)","(-1.296,36.672)",Nairobi District,Nairobi District,Kajiado,Kiambu
"(-1.383,36.702) → (-1.32,36.786)",11.641941990848999,143739.87952141027,"(-1.383,36.702)","(-1.32,36.786)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
"(-1.383,36.702) → (-1.331,36.775)",9.9975583627791,143900.3936536876,"(-1.383,36.702)","(-1.331,36.775)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
"(-1.384,36.709) → (-1.324,36.781)",10.392133473979,143846.53693790728,"(-1.384,36.709)","(-1.324,36.781)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
"(-1.384,36.709) → (-1.33,36.781)",9.9486446052042,143835.6124255122,"(-1.384,36.709)","(-1.33,36.781)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
"(-1.386,36.709) → (-1.328,36.779)",10.122490806611001,144109.09611185483,"(-1.386,36.709)","(-1.328,36.779)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
"(-1.387,36.705) → (-1.321,36.784)",11.437912247534001,143858.02118023075,"(-1.387,36.705)","(-1.321,36.784)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
"(-1.39,36.713) → (-1.323,36.791)",11.378480544135,144003.14820957367,"(-1.39,36.713)","(-1.323,36.791)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
"(-1.39,36.715) → (-1.324,36.784)",10.666737180930001,143849.09785883583,"(-1.39,36.715)","(-1.324,36.784)",Nairobi District,Nairobi District,Kajiado,Nairobi Area
