,date_time,n_crisis,n_baseline,n_difference,percent_change,start_lat,start_lon,end_lat,end_lon,start_quadkey,end_quadkey,time_index
34,2020-04-06 0800,17.0,66.0,-49.0,-73.134328358209,9.058699536073512,7.602539062500001,8.971894698043037,7.5146484375,122221032110.0,122221032103.0,1
35,2020-04-06 0800,47.0,354.8,-307.8,-86.50927487352399,9.058699536073512,7.602539062500001,9.058699536073512,7.426757812499999,122221032110.0,122221032100.0,1
36,2020-04-06 0800,12.0,44.2,-32.2,-71.238938053097,9.058699536073512,7.426757812499999,9.145483411599919,7.514648437500001,122221032100.0,122221030323.0,1
37,2020-04-06 0800,390.0,1661.4,-1271.4,-76.47978825794,9.058699536073512,7.426757812499999,9.058699536073512,7.5146484375,122221032100.0,122221032101.0,1
38,2020-04-06 0800,107.0,190.8,-83.8,-43.691345151198995,9.058699536073512,7.426757812499999,9.145483411599919,7.4267578125,122221032100.0,122221030322.0,1
39,2020-04-06 0800,7185.0,7125.2,59.8,0.83915691392327,9.058699536073512,7.426757812499999,9.058699536073512,7.426757812499999,122221032100.0,122221032100.0,1
40,2020-04-06 0800,111.0,161.0,-50.0,-30.864197530864,9.058699536073512,7.426757812499999,8.971894698043037,7.426757812499999,122221032100.0,122221032102.0,1
41,2020-04-06 0800,79.0,86.0,-7.0,-8.045977011494301,9.058699536073512,7.426757812499999,9.058699536073512,7.3388671875,122221032100.0,122221032011.0,1
42,2020-04-06 0800,38.0,66.2,-28.2,-41.964285714286,9.058699536073512,7.426757812499999,8.971894698043037,7.3388671875,122221032100.0,122221032013.0,1
43,2020-04-06 0800,53.0,117.2,-64.2,-54.314720812183,9.058699536073512,7.426757812499999,9.145483411599919,7.338867187499999,122221032100.0,122221030233.0,1
44,2020-04-06 0800,55.0,115.8,-60.8,-52.054794520548,9.058699536073512,7.426757812499999,8.971894698043037,7.5146484375,122221032100.0,122221032103.0,1
45,2020-04-06 0800,11.0,22.4,-11.4,-48.717948717949,9.058699536073512,7.426757812499999,9.145483411599919,7.2509765625,122221032100.0,122221030232.0,1
46,2020-04-06 0800,14.0,58.2,-44.2,-74.662162162162,9.145483411599919,7.338867187499999,8.971894698043037,7.5146484375,122221030233.0,122221032103.0,1
47,2020-04-06 0800,131.0,254.4,-123.4,-48.316366483947,9.145483411599919,7.338867187499999,9.145483411599919,7.4267578125,122221030233.0,122221030322.0,1
48,2020-04-06 0800,159.0,859.0,-700.0,-81.395348837209,9.145483411599919,7.338867187499999,9.058699536073512,7.426757812499999,122221030233.0,122221032100.0,1
49,2020-04-06 0800,11.0,54.4,-43.4,-78.339350180505,9.145483411599919,7.338867187499999,8.971894698043037,7.426757812499999,122221030233.0,122221032102.0,1
50,2020-04-06 0800,23.0,35.0,-12.0,-33.333333333333,9.145483411599919,7.338867187499999,9.058699536073512,7.3388671875,122221030233.0,122221032011.0,1
51,2020-04-06 0800,7647.0,4905.0,2742.0,55.890746025275,9.145483411599919,7.338867187499999,9.145483411599919,7.338867187499999,122221030233.0,122221030233.0,1
52,2020-04-06 0800,12.0,52.2,-40.2,-75.563909774436,9.145483411599919,7.338867187499999,9.058699536073512,7.2509765625,122221030233.0,122221032010.0,1
53,2020-04-06 0800,14.0,41.2,-27.2,-64.454976303318,9.145483411599919,7.338867187499999,8.971894698043037,7.2509765625,122221030233.0,122221032012.0,1
54,2020-04-06 0800,26.0,27.0,-1.0,-3.5714285714286,9.232246130632744,7.338867187500001,9.145483411599919,7.338867187499999,122221030231.0,122221030233.0,1
55,2020-04-06 0800,122.0,235.6,-113.6,-48.013524936602,8.971894698043037,7.426757812499999,8.971894698043037,7.5146484375,122221032102.0,122221032103.0,1
56,2020-04-06 0800,12.0,28.2,-16.2,-55.479452054795,8.971894698043037,7.426757812499999,9.145483411599919,7.4267578125,122221032102.0,122221030322.0,1
57,2020-04-06 0800,174.0,573.0,-399.0,-69.512195121951,8.971894698043037,7.426757812499999,9.058699536073512,7.426757812499999,122221032102.0,122221032100.0,1
58,2020-04-06 0800,214.0,1220.2,-1006.2,-82.394366197183,9.145483411599919,7.338867187499999,9.058699536073512,7.5146484375,122221030233.0,122221032101.0,1
59,2020-04-06 0800,13.0,56.6,-43.6,-75.694444444444,9.058699536073512,7.426757812499999,8.971894698043037,7.2509765625,122221032100.0,122221032012.0,1
60,2020-04-06 0800,153.0,925.4,-772.4,-83.376511226252,8.971894698043037,7.426757812499999,9.058699536073512,7.5146484375,122221032102.0,122221032101.0,1
61,2020-04-06 0800,4342.0,2552.8,1789.2,70.06030229462,8.971894698043037,7.426757812499999,8.971894698043037,7.426757812499999,122221032102.0,122221032102.0,1
62,2020-04-06 0800,29.0,22.0,7.0,30.434782608695997,8.971894698043037,7.3388671875,9.058699536073512,7.3388671875,122221032013.0,122221032011.0,1
63,2020-04-06 0800,4373.0,2451.2,1921.8,78.37044286762901,8.971894698043037,7.3388671875,8.971894698043037,7.3388671875,122221032013.0,122221032013.0,1
64,2020-04-06 0800,32.0,79.0,-47.0,-58.75,8.971894698043037,7.3388671875,8.971894698043037,7.2509765625,122221032013.0,122221032012.0,1
65,2020-04-06 0800,97.0,127.4,-30.4,-23.676012461059,8.971894698043037,7.3388671875,8.971894698043037,7.426757812499999,122221032013.0,122221032102.0,1
66,2020-04-06 0800,100.0,576.8,-476.8,-82.51990308065099,8.971894698043037,7.3388671875,9.058699536073512,7.426757812499999,122221032013.0,122221032100.0,1
67,2020-04-06 0800,130.0,807.6,-677.6,-83.79915904031701,8.971894698043037,7.3388671875,9.058699536073512,7.5146484375,122221032013.0,122221032101.0,1
68,2020-04-06 0800,12.0,22.8,-10.8,-45.378151260504,9.318987499423848,7.3388671875,9.058699536073512,7.5146484375,122221030213.0,122221032101.0,1
69,2020-04-06 0800,22.0,136.0,-114.0,-83.211678832117,9.058699536073512,7.3388671875,9.058699536073512,7.5146484375,122221032011.0,122221032101.0,1
70,2020-04-06 0800,79.0,274.8,-195.8,-70.993473531545,9.058699536073512,7.3388671875,9.058699536073512,7.426757812499999,122221032011.0,122221032100.0,1
71,2020-04-06 0800,1204.0,701.4,502.6,71.55466970387201,9.058699536073512,7.3388671875,9.058699536073512,7.3388671875,122221032011.0,122221032011.0,1
72,2020-04-06 0800,32.0,31.8,0.2,0.6097560975609699,9.058699536073512,7.3388671875,8.971894698043037,7.3388671875,122221032011.0,122221032013.0,1
73,2020-04-06 0800,15.0,23.0,-8.0,-33.333333333333,9.058699536073512,7.3388671875,9.145483411599919,7.338867187499999,122221032011.0,122221030233.0,1
74,2020-04-06 0800,20.0,24.0,-4.0,-16.0,9.058699536073512,7.3388671875,9.145483411599919,7.2509765625,122221032011.0,122221030232.0,1
75,2020-04-06 0800,10.0,54.8,-44.8,-80.286738351254,8.971894698043037,7.3388671875,8.971894698043037,7.5146484375,122221032013.0,122221032103.0,1
76,2020-04-06 0800,10.0,12.4,-2.4,-17.910447761194,8.971894698043037,7.426757812499999,9.058699536073512,7.3388671875,122221032102.0,122221032011.0,1
77,2020-04-06 0800,96.0,84.4,11.6,13.583138173302,8.971894698043037,7.426757812499999,8.971894698043037,7.3388671875,122221032102.0,122221032013.0,1
78,2020-04-06 0800,15.0,27.4,-12.4,-43.661971830986005,8.971894698043037,7.426757812499999,9.145483411599919,7.338867187499999,122221032102.0,122221030233.0,1
79,2020-04-06 0800,704.0,700.6,3.4,0.48460661345496,8.971894698043037,7.2509765625,8.971894698043037,7.2509765625,122221032012.0,122221032012.0,1
80,2020-04-06 0800,15.0,13.6,1.4,9.5890410958904,8.971894698043037,7.2509765625,9.058699536073512,7.2509765625,122221032012.0,122221032010.0,1
81,2020-04-06 0800,15.0,18.2,-3.2,-16.666666666667,9.145483411599919,7.2509765625,9.058699536073512,7.3388671875,122221030232.0,122221032011.0,1
82,2020-04-06 0800,77.0,112.0,-35.0,-30.973451327434002,9.145483411599919,7.2509765625,9.145483411599919,7.338867187499999,122221030232.0,122221030233.0,1
83,2020-04-06 0800,2028.0,1272.6,755.4,59.312185929647995,9.145483411599919,7.2509765625,9.145483411599919,7.2509765625,122221030232.0,122221030232.0,1
84,2020-04-06 0800,53.0,129.2,-76.2,-58.52534562212,9.145483411599919,7.2509765625,9.058699536073512,7.2509765625,122221030232.0,122221032010.0,1
85,2020-04-06 0800,11.0,34.2,-23.2,-65.90909090909099,9.058699536073512,7.2509765625,9.058699536073512,7.5146484375,122221032010.0,122221032101.0,1
86,2020-04-06 0800,13.0,13.0,0.0,0.0,9.058699536073512,7.2509765625,9.058699536073512,7.3388671875,122221032010.0,122221032011.0,1
87,2020-04-06 0800,12.0,15.0,-3.0,-18.75,8.971894698043037,7.1630859375,8.971894698043037,7.2509765625,122221032003.0,122221032012.0,1
88,2020-04-06 0800,321.0,299.2,21.8,7.261825449700201,9.058699536073512,7.2509765625,9.058699536073512,7.2509765625,122221032010.0,122221032010.0,1
89,2020-04-06 0800,11.0,19.4,-8.4,-41.176470588235,9.058699536073512,7.2509765625,8.971894698043037,7.2509765625,122221032010.0,122221032012.0,1
90,2020-04-06 0800,23.0,133.4,-110.4,-82.142857142857,8.971894698043037,7.2509765625,9.058699536073512,7.5146484375,122221032012.0,122221032101.0,1
91,2020-04-06 0800,14.0,113.8,-99.8,-86.933797909408,8.885069091737323,7.2509765625,9.058699536073512,7.5146484375,122221032030.0,122221032101.0,1
92,2020-04-06 0800,13.0,78.4,-65.4,-82.367758186398,8.885069091737323,7.2509765625,9.058699536073512,7.426757812499999,122221032030.0,122221032100.0,1
93,2020-04-06 0800,13.0,20.2,-7.2,-33.962264150943,8.885069091737323,7.2509765625,8.971894698043037,7.3388671875,122221032030.0,122221032013.0,1
94,2020-04-06 0800,19.0,75.0,-56.0,-73.68421052631601,8.971894698043037,7.2509765625,9.058699536073512,7.426757812499999,122221032012.0,122221032100.0,1
95,2020-04-06 0800,47.0,78.4,-31.4,-39.546599496222,8.885069091737323,7.2509765625,8.971894698043037,7.2509765625,122221032030.0,122221032012.0,1
96,2020-04-06 0800,29.0,40.0,-11.0,-26.829268292683,8.971894698043037,7.2509765625,8.971894698043037,7.3388671875,122221032012.0,122221032013.0,1
97,2020-04-06 0800,14.0,19.0,-5.0,-25.0,9.232246130632744,7.250976562499999,9.145483411599919,7.2509765625,122221030230.0,122221030232.0,1
98,2020-04-06 0800,57.0,46.4,10.6,22.362869198312,9.145483411599919,7.1630859375,9.145483411599919,7.2509765625,122221030223.0,122221030232.0,1
99,2020-04-06 0800,45.0,41.2,3.8,9.0047393364929,9.058699536073512,7.2509765625,9.145483411599919,7.2509765625,122221032010.0,122221030232.0,1
100,2020-04-06 0800,32.0,42.2,-10.2,-23.611111111111,9.058699536073512,7.1630859375,9.058699536073512,7.2509765625,122221032001.0,122221032010.0,1
101,2020-04-06 0800,10.0,26.2,-16.2,-59.558823529412,8.971894698043037,7.075195312500001,8.971894698043037,7.2509765625,122221032002.0,122221032012.0,1
102,2020-04-06 0800,12.0,34.2,-22.2,-63.068181818182,8.971894698043037,7.426757812499999,8.971894698043037,7.2509765625,122221032102.0,122221032012.0,1
103,2020-04-06 0800,53.0,73.2,-20.2,-27.22371967655,9.145483411599919,7.338867187499999,9.145483411599919,7.2509765625,122221030233.0,122221030232.0,1
104,2020-04-06 0800,39.0,205.4,-166.4,-80.62015503875999,9.145483411599919,7.2509765625,9.058699536073512,7.426757812499999,122221030232.0,122221032100.0,1
105,2020-04-06 0800,51.0,235.4,-184.4,-78.003384094755,9.145483411599919,7.2509765625,9.058699536073512,7.5146484375,122221030232.0,122221032101.0,1
106,2020-04-06 0800,22.0,95.6,-73.6,-76.19047619047599,9.232246130632744,7.163085937499999,9.058699536073512,7.5146484375,122221030221.0,122221032101.0,1
107,2020-04-06 0800,33.0,41.0,-8.0,-19.047619047618998,9.232246130632744,7.163085937499999,9.145483411599919,7.2509765625,122221030221.0,122221030232.0,1
108,2020-04-06 0800,19.0,23.0,-4.0,-16.666666666667,8.450636350576481,4.5263671875,9.058699536073512,7.5146484375,122220132233.0,122221032101.0,1
109,2020-04-06 0800,10.0,10.4,-0.4,-3.5087719298246003,8.537562876596859,4.5263671875,9.058699536073512,7.5146484375,122220132231.0,122221032101.0,1
110,2020-04-06 1600,12.0,22.4,-10.4,-44.444444444443995,8.450636350576481,4.5263671875,9.058699536073512,7.5146484375,122220132233.0,122221032101.0,2
111,2020-04-06 1600,20.0,16.4,3.6,20.689655172414,9.232246130632744,7.338867187500001,9.145483411599919,7.338867187499999,122221030231.0,122221030233.0,2
112,2020-04-06 1600,11.0,20.4,-9.4,-43.92523364486,9.318987499423848,7.3388671875,9.145483411599919,7.338867187499999,122221030213.0,122221030233.0,2
113,2020-04-06 1600,67.0,98.0,-31.0,-31.313131313131,9.058699536073512,7.3388671875,9.058699536073512,7.426757812499999,122221032011.0,122221032100.0,2
114,2020-04-06 1600,11.0,17.8,-6.8,-36.170212765957,9.058699536073512,7.3388671875,8.971894698043037,7.426757812499999,122221032011.0,122221032102.0,2
115,2020-04-06 1600,1379.0,756.2,622.8,82.25039619651301,9.058699536073512,7.3388671875,9.058699536073512,7.3388671875,122221032011.0,122221032011.0,2
116,2020-04-06 1600,39.0,29.0,10.0,33.333333333333,9.058699536073512,7.3388671875,8.971894698043037,7.3388671875,122221032011.0,122221032013.0,2
117,2020-04-06 1600,35.0,39.4,-4.4,-10.891089108910998,9.058699536073512,7.3388671875,9.145483411599919,7.338867187499999,122221032011.0,122221030233.0,2
118,2020-04-06 1600,14.0,21.6,-7.6,-33.628318584071,9.058699536073512,7.3388671875,9.145483411599919,7.2509765625,122221032011.0,122221030232.0,2
119,2020-04-06 1600,12.0,13.4,-1.4,-9.7222222222222,9.058699536073512,7.3388671875,9.058699536073512,7.2509765625,122221032011.0,122221032010.0,2
120,2020-04-06 1600,178.0,506.2,-328.2,-64.708201892744,9.058699536073512,7.426757812499999,9.145483411599919,7.4267578125,122221032100.0,122221030322.0,2
121,2020-04-06 1600,18.0,80.8,-62.8,-76.772616136919,9.058699536073512,7.426757812499999,8.971894698043037,7.2509765625,122221032100.0,122221032012.0,2
122,2020-04-06 1600,68.0,153.8,-85.8,-55.426356589147,8.971894698043037,7.426757812499999,9.058699536073512,7.5146484375,122221032102.0,122221032101.0,2
123,2020-04-06 1600,33.0,190.6,-157.6,-82.254697286013,9.058699536073512,7.426757812499999,9.145483411599919,7.514648437500001,122221032100.0,122221030323.0,2
124,2020-04-06 1600,244.0,949.0,-705.0,-74.210526315789,9.058699536073512,7.426757812499999,9.058699536073512,7.5146484375,122221032100.0,122221032101.0,2
125,2020-04-06 1600,70.0,367.0,-297.0,-80.70652173913,9.058699536073512,7.426757812499999,8.971894698043037,7.5146484375,122221032100.0,122221032103.0,2
126,2020-04-06 1600,8008.0,7881.4,126.6,1.6061098142698003,9.058699536073512,7.426757812499999,9.058699536073512,7.426757812499999,122221032100.0,122221032100.0,2
127,2020-04-06 1600,182.0,612.8,-430.8,-70.185728250244,9.058699536073512,7.426757812499999,8.971894698043037,7.426757812499999,122221032100.0,122221032102.0,2
128,2020-04-06 1600,111.0,272.0,-161.0,-58.974358974359,9.058699536073512,7.426757812499999,9.058699536073512,7.3388671875,122221032100.0,122221032011.0,2
129,2020-04-06 1600,103.0,624.4,-521.4,-83.370642788615,9.058699536073512,7.426757812499999,8.971894698043037,7.3388671875,122221032100.0,122221032013.0,2
130,2020-04-06 1600,165.0,901.4,-736.4,-81.604609929078,9.058699536073512,7.426757812499999,9.145483411599919,7.338867187499999,122221032100.0,122221030233.0,2
131,2020-04-06 1600,38.0,204.8,-166.8,-81.04956268221599,9.058699536073512,7.426757812499999,9.145483411599919,7.2509765625,122221032100.0,122221030232.0,2
132,2020-04-06 1600,118.0,215.0,-97.0,-44.907407407407,8.971894698043037,7.426757812499999,9.058699536073512,7.426757812499999,122221032102.0,122221032100.0,2
133,2020-04-06 1600,4779.0,2731.2,2047.8,74.950589268721,8.971894698043037,7.426757812499999,8.971894698043037,7.426757812499999,122221032102.0,122221032102.0,2
134,2020-04-06 1600,102.0,137.8,-35.8,-25.792507204611002,8.971894698043037,7.426757812499999,8.971894698043037,7.3388671875,122221032102.0,122221032013.0,2
135,2020-04-06 1600,14.0,52.2,-38.2,-71.804511278195,8.971894698043037,7.426757812499999,9.145483411599919,7.338867187499999,122221032102.0,122221030233.0,2
136,2020-04-06 1600,114.0,159.2,-45.2,-28.214731585518,8.971894698043037,7.426757812499999,8.971894698043037,7.5146484375,122221032102.0,122221032103.0,2
137,2020-04-06 1600,17.0,23.6,-6.6,-26.829268292683,8.971894698043037,7.1630859375,8.971894698043037,7.2509765625,122221032003.0,122221032012.0,2
138,2020-04-06 1600,18.0,17.0,1.0,5.5555555555556,8.885069091737323,7.2509765625,8.971894698043037,7.2509765625,122221032030.0,122221032012.0,2
139,2020-04-06 1600,51.0,41.0,10.0,23.809523809524002,9.145483411599919,7.1630859375,9.145483411599919,7.2509765625,122221030223.0,122221030232.0,2
140,2020-04-06 1600,10.0,10.8,-0.8,-6.7796610169492,9.145483411599919,7.1630859375,9.145483411599919,7.338867187499999,122221030223.0,122221030233.0,2
141,2020-04-06 1600,28.0,24.8,3.2,12.403100775193998,9.232246130632744,7.163085937499999,9.145483411599919,7.2509765625,122221030221.0,122221030232.0,2
142,2020-04-06 1600,49.0,116.8,-67.8,-57.555178268251,9.145483411599919,7.338867187499999,9.058699536073512,7.5146484375,122221030233.0,122221032101.0,2
143,2020-04-06 1600,66.0,158.4,-92.4,-57.967377666248,9.145483411599919,7.338867187499999,9.058699536073512,7.426757812499999,122221030233.0,122221032100.0,2
144,2020-04-06 1600,80.0,145.2,-65.2,-44.596443228454,9.058699536073512,7.2509765625,9.145483411599919,7.2509765625,122221032010.0,122221030232.0,2
145,2020-04-06 1600,34.0,44.4,-10.4,-22.907488986784,8.971894698043037,7.3388671875,8.971894698043037,7.2509765625,122221032013.0,122221032012.0,2
146,2020-04-06 1600,18.0,39.2,-21.2,-52.73631840795999,9.145483411599919,7.338867187499999,8.971894698043037,7.426757812499999,122221030233.0,122221032102.0,2
147,2020-04-06 1600,23.0,24.2,-1.2,-4.7619047619048,9.145483411599919,7.338867187499999,9.058699536073512,7.3388671875,122221030233.0,122221032011.0,2
148,2020-04-06 1600,62.0,112.6,-50.6,-44.542253521127,9.145483411599919,7.338867187499999,9.145483411599919,7.2509765625,122221030233.0,122221030232.0,2
149,2020-04-06 1600,8636.0,5336.8,3299.2,61.808235602683,9.145483411599919,7.338867187499999,9.145483411599919,7.338867187499999,122221030233.0,122221030233.0,2
150,2020-04-06 1600,82.0,101.0,-19.0,-18.627450980392002,8.971894698043037,7.3388671875,8.971894698043037,7.426757812499999,122221032013.0,122221032102.0,2
151,2020-04-06 1600,30.0,30.6,-0.6,-1.8987341772152,8.971894698043037,7.3388671875,9.058699536073512,7.3388671875,122221032013.0,122221032011.0,2
152,2020-04-06 1600,4818.0,2603.6,2214.4,85.018812869539,8.971894698043037,7.3388671875,8.971894698043037,7.3388671875,122221032013.0,122221032013.0,2
153,2020-04-06 1600,130.0,187.2,-57.2,-30.393198724761,9.145483411599919,7.338867187499999,9.145483411599919,7.4267578125,122221030233.0,122221030322.0,2
154,2020-04-06 1600,18.0,26.4,-8.4,-30.656934306569,9.232246130632744,7.4267578125,9.145483411599919,7.338867187499999,122221030320.0,122221030233.0,2
155,2020-04-06 1600,12.0,26.0,-14.0,-51.851851851852,9.145483411599919,7.4267578125,9.145483411599919,7.514648437500001,122221030322.0,122221030323.0,2
156,2020-04-06 1600,34.0,94.4,-60.4,-63.312368972746,9.145483411599919,7.4267578125,9.058699536073512,7.5146484375,122221030322.0,122221032101.0,2
157,2020-04-06 1600,11.0,27.2,-16.2,-57.446808510638,9.145483411599919,7.4267578125,8.971894698043037,7.5146484375,122221030322.0,122221032103.0,2
158,2020-04-06 1600,2823.0,1877.2,945.8,50.35672452348,9.145483411599919,7.4267578125,9.145483411599919,7.4267578125,122221030322.0,122221030322.0,2
159,2020-04-06 1600,153.0,283.2,-130.2,-45.812807881773004,9.145483411599919,7.4267578125,9.145483411599919,7.338867187499999,122221030322.0,122221030233.0,2
160,2020-04-06 1600,163.0,242.4,-79.4,-32.621199671323,9.145483411599919,7.4267578125,9.058699536073512,7.426757812499999,122221030322.0,122221032100.0,2
161,2020-04-06 1600,36.0,83.2,-47.2,-56.057007125891,8.971894698043037,7.3388671875,9.058699536073512,7.5146484375,122221032013.0,122221032101.0,2
162,2020-04-06 1600,10.0,16.6,-6.6,-37.5,9.145483411599919,7.4267578125,9.058699536073512,7.3388671875,122221030322.0,122221032011.0,2
163,2020-04-06 1600,14.0,24.2,-10.2,-40.476190476190006,8.971894698043037,7.3388671875,8.971894698043037,7.5146484375,122221032013.0,122221032103.0,2
164,2020-04-06 1600,49.0,91.4,-42.4,-45.887445887446006,8.971894698043037,7.3388671875,9.058699536073512,7.426757812499999,122221032013.0,122221032100.0,2
165,2020-04-06 1600,20.0,13.8,6.2,41.891891891892,9.232246130632744,7.250976562499999,9.145483411599919,7.2509765625,122221030230.0,122221030232.0,2
166,2020-04-06 1600,392.0,316.0,76.0,23.97476340694,9.058699536073512,7.2509765625,9.058699536073512,7.2509765625,122221032010.0,122221032010.0,2
167,2020-04-06 1600,419.0,1954.0,-1535.0,-78.516624040921,9.058699536073512,7.5146484375,9.058699536073512,7.426757812499999,122221032101.0,122221032100.0,2
168,2020-04-06 1600,10.0,11.0,-1.0,-8.3333333333333,8.971894698043037,7.5146484375,9.058699536073512,7.3388671875,122221032103.0,122221032011.0,2
169,2020-04-06 1600,14.0,64.8,-50.8,-77.203647416413,8.971894698043037,7.5146484375,8.971894698043037,7.3388671875,122221032103.0,122221032013.0,2
170,2020-04-06 1600,168.0,989.8,-821.8,-82.943076301978,9.058699536073512,7.5146484375,8.971894698043037,7.426757812499999,122221032101.0,122221032102.0,2
171,2020-04-06 1600,33.0,140.8,-107.8,-76.022566995769,9.058699536073512,7.5146484375,9.058699536073512,7.3388671875,122221032101.0,122221032011.0,2
172,2020-04-06 1600,137.0,885.0,-748.0,-84.424379232506,9.058699536073512,7.5146484375,8.971894698043037,7.3388671875,122221032101.0,122221032013.0,2
